text,hatespeech_comb
11 milhoes desempregados empresas fechando dolar alto vcs preocupados c fim minc vai trabalhar artista vagabundo,1
266 mil pessoas 200 milhões,0
mimimi bolsonaro machista mimimi machista pai traí mãe,1
mimimi agora contra marine lepen,0
cidade lisboa anoitecer estrela acrílico stela,0
cidade adoro lisboa autárquicaspnr,0
declaração sobre acontecendo suécia referência reportagem exibida relação,0
diversão pós trabalho discutir fã karamel ganhar 100 likes sapatão,0
minhadorimporta furos orelha coisa sapatão,1
entrevista kiridíssima dando falar,0
filha 14 anos sofrendo bullying sofre desde 8 anos pq cabelo preto pq gorda pq feia pessoas parem,0
filha ivanka sido mal tratada grande pessoa sempre motivando faz,0
filha pediu barbie dei árvore descer porrada repensar personalidade,1
mãe acabou ideia foto pensado enfiou lençol branco sei onde ficou legalzinha,0
mãe disse filho puta kkkkkkkkkkkkk comecei rir cara ai virou disse ta rindo órfão,1
mae proibiu andar amigos usam drogas agora vou vender pra,1
mãe queria q procurasse mulher facebook descrição baixinha gorda cara bem feia tô chorando,0
mãe sempre trabalhou casa galera gosta trabalho honesto culpa,0
migas curso dizem heterassão casas sapatao,1
mulher ministrando curso atualização secretárias lar rj onde viu pendurar pano prato ombro,0
sala sapatao viado,1
sala sapatao,1
tataravó negra sangue negro,0
minina vc fizesse alisamento ficaria show bola,1
ministro ensino superior angola exonerado fonte revelavél,0
ministro stf manda soltar exgoleiro bruno preso seis anos,0
minuto minuto camarote glacial joaquin teixeira 1608 guga chacra critica trump vaiado 1609 vin diesel convida baranga almoçar,0
minuto minuto camarote glacial joaquin teixeira 1604 sargento fahur revista fábio assunção 1606 alexandre borges briga paparazzi,0
mandei mãe lado,0
caso posso entregar tb problemas,0
tô indo ae,0
tá exagerando,0
quis dizer negro construiu faculdade,0
cade alexandre garcia agora pra dizer kkkk,0
desta deixo passar haverá segunda oportunidade,0
mitroglu marcou 1 golo foradejogo ontem amoreira marcou explico porquê overdosedetourette,0
qnd ainda tava crise refugiados mt ambulante pessoas q vc via tava tentando sobreviver,0
moça quero tênis pra homem vc acha tênis vai reparar,0
guria parece mto mulherdeverdade,0
vc fica gostosa burca hábitonão lembro assim escreve roupa freirakkkkkk,1
moonlight filme mergulha humanidade jovem negro via,0
morena angola ficou conhecida voz clara nunes sei versão bonita chico 3,0
problema pode pegar qq outra crítica pra colocar ali lugar prosa livre q,0
então vc chamou assassino faz pra provar agora,0
vc prova matei alguém ta chamando assassino,1
moro prendeu cunha ué lula dilma pt,0
morrendo memes nana gouvêa uhahuahuahuahua,0
morte estupradores menos amigo bancada aí tá tranquilo,1
morte hipsters camisetas cores citricas morte meias coloridinhas cuequinhas alegres,1
movimento childfree pra sobre pauta justa direito reprodutivo virou antro pessoas mimadas q crianças odeiam,1
movimentos antidilma ahahahahahaha tão somente qualquer pessoa sensata baseada números aliás,0
alow pessoal psolvamos parar fumar maconha malucos,1
antes toalhas bichos mortos,0
bom dia sexta feira livro dia,0
disse aqui cambada comunas fachos,1
assim todo refugiado sírio terrorista infiltrado todo venezuelano chavista assim sob temerismo,1
cadeia onde vc viu,0
ent vc expressasse direito,0
q levy quis dizer homem ejacular cu acontece nadase ejacular canal vaginal capaz d reproduzir,1
onde espécie humana reproduz saco útero,0
muda pra gata musa figueirense tudo ver,0
muitas pessoas sabem 20 cidadãos israelenses palestinos vivem dentro estado,0
muitas saíram ruas pedindo entrada refugiados agora podem andar tranquilas país,0
bem nada subjugar coerência firmeza defende identidade bravo,0
bem concordo iniciativas adversários problema congratularme,0
dificil dar parabens pra sapatao aline nao responde,1
mulher achei babá filhos,0
mulher coisa perfeita mundo importa feia bonita gorda magra estranha esquisita mulher,0
mulherada outubro rosa realizamos exame mama gratuitamente basta agendar via dm outubrorosa,0
mulher nua carnes vivas cujo brilho suave mulherdeverdade,0
mulherão porra véio,0
mulher armadora barracas,0
mulher angelina jolie traida vc acha q vc larga otária,1
mulher boa assim,0
mulher burra porra,1
mulher burra fica pobremas vou dizer inteligente pode enriquecer buceta poderr,1
mulher burra mano vez mandar porra comprovante pra mim manda pro diretório acadêmico caralho unt,1
mulher burra nojo,1
mulher carne churrasco vc esquenta pau,1
mulher dica foto pra vc tirar amigas,0
mulher frágil otária sensível idiota fresca covarde fraca burra,0
mulher eh coisa maravilhosa demais vei amo sapatao,1
mulher estádio futebol faz merda menos totalmente pelada,1
mulheres adoram carinho cabelo,0
mulheres rio vamos aproximar meninas ciência 3 inscrições online,0
mulheres confiam mulheres nelas mesmas,0
mulheres perdoam gleisi hoffman kkk diadamulher feliz dia mulheres dia internacional mulher,0
mulheres dia mulheres todas bonitas resto ano gaja feia gorda vêse,1
mulher esperta fica rica mulher burra fica pobre rsrs,1
mulher esperta sabe ter homem palma mão mulher burra apenas acha vdd nada,1
mulheres favor parem raspar cabeça lados fica parecendo vcs câncer metade,1
mulheres criam filho sozinha alguma vcs recebeu menos pacote fralda algum movimento feminista,0
mulheres minorias ti engenharia outros cursos fazer pra incluílas neles deixa escolham cursos simples,1
mulher parque diversões começar humor montanharussa,1
mulher gosta homem porco fede arrota terra deibaixo unha joaquinresponde,1
mulher idiota assimerrado bofe burra pra caralho kkkkkkkkkkkkk,1
mulher nova bonita carinhosa faz homem gemer sentir dor mulherdeverdade,0
mulher poderosa perde poder causa atitude burra homem,0
mulher fica grávida fica burraquando começa nível burrice pergunto gestante respsta sim ate ja entendo,1
mulher gosta cara burra demais,1
mulher fica ai feminista mt burra msm né pra ir contra algo defende,1
mulher sofre balada gorda feia quiser pegar cara pega fica c fama barangueiro pega fica c fama viado,0
mundo fufas tá cada vez ficar pequeno,0
mundo fufas mim,1
mundo perfeito coxinha temer 2018 eleições bolsomito presidente,1
mundo união europeia ameaça sanções países recebem refugiados foto louisa gouliamakiafp,0
musica islão mim via,0
musical kiporréssa homem homem,1
dei pulo twitter pra entender melhor visão evolução és culpado cresc,0
vivi impeachment collor pais levavam protesto hahahahahahah,0
hahahahahahaha duvido vou viver pra,0
áfrica gato preto conhecido apenas gato,0
«na alemanha multiplicamse enésima potência ataques campos refugiados refugiados atacam alemães»,0
américa norte conceito jogar mata escolas ligeiramente diferente pratica aqui,0
configurações desativar conta,0
bulgária mimimi esquerdista sofreram pele urss querem globalismo comunismo,1
carta menina diz pai ruim estupra duas irmãs afirma pai deixa,0
nada contra negros prefiro branquelo palmito cor leite pra bejar boca rsrs,1
nada contra negros filha vai trazer bandido pra casa,1
nada contra negros nada contra usar desodorante tb ne,1
nada acaso,0
nada melhor apreciar impeachment aqui ap zona sul nao sei pq empregada tá chorando coitada conhece política,1
nada move contra homossexual conheço alguns livres antinatura promoção aberrante,0
hora votar bolsonaro todos políticos corruptos hora votar impeachment parabéns,0
hora toquei causa dia mulher cuidado burra,1
conheço sapatão racista,1
internet somostodasputas vida real chame puta machismo mimimi,1
luta contra jogadores golf todos pulhas vagabundos bundões insistem passar creme porra rosto creme porra,1
época rede social problematização iutubers gente jogava bola fazia sexo trabalhava,0
época padre pagava pastel caldo cana,1
sala viado sapatão coisa engraçada mundo,1
moral mulher guando burra jeito,1
namoras cachopa usas dia mulher irem duas jantar tas burra mãe pobre,1
aceitamos fazdeconta hipocrisia lutamos contra censura sistema marxismocultural,0
naoaceitamosrefugiados imprensa preocupase tanto refugiados nao lembra cristaos perseguidos mortos oriente medio,0
achei nome aí 8,0
acho burra mulher prefere separar viver mentiras otária gosta corna fazer feliz,1
acredite mídia notícias falsas convencional casa branca indo bem herdei bagunça es,0
acredito juiz colocaria país tal risco algo acontecer culpeo junto sis legal estã,1
adianta nada fazer textão dia mulheres liga callcenter chamar atendente burra dizer mulher,1
adianta progressismo dar certo amoresexo,0
adianta porra nenhuma vc ter ido rua 2016 agora 2018 continuar votando psdbptpmdb,0
aumentarei carga fiscal assumo demitirei outra alternativa honrar palavr,0
basta rj escóriaainda vai causar confusão paulo,0
basta escandalos corrupçãomas tudo ruim marxismo trouxe tambem,0
brocha calcinha bege,0
chega fazer legislação preciso aplicála angola diz rosado carvalho,0
1 coisa ñ elimina outra rt ain menina entrevista d emprego semana vem vou sair prostituição rs,1
comece dia mesmos problemas dias anteriores hoje primeiro dia restantes dias v,0
come mel morde marimbondo,0
comparecerei jantar associação correspondentes casa branca ano desejo todos melhor,0
conheço absolutamente ninguém pro chamada invadindo,0
conheço proposta lei veio bolsonaro apoio,0
pra aguentar conviver fã legião urbana duvida fuja,1
tapa bundinha cotovelada costas,0
deixe notícias falsas dizerem grande conflito governo trump dando bem p,0
nao deu pra carregar passe pq mulher setuf eh burra,1
deve faltar coelho cristas virem dizer cancelamento fim mundo sinal fragilidade geringonça,0
devia boiar condições,0
toa twitter começa t treta,0
angola fala criolo posso ensinar dançar kizomba pára dizer ewe xe falar cmg,0
entendi nada mina tá boi traduz joaquinresponde,0
obvio,0
próprio governo sempre falar disto causa ruído,0
nao pq mito diz mulher grávida receber menos machista gente,0
nao racista negro,1
questão razão pra feminista questão feminismo direito mulher nada serve p coo,1
falta punição pra estuprador assassinos,0
porque tá moda bonito mulheres cuidem,1
acreditando cadê senadores,0
duas sim 10 sugestões dia pai passe branco,0
existem imigrantes refugiadosexistem vândalos busca alheio,1
existe nenhuma prova contra dilma assim processo impeachment beijão deus ama,0
faço ideia emma stone disse discurso aceitação óscar ficava ouvila loop noite toda oscars,0
falo coisas pessoais uso rede social descontrair joaquinresponde,0
faz barba todo dia,0
faz unhas corta tesoura corta trinco,1
dessa vez chatiado habemuspapam,0
7x1 porque david luiz saiu psg,0
gente poderiam ter sido 2 criticas prendem,0
gosta bater papo msn responde porque outros falam tempo pra frescura,0
gosta fazer compras faz porque mulher força,1
gostaria entrar tomar copo ades maçã,0
negar biologiapor esquerda queira decontruir pensamentos filosóficos esdrúxulos,0
haha feminismo defende todas pautas esquerda esquerda perder faz protesto nunca prote,1
nada engraçado gente mentirosa sendo desmascarada fugindo refutar nenhum argumento,0
ia caber,0
importa feia bonita gorda magra toda mina deve respeitada,0
lava cueca q acabou comprar antes usar,0
nao ligo temer acabou ministério cultura q nao ministros negros menos sabe conjugar verbo,1
manda ajustar calça deixa espaço pra smith wesson entrar ação,0
nasceu 13121978 acredite apelido infância maria desastre rt tá pra nascer pessoa desastrada,0
dunga apenas ignorante verdade,1
ouço falar nada liechtenstein outro país aceitou refugiados manteve id cultural nacional frio monarquia foda,0
pode construção europa outra angola,0
pode séria chamada quer dizer ônibus resolve pegar fogo assim nada,0
posso repórter angola aguento broas ia rir cara pessoas,1
pq p mim ñ faz sentido ter filhos p ficarem mundo tão injusto violento esquerda crescendo cada,0
precisamos dia consciência negra branca parda amarela albina precisamos 365 dias consciência humana,0
preciso fala nada pra pega donzela carnaval mostro carteira assinada 48 anos trabalho honesto ficam encharcadas,1
quer morrer cedo consuma drogas leve drogas filipinas engano favela dominada tráfico,0
quer refugiados então pare criálos,1
reclame d assédiose vc sai c pervetido sexual q conheceu 2 min exije q respeite vc estando alcoolizada drogada,0
sabem fazer conta direito dar cu sabem bem,1
sabe cor bege,0
sabia dong pro ng tavam lisboa masta ficou angola,0
sete manhã ainda tá mãe tentando descobrir desisti sapatao,0
esqueçam hashtag racharlenhapreta,1
esqueçam começar redação ousadia primeiramente s2 temer,1
esqueça vc votou dilma votou temer tb agora n reclama,1
sei cara virou fixo elenco,0
iludam dia chegará portugal votando pnr vai evitar invasão,1
sei resto direita quero dia precisar preocupar politica,0
nao sei porque pessoas assustam descobrem recebo refugiados casa acharam ativista internet,1
nao sei parte neste momento nao quero ir angola nao entendem,0
passa nada suécia renovarportugal pnr,0
preocupem livrar limites estatais trará competitividade estará fase 2 3 plano sa,0
sinta mulher verdade ofende outras mulheres chamandoas feia estranha magrela gorda etc,1
somente hoje todos dias reconhecida amada feliz dia internacional dá mulher,0
discriminadores contrário queremos igualdade orgulhohetero,0
fufas nada ver fofas,0
ateu agnóstico grande merda fio acredita jesus nazaré pra mim gente paz,1
fã lady gaga admitir provavelmente fazer melhor show intervalo história superbowl,0
preconceituoso empregada negra,1
vegetariano vegano grande bosta fio come carne pra mim gente paz,1
têm fazer falta seriedade notícias agora ridículos puritanos 2 pesos medidas,0
tanto quanto militante defensora ditaduras angola cuba venezuela defensora,0
tás ver cena tou minado campos angola ultramar,0
nao tava entrando twitter pq perdendo tempo vivendo v1d4l0k4,0
barriga calo sexual,0
nao anavitoria morena nao sapatao gente,1
capacidade conter criminosos vamos então legalizar drogas pesadas absurdo total coisa vag,1
imprensa direita brasil imbecis esquerdistas acreditam imprensa brasil direita,0
pinto orgulho,1
problema nenhum cara usar saia favor fale q coisa d homem hétero brasileironão indígena usa saia viado,1
vergonha falar escrever corretamente língua portuguesa pátria portugal moçambique angola guiné aqui,0
nao mta paciência,0
nada contra refugiados acho bem serem acolhidos,0
reparado menina gata,0
usa camiseta manga menos vá malhar praticar algum esporte,0
usa roupa corderosa roxo,0
uso gosto téte téte chega encochando chamando delícia amante moda antiga joaquinresponde,1
vê merda crepúsculo pra cinebiografia chuck norris,1
vejo hora gorda feia roberta rala,1
vejo nada errado acho existe idade própria pra introduzirem certos conceitos cada família deci,0
nao vem culpar agora nao nada ver votei aécio,0
vi nenhuma feminista esquerda dando parabéns dia internacional mulher feliz dia mulheres,0
vou arrumar treta twitter juro,0
vou orar ateu,0
vou pro céu fato,0
pai mãe tão bom dão amor sérgio angola veia culpa toni vamos zulmira querido,0
opiniões segue tudo normal fazendo piada estupro coletivo daquela garota lá 33 q mídia parou falar geral esqueceu pior,1
principais nações ue maioria apoia veto estilotrump pesquisa 10000 pessoas 10 países,0
redes sociais ativistas criaram vaquinha ajudar pagamento dívidas publicação,1
suécia tudo bem sweden pnr refugees fakenews,0
coisa feia leitoa tá gorda igual porca,1
pode mandar favor,0
ué digo projetinho sapatao,1
ideia ter razão nat podes entrar conversa tiveres ideias aprendemos todos dias,0
uns liberais outros conservadores trocamos ideias ditamos cada deve educar,0
ñ conheço putin ñ negócios rússia haters insanos obama pode negociar iran 1 t,0
negociação salário mínimo portugal pnr,0
negociações design envolver f35 fighterjet programa air force one preço v,0
negras queimem sutiãs apropriando cultura branca norteamericana,1
negros bem,0
83 negros mortos dia brasil brancos morrem,1
próprias candidatas votam nelas mesmas,1
tô reconhecendo eita mulher burra,1
gostam comam façam boa viagem forçatrump,0
toda denúncia estupro verdadeirainfelizmente descobrimos issoapós vida suposto agressor ter sido destruída,0
menos stf via,0
outro refute falei fatos lógica verdades,0
ne nao comunista cês tão,0
nenhuma ditadura boa menos militares 64 livraram brasil possível cubanização,0
nenhum fique claro sobrepeso faz mal saúde ácido úrico gota devido joaquinresponde,0
neoliberalismo temer vai fazer brasil crescer assim governos collor sarney,0
nessa quinta vou visitar primeira vez tatuapé ansioso,0
nesse dia mulheres bom pararem retratar mulher loucaciumentaburrafrágil,0
nesse dia internacional mulher experimente dar panos prato alguma feminista vai amar,1
nesse período assassinados 2720 cidadãos brasileiros comuns vão falar alguma coisa,0
diria trump califórnia quase méxico,0
olhe sofrem metamorfoses regressam sempre dia seguinte escondidos ovo,0
new post união europeia ameaça sanções países recebem refugiados,0
neymar fez famoso gol olho azul gorda bonito serve pra nada,1
neymar jogou bem kkkkk,0
ngm quer ir cmg noite branco,1
questões d adaptação mete inglês branco neve angola vê qnt tempo apanha escaldão,1
ninguém chega casa falando “mãe hétero” então chegar dizer “mãe gay”” by epronto,1
ninguém pode matar razão coragem medo passa aqui pnr,0
1 brasil assassinato porque muita arma porque bandido desarmamento,1
capitalismo posso pegar pokemon aí,0
centro trânsito lento rua pedro ivo desde rua joão negrão proximidades terminal guadalupe rua barão rio branco,0
10 junho habitual marchadanacionalidade arranca campanha autárquica pnr venha connosco,0
dia mulher nao vi 1 palavra movimento feminista pra defender mulheres islã ja pra defender co,1
dia 10 junho 2016 todos caminhos vão dar largo camões,0
dia internacional mulher juntese mim honrando papel crítico mulheres aqui américa redor m,0
basta mostrar externo,0
portugal seguro,0
fim texto capa colorida branco dava pintar,0
futebol hqeh atacante acha meiodecampo coisa veado,0
4 noiados vaiam vira notícia,1
iraque call of duty conhecido the sims,0
nojo desses omi ainda bem sapatão,1
livro bestseller new york times “máfeminista ensaios provocativos ativista desastrosa”,0
mês março regularmente celebrase dia internacional mulher federação sul americana krav,0
nomes faltam vigaristas corruptos aldrabões assassinos vendidos traidores pedófilos aberrações,1
nonie darwish escritora exmuçulmana egípcia esconde verdade sobre islão lançou,0
trocaram,0
noruega refugiados aceitam apartamentos populares exigem casas,0
sábado dia 24 setembro 20h00 pnr realiza “jantar reentrada política” lisboa,0
euapuxou arma pra policia igual ter direito baleado impressionante video,0
heteros ainda maioria devemos unir contra ditadura minoria abaixo heterofobia,1
elegemos mp sermos legislados absurdo processoo prefeito vereadores,0
“nós podemos viver mundo tão conflituoso tão problemático sob ponto vista situação social,0
primeiros 30min red carpet vemos malta ninguém lembra diz portugal vencedores ídolos oscars,0
companheira prefere europa bom vez lá tomado terroristas quiser,0
nossaesse povo whats come dorme viciadosjesus amado,0
g1 preconceito ta dizendo mulheres incapazes fazer curso complexo pq existe ne,0
feminismo necessário hoje dia,0
gosto cameras rs live on,0
segundo jênio ateísta esquerdista cristãos grandes perseguidores religiosos,0
livro tá 20 desconto percam via,0
livro tá mega desconto sai r 1794 via,0
maravilhoso novo plano saúde pública revisão negociação obamacare total completo desas,0
ultimos 5 anos fugiram 52 reclusos prisões portuguesas curiosamente nenhum banqueiro exgovernante,0
10 notícias provam quanto feminismo necessário,1
novela cgd – ii pnr bancos portugal,0
novo livro nick adams guerreiro green card leitura obrigatória meritocracia caminho canadá au,0
16 novos djs área galere finalbbb13,0
novo trailer overdose tourette on the road hoje explicamos rui cruz overdosedetourette,0
n racista pq racismo crime crime coisa pretokkkkkk,1
conversa normal sobre amiga mae dás fufas bis porquê,1
nunca pensei dizer issomasvamos copiar eua agora podemos trump quer ação maior,0
nunca vi imprensa nacional tão descarada parcial virou torcida arquibancada patético aliás democrática,1
nunca vou conseguir emagrecer vou sempre gorda feia fracassada,1
nutella pode provocar cancro espero notícia ajude diminuir taxa obesidade basta gorditos continuarem mamar nutella,1
n vou aguentar tanto sapatão sala fica encarando,1
considero bonito george cloney,0
pessoa anorexia considera gordo magro voce pode considerar quisermas biologicamente so xx xy,1
volta terra,1
oh fds ucraniano merda vem aqui volta terra fdp,1
amigo passa ano inteiro dizendo puta gorda pego pq feia feminazi agora vem hipocrisia,1
ia puxar emoji cão triste preciso,0
argumento abriram bueiro refuta linha falei verdade tortura né,0
argumento retardada mostrar sabe ler quero ver refutar falei fatos lógica verdades,1
arranque tour overdose tourette otr assim caravana segue dia 10 vila real dia 11,0
arranque dooverdose touretteon the road prestes acontecer 4 fevfigueira foz info reservas,0
atentado orlando nao nada ver discursos preconceituosos trump bolsonaro culpa estado islâmico,1
espero ganhem muitos amigos sporting fica difícil falar distância 13 pontos,0
balanço divulgado polícia militar revelou menos mulher agredida cada quatro minutos,0
barça viu psg branco pensou real aí deu deu né kkkkkk,0
barcelona empatou campo bétis deste golo ter sido validado óbvio aculpaédobenfica,0
barcelona venceu psg graças feminismo,0
batáguas vai ter fazer joana,0
obg grandes xerifes chefes polícia serviço liderança verdadeiro amigo,0
blocoesquerda pontadelança cultura morte quer agora legalizar eutanásia mim defendo vida dignidade,0
blocoesquerda promotor eutanásia tema programa eleitoral honesto,1
bloco porão dops bem animado venha cair nessa folia paz,1
bolsonaro nao parabenizou cunha vdd gente culpa edição video,0
obomdeserbrasileiroé menos nao vem refugiados oriente médio pra k caras nao sao burro,1
brasileiro cansado enganado sos regime militar get out dilma,0
brasil crise drogados querem saber droga,0
brasil quer legalização drogas stf legalização drogas rejeitada maioria população,0
obrigada amigosjá passamos 600 inscritos 24 horas inscrevase novo canal entrevistas vamos,0
obrigado 20 bilhões investimento criando 45000 empregos indústria c,0
obrigado primeiro ministro austrália falar verdade sobre educada conversa mídia notícias falsas distorceu ótimo,0
obrigado brian krzanich ceo grande investimento 7 bilhões inovação empregos americanos,0
obrigado eli lake bloombarg view nsa fbinão deveriam interferir políticae situação mu,0
obrigado grandes comícios todo país tremendo apoio vamos tornar américa grande novamente,0
obrigado todos elogios conferência imprensa ontem rush limbaugh disse melhores m,0
obrigado porto hoje seguimos aveiro teatro gretua 22h00 overdosedetourette ontheroad racharlenhapreta,0
obrigado adoraríamos têlos aqui samsung poderá ter fábrica eua,0
obrigado muitas perguntas pra responder tudo 1130 vou fuma cigarro bebe caipira compra frango assado joaquinresponde,0
observação quaresma favor substituir xis bêicon peixe frito resto tá tudo liberado obrigado,0
observação importante sobre diainternacionaldamulher,0
observador catarina kinnvall “é similar forma islão radical extremadireita,1
bullying hipócritas comunicação social diversos sectores sociedade força,0
canadá quer receber 40 mil refugiadosresumindo 40 mil desempregadosisso explicam população,1
canalha ditador conseguiu destruir venezuela venezuelanos fogem brasil outros países d,1
capitalismo realmente perdoa nada única salvação além ideologia sanguinária comunismo hipocrisia,0
cara foda tomou posse criou empregos obama sequer sonhou,0
cara muda turma manhã tarde vira relator lava jato treta imagina,0
cara promove celebra assassinato bebês indefesos ventre mãe existe grau maior podridão,0
cara tá carro roubado parado sai atirando contra pm consigo armas granada suspeito,0
cds plantar moralismo vida política portuguesa demissões irrevogáveis demissões prazo aprende centeno,0
cds avisou centeno consequências penais mentir parlamento algum exdeputado cds preso,1
cerco fechando pro obama obamainjail,0
cerco fechando,0
ciclo retardo pessoa posta merda zuada aguenta protege conta,1
colégiodompedroii chegou fim poçovejam cartaz colocado unidade centro rj,0
1 criticava governo 2 entram cqc 3 cqc acaba 4 ambos hj defendem pt crític,0
prefiro magra feia gorda bonita gordas arrumarem ñ adianta falta d elegancia porte físico,1
odeia bolsonaro então diz ai projeto discorda porquê vamos ver inteligencia nível i,0
odeio feministas falam merda vamos fazer q perfis falsos zoando coisas q nunca disseramkkk kkkkmitou,1
odeio gente fala so pq iggy eh branca n pode cantar rap mano,1
odeio mulher burra,1
odeio sapatão desapega ex nunka,1
desejo homem mulher desejo mulher desejo homem mulherdeverdade,0
dia 17 dezembro dedicado íntegra autêntica maratona reuniões sede pnr lisboa,0
dia bruxas noite solteiros,0
dia todos muçulmanos morrercerteza inferno vai sobrecarregar,1
diminutivo inho acompanha trajetória homem verdade,0
discurso ódio vale contra direitaevangélico pra lacrar,1
discurso socialismo pode bonito capitalismo comida iphone viagem pro exterior etc,0
dono desse twitter autista pode kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
eca fechou olhos próprio estatuto afirma sexualidade poder ensinada crianças após,0
eduardo bolsonaro nao cuspiu jean tudo truque vídeo manipulados,0
eduardo lourenço daqueles pensadores parece ter descoberto tarde unicórnio conciliar deus,1
engraçado err correção estúpido gastar todo tempo falando mal feminismo pautas considera imaginárias,1
esquerdopata imbecil gosta comunismo quer morar cuba coréia norte angola países comu,1
estado justiça portugal renovarportugal,0
estranho caso tsu renovarportugal pnr,0
facebook caiu justo agora ia compartilhar imagem pra doar 0056442 centavos pra coral crianças mudas cabelo,1
facebook caiu vamo voltar pro orkut galeraaa,0
facebook usou hijab homenagear mulheres diadamulher hijab maior símbolo opressão islâmica,0
falido cria grande notícia falsa sobre china dizendo sr xi falou sr trump desde nov 14,0
falido forçado desculpar assinantes pobre cobertura feita vitória elei,0
famoso argumentos,0
fascismo esquerda dois prints,0
fbi totalmente incapaz parar infiltrados segurança nacional permearam governo,0
feminismo “faça acontecer” outras variantes feminismo empresarial falharam esmagadora maioria,0
feminismo importante demais ficar mãos feministas saiu pleno 8 março,0
feminismo capacho esquerda nazista hahahahahaha retardado refute fale,0
feminismo brasil mero cooptador mulheres militância esquerdista defende mulheres apenas,1
oficialmente mulher burra mundo,1
foco resistência aqui ainda gostamos mulher pinga rock n roll futebol ainda gostamos churrasco carne sangrenta,0
futebol ainda respira,0
mulher pq transa cara vadia burra garota escrota nao nada,1
gay assumido bem resolvido bem frangas arrogantes dissimulados enfrentam própria cara espelho,0
adora passar vergonha,0
quer fim pm usando mesma segurança nessas horas fascista vira heroína,0
general keith kellog conheço bom tempo grandes chances ir pra nsa outros 3,0
henrique raposo dito nada contra comunas fachos pois amigo duas coisas,1
deixa lá apenas algarve,0
assim tanto vento,0
hino cerimónia tomada posse presidente reality showfoi cantado miúda q reality show tudo dito,0
menos mal ainda esperança pra,0
oi amores vcs noção correriaaaa aff xeru,0
merece parabéns dar série vivo™,0
oieeee amoresss tô mtooo emocionadaaaa sobrinha lindaaa nasceuuu parabéns kilma lipe mano amo bem vinda karol renovacao,0
oi lembra mim nao lembro comi ontem rsrs voce comeu ontem,0
vou aqui torrent pearl harbor tbm ótimo quase 3 horas,0
vi vou vencer preconceito ver hahahahaha,0
sim filme bom longo,0
imbecil realmente sabe diferença casal ama pornografia incentivada tv 100 anos at,1
imbecil usa ironia figura linguagem responder consegue refutar nada falei,1
oi sapatão kkkkkkkkkkkkkkkkkk,0
intelectual tipo k chega mesmas conclusões povo uns anos atraso,1
oi pessoal aqui marisa lobo preciso ajuda assinar canal youtube preciso,0
oi pessoal aqui marisa lobo preciso ajuda inscreva canal youtube,0
irã advertido formalmente disparar míssel guerra deveriam agradecer ridículo acordo eua fez,1
iran brincando fogo agradecem quão legal presidente obama porque,0
iran dominando cada vez iraque após eua ter desperdiçado três trilhões dólares lá obviamente tempo atrás,0
iran últimos suspiros pronto prum colapso eua veio salvavidas forma acordo c iran 150 bilhões,0
oi vc sapatão n sabe ainda,1
assumiu causa choro todo pelegada pleno começo 2017 imagine ano,0
tão lixo acusando mandante exposição filha maria rosário,1
jorge jesus acusou regresso kelvin porto,0
jorge monforte bué burra ya vai dizer quer ter filhos mimada bia mulher pediu abortar ahahahaha burro,0
jornalismo poder censório manipulador tendencioso tantas vezes mentiroso afinal mundo vive,1
ainda fé vai funcionar acho colocar tb umas pombinhas brancas aí bandidos des,0
consegue dizer mesma matéria cara entrou armado roubar ainda assim chamálo sus,0
josé manuel coelho vez pedir asilo político principado pontinha devia pedir vila cascais salgado resultou,0
juiz abre país possíveis terroristas outros objetivo melhores interesses,0
acordei sapatão hj,1
sim país data cheio muçulmanos hoje bem pior,1
olá gatas gato hahaha,0
olga benario vagabunda comunista safado getúlio vargas entregou pro amigo adolf,1
olga benario vai toma cu,1
olha canalhice chamada culpa lei criminosos,0
olha cara qm tá ligando cus sujos fazendo,1
olha ae oportunidade q vc queria ganhar respeito tico imperdível,0
olha explosãooo qdo portugal chegar islão,1
olha aí dep exbbb pressionando procuradoria prejudicar prefeito ariquemes,0
olha aí sempre digo repete chavão militância manda xinga oponete refuta nada,0
olha lógica kkkkkkkkkkk nao quer obrigada feminista virou feminista obrigadakkkk,1
olha vagabunda mostrando cara,1
olha bem mulher vou sincero quero ver branco quero ver altar,0
olha aqui apagou printei,0
olhando bunda ellen roche,1
olha bruno jogar mostrando melhor goleiro pegar penalidades máximas,0
olha nível noticiário maiores jornais país sério gente paga pra ler,1
olha processinho pistoleira,1
olha q sempre falo intolerância religiosa termo usado esquerda pdiluir religião cristã atrocidade,0
olha primeiro pros peitos mulheres,1
olhem medo mídia presidente,0
lula falou melhor marisa fez ficar submissa dar palpite platéia repleta femini,0
lula bloqueou twitter alguém deve ter lido pra piadas,0
lula nunca acertou nota azul guitar hero,1
mail reservas reservasparccom,0
maior prazer mulher inteligente fazerse burra perante burro faz inteligente,1
mal psg jogar branco barcelona confundiu real madrid,0
marlon brando né segundo tbm foda,0
omã segue ramo islão diferente resto médio oriente,0
melhor angola angolano dúvidas,0
dia ganhou vosso capote,0
trabalho sobre refugiados resumese lady gaga faz sentido,0
verniz branco feio parece corretor,0
ministério cultura nao servia pra nada bando vagabundo fazendo merda palco ganhando pra,1
movimento levar hashtag racharlenhapreta trend twitter começou hoje porto,0
movimento vai ter gorda praia sim parece funcionou,1
