text,hatespeech_comb
oh fds ucraniano merda vem aqui volta terra fdp,1
amigo passa ano inteiro dizendo puta gorda pego pq feia feminazi agora vem hipocrisia,1
argumento retardada mostrar sabe ler quero ver refutar falei fatos lógica verdades,1
atentado orlando nao nada ver discursos preconceituosos trump bolsonaro culpa estado islâmico,1
blocoesquerda promotor eutanásia tema programa eleitoral honesto,1
bloco porão dops bem animado venha cair nessa folia paz,1
obomdeserbrasileiroé menos nao vem refugiados oriente médio pra k caras nao sao burro,1
observador catarina kinnvall “é similar forma islão radical extremadireita,1
canadá quer receber 40 mil refugiadosresumindo 40 mil desempregadosisso explicam população,1
canalha ditador conseguiu destruir venezuela venezuelanos fogem brasil outros países d,1
cds avisou centeno consequências penais mentir parlamento algum exdeputado cds preso,1
ciclo retardo pessoa posta merda zuada aguenta protege conta,1
prefiro magra feia gorda bonita gordas arrumarem ñ adianta falta d elegancia porte físico,1
odeio feministas falam merda vamos fazer q perfis falsos zoando coisas q nunca disseramkkk kkkkmitou,1
odeio gente fala so pq iggy eh branca n pode cantar rap mano,1
odeio mulher burra,1
odeio sapatão desapega ex nunka,1
dia todos muçulmanos morrercerteza inferno vai sobrecarregar,1
discurso ódio vale contra direitaevangélico pra lacrar,1
dono desse twitter autista pode kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
eduardo lourenço daqueles pensadores parece ter descoberto tarde unicórnio conciliar deus,1
engraçado err correção estúpido gastar todo tempo falando mal feminismo pautas considera imaginárias,1
esquerdopata imbecil gosta comunismo quer morar cuba coréia norte angola países comu,1
facebook caiu justo agora ia compartilhar imagem pra doar 0056442 centavos pra coral crianças mudas cabelo,1
feminismo brasil mero cooptador mulheres militância esquerdista defende mulheres apenas,1
oficialmente mulher burra mundo,1
mulher pq transa cara vadia burra garota escrota nao nada,1
henrique raposo dito nada contra comunas fachos pois amigo duas coisas,1
imbecil realmente sabe diferença casal ama pornografia incentivada tv 100 anos at,1
imbecil usa ironia figura linguagem responder consegue refutar nada falei,1
intelectual tipo k chega mesmas conclusões povo uns anos atraso,1
irã advertido formalmente disparar míssel guerra deveriam agradecer ridículo acordo eua fez,1
oi vc sapatão n sabe ainda,1
tão lixo acusando mandante exposição filha maria rosário,1
jornalismo poder censório manipulador tendencioso tantas vezes mentiroso afinal mundo vive,1
acordei sapatão hj,1
sim país data cheio muçulmanos hoje bem pior,1
olga benario vagabunda comunista safado getúlio vargas entregou pro amigo adolf,1
olga benario vai toma cu,1
olha cara qm tá ligando cus sujos fazendo,1
olha explosãooo qdo portugal chegar islão,1
olha lógica kkkkkkkkkkk nao quer obrigada feminista virou feminista obrigadakkkk,1
olha vagabunda mostrando cara,1
olhando bunda ellen roche,1
olha nível noticiário maiores jornais país sério gente paga pra ler,1
olha processinho pistoleira,1
olha primeiro pros peitos mulheres,1
lula nunca acertou nota azul guitar hero,1
maior prazer mulher inteligente fazerse burra perante burro faz inteligente,1
ministério cultura nao servia pra nada bando vagabundo fazendo merda palco ganhando pra,1
movimento vai ter gorda praia sim parece funcionou,1
ontem lembrei q mttttt tmp atras acho q uns 7 anos professora sapatao descobrir q hj possui nome allan,1
ontem perfeito entendi monte estado legalizando maconha querem país dominado zumbis larica cérebro,1
ontem ver benfica grande noite momento tentei entrar casa mulher decidiu imitar ederson,1
nyt agora médico tá roendo insignificância cada vez maior,1
opa certíssimo vida humana vale nada aqui belo exemplo ai quebrar ov,1
pior cego quer enxergar ranço mulher burra,1
pior tudo mulher defendendo filho puta assume abusivo defende cara miga vc ta sendo burra,1
politicamente correto algo completamente doentio cogita homem menstruar,1
politicamente correto tá fudendo tudo,1
problema nunca piada sim esquerdista pode zombar pm tá tudo lindo hora,1
psol seguir ideologia comunista coreana onde come cachorro levaram pé letra,1
q mulher d bonita d puta burra mentirosa n sabe q ta passando mão amigos,1
intervenção cívico militareste vídeo fez pensar,1
válido então feminicídio estupro mercado trabalho falamos disso todo dia poderia dedicar coluna então,1
estagiário fode nessas,1
começou discurso mandando alô pra moral hein ahahahahahahahaha,1
ruim ter chileno branco uns dias fica preto,1
bebés adoptados c telemóveis novos qd vamos buscar desesperamos deixamos cair qd vemos 1 defeitoabrimos conta olx,1
cara fica expondo trabalho chamando sapatao mereço,1
homens governo suécia bolas afeminados acaso refugiados deitam rolam naque,1
homens todos iguais deixam tudo última hora dia namorados amanhã hoje começaram assaltar relojoarias,1
islamicos moderados filmando tirando fotoos islamicos praticantes alertando ocidente,1
muçulmanos bemvindos,1
negros estudem estudei,1
portugueses devem passos coelho ter tido coragem dizer salgado stresses ricardo leva guito pró panamá,1
pretos criminosos gajas decote sluts bissexuais indecisos refugiados merecem oportunidade vida,1
refugiados estao todos vir terra noto logo nao cá sentem bem acolhidos cá,1
resistência vão voltar fazer concerto bataclan sei dizem raio cai 2x sítio deixemme sonhar,1
fazendo conluio moça pode maluca psicopata,1
tambem tm video bruno namorada maos dadas nao natureza tratar bem mulher kkkkk,1
perfil ta apurrinhando todo mundo direita posta algo sobre dia mulheres,1
huahauhaauhauha uahuahauhaa vamos agenda feminista faz tudo menos defender mulher,1
islamismo estariam praia islamismo tao luto,1
trump futebol reeleito começa construção muro 2a circular benfica prepare guito,1
ouvi dizer chorão saiu charlie brown jr entrou sepultura vdd d vai fé brodi,1
video sapatao tocando siririca,1
sapatao super indico,1
parabéns meninas kkkkk,1
parabéns todas mulheres menos abortistas aborteiras porque gente,1
parabéns beyoncé fevereiro ganhaste prémio foto absurda 2017,1
parabéns chorão 4 anos longe drogas,1
parabéns guerreira gritar peito meio rua nun país onde mulher livre fácilquero ver lut,1
parabens hugo chavez morte,1
parabéns mulheres verdade mulher inteligente faz dramas verdadeiras histórias mulher burra his,1
parabéns pra sapatão piranha santaa cruz 19 anos né porra teeeeeee amooo venha sábado bebê,1
parabéns pra mulher parabéns pra feia gorda cuida coitada vai arranjar,1
parabéns pra mulher parabéns pra feia gorda cuida coitada vão vai arranjar,1
parabénsque mundo copie permitam insanidade trumpeuapoio,1
parabens sapatão sdds,1
chamar outros fascistavc sabe fascismoseu filho puta,1
falar alemão caralho,1
desconcentrar homem decote necessário ter peitos,1
pessoal conhece futebol europeu citi x mônaco espécie marília x oeste aqui brasil casadachampions,1
simples fato apoiar direita xucra conversar quê cara desses babaca total,1
renovarportugal urge desparasitar classe política dirigente árvores podres dão frutos podres pnr,1
parece papa vai menos tempo portugal porto primeiro lugar,1
parem histerianão ha nada demais dizer homem homem muher mulher pq pessoa sente diferente n,1
passando aqui avisar comunistas vão arder inferno,1
passando aqui pra dizer nao interessa puta santinha gorda magra feia bonita amar pessoa pau cu todos,1
passo passo denunciar facebook pastor malacheia kkkk vai ficar puto liga,1
passo 1 denuncie pagina silas facebook 2 mande msg pro avisandoo 3 use hashtag trolandocomhumornegro,1
passou umas mulheres lado ficaram cochichando sapatão,1
ain pq toy story mostra capitalismo menino escraviza brinquedos pq sera woody negro,1
glorificar sexo família resume sexo tão trivial faça sexo c mulher meio rua então idiota,1
lutam contra instintos ahahahahahaha retardado vaza vai 15 min fama,1
ué vai lá machão leva mulher pra galera ver,1
pau cu voces rostinho maravilhoso corpo lindo ficam dizend so mt feia obg bb so horrivel so gorda,1
pau cu evento baixa preço gasolina fdp,1
peça pra débil mental deixar fã joaquinresponde,1
pec pra invadirmos argentina,1
pedreiro forma direito após pedalar 42 km dia estudar agora esquerdopatas,1
menos descobri nome guria q queria sapatômetro certo sapatão,1
pensava q cena n sentirem minimamente atraídas raparigas entanto quererem entrar mundo fufas n moda,1
17 pequenas atitudes machistas acontecem cama via,1
perfeito absurdo lisboa atractiva animada turistas especuladores inacessível costas voltadas,1
perguntei surda gostava ouvir musica deus burro kkkkkkkkkkkkkk qm nao gosta ouvir musica,1
perguntome fufas comparam cheiro parceira,1
corruptas mentirosas dissimuladas dilma ladra aposentados gleise,1
pessoal passem pra guerreira consegue terminar debate deu block opositor,1
pessoal todo mato animal nenhum semana angola falamos,1
pessoas ruivas onde habitam,1
bardamerda eurovisão,1
pior tudo lula colocou padre acusado pedofilia pastoral menor igual colocar aécio denarc,1
pior ades aids,1
negros vão gostar,1
pleno dia internacional mulher ouvi pai dizendo pro filho mãe burra,1
pode gorda pode feia,1
pode gorda pode feia so pode gorda feia,1
po gata fica cmg sai daqui então queria vc toda zoada gorda feia ia pegar pena,1
político corrupto pare falar merda tá vendo lula dilma fhc aécio perfil,1
ta certo q terrorista posando refugiado,1
ponto alto carnaval agora guerreira fantasiada dollynho exibindo orifício anal vivo re,1
favor nunca branco,1
fome mundo refúgiados alvo polêmica ajuda importan,1
porque apesar bruto igual pés burra pequenininho aprendi mulher bate,1
porque todas fufas qd novas dizem bi,1
posso chamar preto chama branquelo azedo,1
porque normalmente fufas paneleiros — pára criar estereótipos horrível,1
porque pode censurado nãoeu odeio feministas tanto qnt sabem dar abortar direitosiguais,1
globeleza mulata sim preconceito branca sabe sambar,1
porra agora semana vem celular mulher burra carai,1
porra q mulher burra,1
porra lixo idiotas mundo deriva,1
portanto grab by the pussy marine le pen ter mostrado imagens horrores causados islão,1
portugal distinguese “porque vai ter campos refugiados,1
portugal campos refugiados nunca irá ter paisaominuto,1
povo falando tô linda grávida onde gente sinto monstro tanto gorda quanto feia kkkk,1
pq q ha fufas almeirim nunca soube,1
pq n manda refugiados pro inferno vez mandar pra europasão tudo muçulmano,1
pq sapatao paga tanto pau pra kristen stewart sinceramente acho bem gracinha,1
prêmio puskas bola ouro fifa grandes merdas perto disso,1
pra esquerda vagabundo assim pegar 40 mil reais trabalhador ralou pra comprar fazer n,1
pra crimes violentos deveria dar vaga spa,1
pra mim bbb sempre merda,1
pra mim dia mulher dia 8 maio shdjdk ache burra,1
pra acha fdp fdp hahahahaha,1
pra tirar wpp tirar dilma logo porra,1
pra advogado ameaçar juiz morte suave boa nenhum fazer piada contra feminismo crime,1
pra crimes página mostra 7 meses feministas sjw etc fodase eh fazer meme contra feminista ódio violência,1
pra turma usp moraes partidarizado pode ir pro stf fachin ter defendido invasão terra mst crime ok,1
pra gosta futebol fodase mané alma,1
precisamosfalarsobreaborto vc deveria ter sido abortado,1
precisase urgente serial killer cantores sertanejos,1
preescrevem nível jornalismo inacreditável alguém assine lixo,1
prefiro magrela piranha diz gorda feia afrontaaaaaaaaabbê,1
primeiramente bolsonaro segundamente presidente,1
principalmente irmãs adoram falar quanto feia gorda lindas perfeitas,1
protesto “islão aqui não” via,1
querida vc burra falar mulher serve pra fazer faxina casa cuidar filho,1
ps troco crente pago diferença,1
gorda feia xodade,1
pt satanás lembremse sempre,1
pt vermelho pq vermelho representa comunismo representa inferno,1
publicitária pega fumando maconha diz soltando fumaça conclave hahua fumaçabranca habemuspapam,1
puta folgada ainda ta achando q q gosta dar pros cara pagar sapatao,1
puta pariu querem decidir rapaz deve chamar própria namorada vão foder,1
putaque patou caralho buceta cu rola xereca homem nu mulher bitando mao xereca oitra mulher nua put,1
puta saudade postar uns bagulho machista nessa porra agora mulheres aprenderam ler,1
qdo vc vê q mulher q vc gosta bloqueou pq vc comeu outra,1
q julga amiguinha d burra so pq arruma n segue esteriotipo q axa q mulher q preste x mulher q n presta etc etc parem,1
q mulher burra dá série,1
q mulher estúpida,1
dúvida europa reage cada vez azar máfia governantes traidores comunicação,1
problema dizer mulher mulher homem homemporque tanta histeria pessoal agenda gay so pod,1
político covarde bundao vou começar xingar nessas eleições,1
alguém chamar gordo ligue maior tudo,1
feministas vem falar comigo jogo ração,1
dilma cai pra poder viajar pra miami nv,1
presidente desse país darei passagens p bichas todas irem pra argentina serem governadas lindosqn maurício macri,1
repõem estátua dsebastião estaçãorossio consequências selvagem autor vandalismo fica t,1
vc descobre mina vc conhece vista sapatão,1
quanto cheias cadeias melhor galera,1
quartadetremurasdv deus tao bom cmg pq hj ta mó gorda feia,1
burra mulher perdeu mamão mto maduro cara,1
dicionário feminismo defende todas pautas esquerda esquerda perder q faz protesto nunca prote,1
saiba condição básica pra comprar casa ter dinheiro pra precisa trabalhar ficar acampado aí n,1
gorda feia falsa vai tomar cu mane,1
gorda feiafalsacomemorando emilly ta paredãoridícula,1
queimar sede direito luta contra mentirosos mamadores dinheiro público,1
justiça injusta brasil mudar infelizmente maioria parlamentares muitos juristas,1
loucura olha rolando internet gravíssimo lembra tal doida acusou dep,1
ainda conhece paris melhor ir logo antes refugiados destruam tudo,1
demente mães jornal pública merda dessas,1
merda hein muçulmanos mandam aí inclusive vetando mulheres sós subúrbio,1
gosta feminismo mulheres odeiam odeiam homens desavisados desconhece desconstrução,1
conheça fufas compre melhor frase disse hoje fds,1
mulher burra cacete vsf alana,1
mundinho pequeno sapatao ne gente descola cada fita namoradinha outro,1
nojo vergonha tanta sabujice sr presidente marcelo pulha traidor ladrão baptizar novo,1
brasil proxima suecia frança alemanhajá bastante problemas aqui precisamos,1
piada país desses qq futuro,1
raiva daquela mulher burra deu pontos igual cara,1
quer chamar atenção marido organiza grupal amigas pra jumenta,1
querem lá ver dorme trump então direitos humanos americanos soberania nacional,1
queremos liberação armas drogas prostituição família,1
querem tirar filosofia pra q gente pensante,1
querendo comer umas seguidoras ae,1
queria lembrar chamar coleguinha puta feia gorda escrota etc tbm machismo,1
queria saber pq todo mundo acha sapatão,1
queria modelo victorias secret infelizmente feia gorda,1
quer mulhermas pro alistamento dia internacional mulher feliz dia mulheres diadamulher,1
rumo tomando juiz pode interromper veto seg interna qlqr mal intencion,1
2017 sonho nacionalismo pesadelo comunicação social desejo mau ano jornalixo youarefakenews,1
quis chamar sapatão logo peguei irmã,1
q viadagem romantismo tava comendo ladinho,1
vai preso fizer piada gorda,1
raiane sapatão fld dá mh bunda kkkkkkkkk,1
legal sei feia gorda,1
menina movimento feminista existiria dia mulher deixa burra,1
vc comido criança romano tbm,1
bicho volto pra apple fodendo,1
rebenta bolha sporting passar fase ter piada fase meter pena,1
reclama racismomas cota hein miga privilégios,1
refresco feminista,1
refugiado morrendo frio grecia bompelo menos pau congelado n conseguem estuprar nenhuma europeia,1
refugiados muçulmanos flagrados atacando polícia nacional francesa manifestantes anarquistas,1
ta feliz né reinaldo voce maior decepção desse país quase nível pt,1
rendimento médio mensal brasileiros homens brancos – r 2509 mulheres brancas – r 1500 r 2000,1
repita comigo espere vá mudar mim espere vá mudar mim espere vá mudar mim espere,1
questão bahia vai bancar levir culpi marcelo oliveira osvaldo querem joel cruz arruzinho sapatão etc,1
resumo feminismo querer aprovação pra mostrar rabo,1
porque arábia saudita acolhe refugiados acolheu nenhum hoje,1
po ai mulher burra msm ta ligado estagio vc n arruma ne termina escola daqui 3 meses,1
ricky martin demorou tanto tempo assim pra assumir pq tava dando bunda reprima caralho literalmente pra vc,1
riquinha feia gorda — yha ando aqui rebolar vida,1
roberta feia falsa rídicula gorda outras coisas q posso dzr aqui risco processovai sair rejeição max bbb17,1
abro tl vejo ensaio fotográfico feminazi gorda feia minhadorimporta,1
cuidado burra proteçao edição mulher programa ta pintando vitima perseguida,1
rosto ódio trump nojo jornalista político oposição espuma raiva diante melhor aconteceu eua,1
rt volta terra,1
rt assim angola europa xd,1
rt sei q mulher qd decidi mim mesma ter filhasim planejada ouvir q mulher burra desestruturada,1
rt amor sexo lacranteeee chora família tradicional enquanto mundo real pai tá vendo praça,1
rt tadinho faltou oportunidade tentou 4 vezes roubar casa gente pais chacina massacre,1
rt mulher burra nojo,1
rt sapatão inferno jakakaka,1
rt rt interpretou bandido defende bandido,1
rt cozido portuguesa farinheira greves função pública sextafeira,1
rt td dia msm post ldrv perguntando cade sapatao,1
rt lavada rachel sheherazade deu falso ativismo feminista merece ouvida todos,1
rt concordo usar familiares atacar adversários políticos porém bandeira educação,1
rt dia acusados pedofilia defender bolsonaro algo errado estará acontecendo bolsonaro,1
rt ruim falar mal papa francisco pra acompanha política mundial vc acaba sendo chamada doida,1
rt ó patrícia lélis sim acusou feliciano estupro diz ter feito aborto filho eduardo acre,1
rt bolsonaro eleito vai engraçado assistir manifestações organizada mbl junto une machistas passa,1
rt acha lindo acha arte vc fascista,1
rt teresa quero ir quintal toda gente excepto ignores teresa sitio fufas toda gente bora1,1
rt feminista feia gorda pagar peitinho passeata peluda odiar homens achar q fará diferença,1
rt feminismo 2017 1 homens ocidentais usem saia batom 2 abram fronteiras muçulmanos ligue pontos,1
rt mulheres minoria cursos engenharia denuncia feminazi quer escolher profissão,1
rt problema mundo brancos velhos europeus raiva diz militante ideologia criada branco velho euro,1
rt casa aceita refugiados aka mónica,1
rt povo comendo lixo prosperidade comunista bolivariana luladrão orcrim apodrecer cadeia htt,1
rt refugiado iraquiano estupra menino austríaco 10 anos alega emergência sexual,1
rt quero assim feia gorda casal,1
rt fufas decentes hj dia mulheres,1
rt liga mano claro carimbo passaporte rs veio p brasil refugiada an,1
rt mulher engenheira nuclear consegue boa cozinha puta merdaaaaa masterchefbr,1
rt então vc acha obrigação receber refugiados estado islâmico né então reclama,1
rt tipo doença comum angola catinga pacientes entram médico catinga faço nada filhonão t,1
rt contra homossexualidade penso normal apesar dhaverem crianças criadas gays u,1
rt completando mulher útero gera filho homem,1
rt passando camp rock disney vendo quanto gorda feia dinheiro,1
rt racismo pos anoes pretos fufas gays shemales simao,1
rt idiota protestou qdo país saiu ruas 2 pedindo morte trump aniquilamento,1
rt poliamor desculpa vagabunda pra fazer rodízio piroca,1
rt viva islã religião bate mulheres apedreja decapta manda cobrir pés cabeça q feminista,1
rt queria dedicar tweet sapatonice obrigada vida sapatão bjs,1
rt democratas boicotaram posse abraham lincoln ideia maluca acabar escravidão,1
rt terceiro gabriella fez nada pq gabriella sapatao puxa fole fi rapariga,1
rt filho nunca segurou nunca vai segurar macho ainda mlq vidamulher q engravida sabendo q cara s,1
rt psd candidato cml q anónimo,1
rt chamasse branquinha iam falar bastava namorar branca orgulhar ainda,1
rt certos problemas sapatão precisa preocupar poder tomar açaí paz,1
rt justiça sequestrou cobertura r 15 mi ocupada lula aposto lulistas cogitaram fazer vaquinha pag,1
rt gente comum frequência deixase levar histeria esquerda preciso descrever íntegra quão ridícula m,1
rt direita esquerda crianças gente comum alheia batalha parem achar tudo explicação esquerda,1
rt grupo zumbis tentam escrachar universidade presbiteriana mackenzie,1
rt bancada feminina aproveita dia int mulher criar fundo nome bonitinho financiar aborto legal né,1
rt eis valetudo tacharem nazista blog rodrigo constantino desvenda farsa https,1
rt padre petista acusado pedofilia júlio lancelotti ataca gratuitamente moral p https,1
rt nada galinha angola,1
rt mulher eh mega inteligente doutorado ate casa caraí cozinha bem porra masterchefbr,1
rt apenas dois tipos d pessoas concordam bolsonaro q entendem discurso q compactuam c coisas errad,1
rt existem mulheres ladras canalhas safadas dissimuladas sinto voce sabia disso feliz dia mulh,1
rt vcs podem ter grupos amigos bons nenhum sapatao,1
rt vai fude cara quer retratar jesus retrata cara branco cabelo sedoso olho azul etc cara nasceu oriente médio,1
rt sermulheré ter cromossomos xx ter rola meio pernas,1
rt fufas merda atiramse tudo mexe,1
rt algo sonso canalha ar psdbistas resolvem criticar bolsonaro posicionamento q psdb iss,1
rt tentam tudo homofóbico racista misógino xenófobo colou agora nova videogamefóbico,1
rt conheça fufas compre melhor frase disse hoje fds,1
rt regicídio parricidio genocídio etnocidio aparentemente difícil aprender português lambendo b,1
rt mosca aqui tirei tela pra sair saía vc burra filha aí mulher passou,1
rt pena capital pena morte políticos corruptos sistema bruto,1
rt união europeia quer multar países abrigarem refugiados entendem agora porque tudo vai ruireuropaxit,1
rt mulher burra machucou braço,1
rt realmente defende mulheres simples assim alguns momentos ataca ferozmente mulheres seguindo cart,1
rt dossiê sapatão revolução existências resistências lesbianidades encruzilhadas subalternas 2603,1
rt fufas trocam alma pão fofo,1
rt bonita estupra porque merece ficam tristes imaginando varão nú,1
rt faz tanto sentido dizer q angola colônia,1
rt to dúvida mina sapatao fala gosta anavitoria,1
rt família tradicional assistindo praça bostas,1
rt soltar assassino bruno tá boas né stf,1
rt dilma mente tantoque aprendendo identificar mentebasta mover lábios,1
rt pro socialismo dia enganando trouxas caem discurso noite camar,1
rt to dando vários berros,1
rt pessoas hoje dia falam td hora pra vc amar vc aceitar vc branco hétero vc deve fazer,1
rt meudeus fardo deve ter nascido hétero branco aff tragédia grega,1
rt artigo atualizado gays negros judeus mexicanos favor trump,1
rt percebo orgulho destas fufas,1
rt fátima bernardes pára repetir estrago homem branco causou chegar brasil vai estudar vai,1
rt heterofobicos passarão,1
rt hj vou prestar queixa ter sido vitima racismo inverso chamaram branco azedo,1
rt tava hora acabar ciência fronteira bando pobre indo viajar pra europa avião,1
rt morte estupradores menos amigo bancada aí tá tranquilo,1
rt nada contra mulheres ate amigas sao,1
rt sapatão errei traveco mó pirocão,1
rt mundo sapatão viagem todo mundo pega todo mundo credo ycyfugug,1
rt bom dia sapatão,1
rt antigamente várias gostosas carnaval agora parece encontro sobreviventes chernobyl,1
rt geraldo alckmin vs jair bolsonaro esquerda vai ter escolher vai ficar merenda dar cu,1
rt pt recebeu 40 milhões itaipava lula pode alegar pra consumo próprio,1
rt filho gay duplamente presente pra precisar expor pra chamar atenção,1
rt vagabunda demais,1
rt canalhas desocupados exigem inutilidades aliás rio sempre sai frente assunto canalha,1
rt mulher esperta sabe ter homem palma mão mulher burra apenas acha vdd nada,1
rt mulher inteligente outro mambo ya burra pode bue bonita burra ta gato pode morrer,1
rt mulher apanha homem ainda assim continua burra att perguntei nada burra acabou,1
rt crianças gays assistem casais heteros beijar ficam direitoscomo è q supostamente vai acontecer,1
rt mostre patrulheiroa politicamente correto mostro hipócrita,1
rt olá sei chamas angolamas podias,1
rt prova maior feminismo lixo ausencia textao pro islä cobre mulheres cabeça pès,1
rt assim funciona feminismo mulher segue cartilha representa mulheres lixo movimento h,1
rt cara entrevistou ficou igual putinha concordando agora lança legenda canalha arrombado,1
rt playboy safado fortalece rt,1
rt incrível facilidade sapatao pra namorar,1
rt aplaude decisão justiça condenou levy fidelix homofobia entende nada sobre ditadura menos sobr,1
rt bicho senti burra ouvindo mulher falar masterchefbr,1
rt deixei redação enem branco pois pra falar sobre feminismo,1
rt mostrar relacionamento gay problema basta homossexual,1
rt agora refugiados ideologia cultura completamente incompatíveis aí,1
rt islamismo triste realidade imprensa fakenews recusa mostrar,1
rt contra eutanásia porque acho europa deve misturar outros continentes,1
rt prima sapatão prima sapatão,1
rt olha pra cara gorda feia isabelle contar voz irritante,1
rt hj mulher maravilhosa mulher aquiloamanhã pq mulher tudo burra n pode dirigir lugar mulher,1
rt arthur favor sexualização crianças,1
rt feministas tão contra emma watson causa decote aahahah bem feito,1
rt dória diz esquerda aqui admira adorador maconha fhc,1
rt muçulmanos vandalizam lápides judeus cristãos,1
rt arabia saudita irã afeganistão nunca vamos ver feminista falando islã,1
rt existe extrema esquerda pra globo extrema direita,1
rt todo trans estuprador existem sim vamos deixar meninas homens banheiras sozinhas,1
rt obama saia jornal nacional imprensa lado,1
rt preconceito amigas gordas adoro sair chamo atenção rsrsrsrs,1
rt video coisa idiota vi toda vida acredito acham islão feminista lol https,1
rt mulher tão bom próxima vida nascer mulher novo certeza vou sapatão vez pensar duas,1
rt sapatão raitella,1
rt corresp ny sbt disse nome obama falou espionagem cia gov trum,1
rt volta terra,1
rt islão 5 letras bomba 5 letras coincidência,1
rt cientificamente comprovado curte pornozinho,1
rt cara sapatão coração mocinha,1
rt viva família tradicional família artificial,1
rt n falo fufas adeus,1
rt mostrar tetas vai acabar machismo,1
rt vou discutir nizer hater camila voz feia lauren gorda normani feia ally n sabe dançar gosolo https,1
rt tentando intender idiota face q compartilhou ideia dessa trouxa aff q mulher burra vidanem deve sabe,1
rt gente sigam mostra realidade tenebrosa marxismo cultural comunista feminista socialista q pt quer,1
rt fufas usam sempre msm argumento cona,1
rt taeyeon dilma lider nação hate plastica sapatão apaixonada aecio mãe todos fav s,1
rt alô trump ta afim irritar esquerda to tirar foto juntos blz cola aqui casa bran,1
rt feminismo loucura utópica aberração mentes perturbadas tarja preta intravenosa,1
rt lês bruno carvalho namorada nova,1
rt ninguem ama gorda feia simples,1
rt pode feia pode gorda pode feia gorda,1
rt 12 falando empresários grupos milionários beneficiam financiamentos ver deveriam,1
rt sarrada faz vc passar vergonha,1
rt chama inveja deve ninguém quer comer cu sujo fica dando palpite vida,1
rt 93 0911 jhu bom viado lindo 93 0911 dj luizinho bom dia sapatão gostoza,1
rt gnt n sapatao viado q chama assim kkk,1
rt naoaceitamosrefugiados imprensa preocupase tanto refugiados nao lembra cristaos perseguidos mortos,1
rt joão braga esclarece troca envelopes afinal adora pretos paneleiros,1
rt dia hoje onze benfica dortmund única mulher vergonha,1
rt neto pediu pra trans comprei carrinho mão agora transportador brita desliguei,1
rt branco rico problema justiça pode tirar photo sim negro problema justiça vergonha tirar self,1
rt calma cachorro ainda virou ração paz,1
rt defendendo brancas louras condenando negro racismo,1
rt felipe neto x pastor malafaia igual argentina x estado islâmico escolher lado quero ver sangue paz,1
rt goleiro bruno macarrão macarrão macarrão dia vão pro sítio noite alimentam cão,1
rt vagabundo chega agarrando menina sejem cavalheiros ola tudo bem linda labios devem ter gosto mél vamo,1
rt trump cortou grana grupos próaborto ótima medida,1
rt mulheres minorias estivadores apesar políticas inclusão,1
rt surpreendente nessa história filha maria rosário saber deputada virgem,1
rt abram olhos equação ue pcp be escravidãoausteridade quan,1
rt europa doente submissa espectáculos mariquice nojenta claro torna presa fácil islão in,1
rt ameaça ridículo mal habituados podem dizer querem vêem ameaças onde existem,1
rt aqui lágrimas soares elogios fúnebres sempre considerei traidor inimigo sentia intocáv,1
rt começa felizmente desenharse bloco alianças contra podridão globazidoramundialista,1
rt esperança vitória brexit efeito dominó sobre aberrante ue europa nações sim ht,1
rt pesopesado gangue comunicação social apesar censura cobarde ridicularizarem opõe,1
rt deitar lenha fogueira querem 75 milhões muçulmanos livre circulação europa traidores ht,1
rt mentirosos quisemos assistir debate embora graças psp hipócritas cobardes https,1
rt nomes faltam vigaristas corruptos aldrabões assassinos vendidos traidores pedófilos aberrações 25abril,1
rt animais islamitas continuam atacar solo europeu culpa governantes traidores criminosos naciona,1
rt 7 to cagando pras pessoas chamam gorda magra alta baixa feia etc opiniões vale,1
rt propria filha 16 anos expõe internet bebada drogada semi nua acionar pf capa,1
rt aqui vê piadinhas faz gorda feminista preocupam,1
rt facebook usou hijab homenagear mulheres diadamulher hijab maior símbolo opressão islâmica pa,1
rt geração bosta q fica internet tuitando ai trump n representa n deixarei trump gorvernar paz bolsonar,1
rt vc usa roupas complexas vc sapatão falam vc metido algo presta,1
rt nesse dia mulher confirmei acreditava toda generalização burra,1
rt feliz dia meio acelerador,1
rt beijo gay hetero acho devia aparecer desenhos animados,1
rt nao paga pau paga mocreia tirar zica,1
rt eh akele q sabe procriar deixar vestigios,1
rt imenso fantasias todo resto porque introduzir diversidade antes sermos adultos trancafiados,1
rt sapatão tão nervosaz,1
rt todo esquerdista mente reducionista sempre dificuldade analisar fatos reais,1
rt jornal feito folha bananeira,1
rt corrupta dilma recebeu 150 milhões propina disse q delação odebrecht insulto honestidade qua,1
rt filha puta donald trump diminui quantidade refugiados podem entrar país pq nao familia,1
rt liguei pra mae tá caos lá pai deu facada irmao irma fugiu tudo pq amor sexo ta abalando famil,1
rt foto perfil pisao familia tradicional morta esmagamento,1
rt responde esquerdista merda,1
rt saibam separar coisas amanhã dia mulheres dia veste mulher 1º abril kkkkk,1
rt matado mulher esquartejado dado pros cachorro tava solto piada feminismo b,1
rt diria q todo esquerdista orgulhoso fugiu aulas história pulou aulas filosofia nao sabe,1
rt vcs fufas bue abusadas,1
rt azeiteiro quero q fodas volta terra,1
rt menina veste menina naoaideologiadegenero,1
rt venero toda mulher causa nascimento querida gira burra tempo,1
rt pode gorda pode feia pode gorda feia vemegea,1
