text,hatespeech_comb
MinhaDorImporta esses furos orelha coisa sapatão,1
Minha entrevista kiridíssima EllenPage dando falar httpstcokeePhb20CZ,0
Minha filha 14 anos sofrendo bullying Sofre desde 8 anos Pq cabelo preto pq gorda pq feia Pessoas parem,0
Minha filha Ivanka sido mal tratada Nordstrom Ela grande pessoa sempre motivando faz httpstco0mW2oexqs8,0
Minha filha pediu Barbie dei árvore descer porrada repensar personalidade httpstcoGbjO2H3AO9,1
Minha mãe acabou ideia foto pensado enfiou lençol Branco sei onde ficou legalzinha,0
MINHA MÃE DISSE VOCÊ É UM FILHO DA PUTA KKKKKKKKKKKKK COMECEI A RIR NA CARA DELA AI ELA VIROU E DISSE TA RINDO DO QUE ÓRFÃO,1
Minha mae proibiu andar amigos usam drogas agora vou vender pra quem,1
Minha mãe queria q procurasse mulher Facebook descrição Ela baixinha gorda cara bem feia Tô chorando,0
Minha mãe sempre trabalhou casa galera gosta trabalho honesto culpa httpstcoeoAs4Ub2Lo,0
Minha migas curso dizem heterassão casas Sapatao,1
mulher ministrando curso atualização secretárias lar RJ onde viu pendurar pano prato ombro,0
Minha sala sapatao viado,1
sala sapatao,1
MINHA TATARAVÓ ERA NEGRA TENHO SANGUE NEGRO,0
minina vc fizesse alisamento ficaria SHOW DE BOLA,1
Ministro Ensino Superior Angola exonerado fonte revelavél,0
Ministro STF manda soltar exgoleiro Bruno preso seis anos httpstco9bgJrFE90I,0
MINUTO A MINUTO CAMAROTE GLACIAL JOAQUIN TEIXEIRA 1608 GUGA CHACRA CRITICA TRUMP E É VAIADO 1609 VIN DIESEL CONVIDA BARANGA PARA ALMOÇAR,0
MINUTO A MINUTO CAMAROTE GLACIAL JOAQUIN TEIXEIRA 1604 SARGENTO FAHUR REVISTA FÁBIO ASSUNÇÃO 1606 ALEXANDRE BORGES BRIGA COM PAPARAZZI,0
minycalegari mandei mãe lado,0
minycalegari caso posso entregar tb Sem problemas,0
minycalegari tô indo ae,0
minycalegari tá exagerando,0
mismuscaria quis dizer negro construiu faculdade,0
misscaviar folha cade alexandre garcia agora pra dizer kkkk,0
MisterRacha MrTiagoMendes Desta deixo passar Não haverá segunda oportunidade,0
Mitroglu marcou 1 golo foradejogo ontem Amoreira Marcou Mas explico porquê OverdoseDeTourette httpstcoMCxi6sqlaG,0
mizanzika qnd fui ainda tava crise refugiados mt ambulante pessoas q vc via tava tentando sobreviver,0
Moça quero tênis Aquele pra homem Mas vc acha tênis vai reparar,0
MonikaSouzaS Essa guria parece mto MulherDeVerdade,0
moniquecastro69 vc fica gostosa burca hábitonão lembro assim escreve roupa freirakkkkkk,1
Moonlight filme mergulha humanidade jovem negro httpstcoNAAFwiaCz5 via afroguerrilha,0
Morena Angola ficou conhecida voz Clara Nunes Não sei versão bonita Chico 3,0
MorganaKretzman omelete problema não pode pegar qq outra crítica pra colocar ali lugar prosa livre q mesmo,0
morgannavalente então vc chamou assassino Como faz pra provar agora,0
morgannavalente vc prova matei alguém Ta chamando assassino,1
moro prendeu cunha ué lula dilma PT httpstco8Vql60TzM8,0
morrendo memes Nana Gouvêa uhahuahuahuahua httptcoLK9DHmFg,0
MORTE AOS ESTUPRADORES menos amigo bancada aí tá tranquilo,1
Morte hipsters camisetas cores citricas morte meias coloridinhas cuequinhas alegres,1
Movimento childfree pra sobre pauta justa direito reprodutivo Virou antro pessoas mimadas q crianças odeiam,1
Movimentos antiDilma ahahahahahaha É tão somente qualquer pessoa sensata baseada números Aliás httpstcosZe7kLude9,0
MPrescinoti UOLNoticias UOL alow pessoal PSOLvamos parar fumar maconha malucos MarceloFreixo jeanwyllysreal,1
mrsquintas antes toalhas bichos mortos,0
mrsquintas cmrjpita carneiroandre Lazarus605forte Bom dia Sexta Feira Qual livro dia,0
mrsquintas FamelZundapp disse aqui cambada comunas fachos,1
msantoro1978 assim todo refugiado sírio terrorista infiltrado todo venezuelano chavista Assim sob temerismo,1
MsJuh CapitalismoOP Cadeia Onde vc viu isso,0
MsJuh CapitalismoOP ent vc expressasse direito,0
MsJuh CapitalismoOP q Levy quis dizer é homem ejacular cu acontece nadase ejacular canal vaginal capaz d reproduzir,1
MsJuh onde espécie humana reproduz No saco útero,0
Muda pra Gata Musa Figueirense Tudo ver httpstcoQSc8bZTFaG,0
Muitas pessoas sabem 20 cidadãos israelenses palestinos Eles vivem dentro Estado httpstcouxF0u75rJM,0
Muitas saíram ruas pedindo entrada refugiados agora podem andar tranquilas país httpstcoAgltPLzw1p,0
Muito bem Não nada subjugar É coerência firmeza defende Identidade Bravo MLPofficiel httpstcoDyEVZS3Kb6,0
Muito bem Se concordo iniciativas mesmo adversários problema congratularme cmlisboa httpstcoU5SMprcmzl,0
dificil dar parabens pra sapatao aline nao responde,1
Mulher achei babá filhos httpstcoc08kwiH2KJ,0
Mulher coisa perfeita mundo Não importa feia bonita gorda magra Estranha esquisita Mulher httpstcokaPW8VUvcZ,0
Mulherada Outubro rosa Realizamos exame mama gratuitamente basta agendar via DM outubrorosa httpstcof1aaxuAJqQ,0
Mulher nua carnes vivas cujo brilho suave MulherDeVerdade,0
MULHERÃO DA PORRA VÉIO httpstcootxnHF2Jas,0
Mulher armadora barracas,0
Mulher Angelina Jolie traida vc acha q vc não Larga otária,1
Mulher boa assim httpstco593O7QgDM7,0
MULHER BURRA DA PORRA,1
Mulher burra fica pobremas vou dizer inteligente pode enriquecer MINHA BUCETA É O PODERR,1
Mulher burra mano Em vez mandar porra comprovante pra mim manda pro diretório acadêmico caralho UNT,1
Mulher burra nojo,1
Mulher carne churrasco Vc esquenta pau,1
Mulher dica foto pra vc tirar amigas httpstcoPYJJmdX9YX,0
MULHER É frágil otária É sensível idiota É fresca covarde É fraca burra,0
mulher eh coisa maravilhosa demais vei amo sapatao,1
Mulher estádio futebol faz merda Se menos totalmente pelada httpstcodKqMPBfgrJ,1
Mulheres adoram carinho cabelo httpstco1EfJmuhiKf,0
Mulheres Rio vamos aproximar meninas ciência 3 Inscrições online httpstcoTQVI99Qd53httpstcogyahfEwjkR,0
Mulheres confiam mulheres Nem nelas mesmas httpstcoHjYX07Uja3,0
mulheres perdoam Gleisi Hoffman kkk DiaDaMulher FELIZ DIA DAS MULHERES Dia Internacional Mulher httpstcoDs4clESrUj,0
Mulheres dia mulheres SOMOS TODAS BONITAS No resto ano aquela gaja feia gorda vêse httpstcoLsBmMzCowB,1
mulher esperta fica rica mulher burra fica pobre rsrs,1
Mulher esperta sabe ter homem palma mão mulher burra apenas acha vdd nada,1
mulheres favor PAREM raspar cabeça lados fica parecendo vcs câncer metade,1
Mulheres criam filho sozinha Alguma vcs recebeu menos pacote fralda algum movimento feminista,0
Mulheres minorias TI engenharia outros cursos O fazer pra incluílas neles Deixa escolham cursos simples,1
Mulher parque diversões A começar humor montanharussa,1
MULHER GOSTA DE HOMEM PORCO QUE FEDE ARROTA E TEM TERRA DEIBAIXO DAS UNHA JOAQUINRESPONDE httpstcodiQ51clUMa,1
Mulher idiota assimerrado bofe Burra pra Caralho kkkkkkkkkkkkk httpstcorUo11Sgvo8,1
Mulher nova bonita carinhosa Faz homem gemer sentir dor MulherDeVerdade,0
Mulher poderosa perde poder causa atitude burra homem,0
mulher fica grávida fica burraquando começa nível burrice pergunto gestante respsta sim ate ja entendo,1
Mulher gosta cara burra demais,1
Mulher fica ai feminista mt burra msm né pra ir contra algo defende ELA,1
Mulher sofre balada Se gorda feia quiser pegar cara pega fica c fama barangueiro pega fica c fama viado,0
Mundo fufas tá cada vez ficar pequeno,0
Mundo fufas mim,1
mundo perfeito coxinha temer 2018 eleições bolsomito presidente,1
Mundo União Europeia ameaça sanções países recebem refugiados Foto Louisa GouliamakiAFP httpstcomLwFQgoCiD,0
Musica Islão mim httpstcoWda8dlXUbh via YouTube,0
Musical kiporréssa Por homem homem,1
mvrcvsboyy dei pulo Twitter pra entender melhor visão evolução és culpado quando cresc httpstcoBQzkcCPntq,0
mvsmotta vivi impeachment Collor pais levavam protesto hahahahahahah,0
mvsmotta hahahahahahaha duvido vou viver pra,0
NA ÁFRICA GATO PRETO É CONHECIDO APENAS COMO GATO,0
«Na Alemanha multiplicamse enésima potência ataques campos refugiados refugiados atacam alemães»,0
Na América Norte conceito jogar mata escolas ligeiramente diferente pratica aqui E httpstcojJ3a3bXXlO,0
naandoLuiiz configurações desativar conta,0
Na Bulgária mimimi esquerdista Sofreram pele URSS Não querem globalismo comunismo httpstcoIwxdlSI6yv,1
Na carta menina diz pai ruim estupra duas irmãs dela Ela afirma pai deixa as httpstco7zERlgeAVj,0
Nada contra negros EU PREFIRO branquelo palmito cor leite pra bejar boca rsrs,1
nada contra negros filha vai trazer bandido pra casa não,1
nada contra negros nada contra usar desodorante tb ne,1
NADA É POR ACASO httpstcoAaghpSwxl4,0
nada melhor apreciar impeachment aqui ap zona sul nao sei pq empregada tá chorando coitada conhece política,1
Nada move contra homossexual Conheço alguns Sejam livres Mas antinatura promoção aberrante httpstcoMFGezMkmVQ,0
Na hora votar Bolsonaro todos políticos corruptos Na hora votar impeachment não Parabéns httpstcoojg0Ku0gjw,0
hora toquei causa dia mulher cuidado burra,1
Naioli88 conheço sapatão racista,1
Na internet SomosTodasPutas Na vida real Não chame puta Isso machismo Mimimi,1
Na luta contra jogadores Golf todos pulhas vagabundos bundões insistem passar creme porra rosto Creme porra,1
NA MINHA ÉPOCA NÃO TINHA REDE SOCIAL PROBLEMATIZAÇÃO IUTUBERS A GENTE JOGAVA BOLA FAZIA SEXO TRABALHAVA httpstcoGa0f0bIBmv,0
Na época padre pagava pastel caldo cana httpstco8gg32MRm8D,1
Na sala viado sapatão coisa engraçada mundo,1
moral mulher guando burra jeito,1
Namoras cachopa usas dia mulher irem duas jantar fora Tas burra Não mãe Estou pobre,1
Não aceitamos fazdeconta hipocrisia Lutamos contra censura sistema marxismocultural EsquerdaNet httpstcouME1JjUSTI,0
NaoAceitamosRefugiados A Imprensa preocupase tanto refugiados nao lembra cristaos perseguidos mortos Oriente Medio,0
Não achei nome aí 8 httpstcolOgDuyzkBz,0
Não acho burra mulher prefere separar viver mentiras otária gosta corna fazer feliz,1
Não acredite mídia notícias falsas convencional A Casa Branca indo MUITO BEM EU herdei BAGUNÇA es httpstcomRT3dEURv5,0
Não acredito juiz colocaria país tal risco Se algo acontecer culpeo junto sis legal Estã httpstcoctA8G3dZjP,1
Não adianta nada fazer textão dia mulheres liga callcenter chamar atendente burra dizer tinha mulher,1
Não adianta progressismo dar certo AmorESexo httpstcoqMDipXEPtk,0
Não adianta porra nenhuma vc ter ido rua 2016 agora 2018 continuar votando PSDBPTPMDB,0
Não aumentarei carga fiscal assumo demitirei outra alternativa Temos honrar palavr httpstcokHfaQid6oQ,0
Não basta RJ escóriaainda vai causar confusão São Paulo misscaviar FussballSehr ajulysantos httpstcorg9144sSds,0
Não basta escandalos corrupçãomas tudo ruim marxismo trouxe tambem httpstcossIPLIF918,0
brocha calcinha bege,0
Não chega fazer legislação preciso aplicála Angola diz Rosado Carvalho httpstcofMuRJd7uzghttpstcoBXlJ17JjSr,0
não 1 coisa ñ elimina outra RT QuaseGay agdabritto ain menina entrevista d emprego semana vem vou sair prostituição rs,1
Não comece dia mesmos problemas dias anteriores hoje primeiro dia restantes dias v httpstco0xpvp6GNW3,0
não come mel morde marimbondo,0
Não comparecerei Jantar Associação Correspondentes Casa Branca ano Desejo todos melhor httpstcokr0xHCMM2N,0
Não conheço absolutamente ninguém pro JornalOGlobo chamada INVADINDO httpstcoKhoRj4xxNy,0
conheço proposta lei veio bolsonaro apoio,0
Não pra aguentar conviver fã Legião Urbana Na duvida fuja,1
tapa bundinha cotovelada costas,0
Não deixe NOTÍCIAS FALSAS dizerem grande conflito governo Trump Estamos dando bem p httpstcoIBXhrLqcf8,0
nao deu pra carregar passe pq mulher setuf eh burra,1
Não deve faltar Coelho Cristas virem dizer cancelamento Fim Mundo sinal fragilidade Geringonça,0
Não devia boiar condições httpstcolCcOv1zrgC,0
Não toa Twitter começa T treta,0
Não Angola fala criolo Não posso ensinar dançar kizomba Pára dizer ewe xe falar cmg,0
NÃO ENTENDI NADA MINA TÁ DE BOI TRADUZ JoaquinResponde httpstcorWb54EBTaE,0
obvio httpstcoFGz5aBRdLG,0
Não próprio governo sempre falar disto causa ruído httpstcoLR5O6Az65T,0
nao pq mito diz mulher grávida receber menos machista gente httpstcoPQSwnv013j,0
nao racista negro,1
questão razão pra feminista questão feminismo direito mulher nada serve p coo httpstcowTYtMwyoU4,1
Não isso Falta punição pra estuprador assassinos httpstcop8VW4BK7Gi,0
Não porque tá moda bonito mulheres cuidem,1
Não acreditando Cadê senadores httpstcobvdCYz6EYI,0
Não duas sim 10 sugestões dia pai passe branco httpstcoR2LgzTdaw7httpstcoVaqutA4EVD,0
Não existem imigrantes refugiadosexistem vândalos busca alheio,1
existe nenhuma prova contra dilma assim processo impeachment beijão deus ama httpstcoJtJMx9F0eb,0
Não faço ideia Emma Stone disse discurso aceitação Óscar Mas ficava ouvila loop noite toda Oscars,0
NÃO FALO DE COISAS MUITO PESSOAIS USO A REDE SOCIAL PARA DESCONTRAIR JoaquinResponde httpstcocuaI0pe00c,0
Não faz barba todo dia,0
Não faz unhas corta tesoura corta trinco mesmo,1
dessa vez chatiado HabemusPapam httptcoQQHqXriNbv,0
NÃO FOI 7X1 PORQUE O DAVID LUIZ SAIU DO PSG,0
Não gente poderiam ter sido 2 criticas mesmo Não prendem não httpstcovB3Aceu8pY,0
Não gosta bater papo MSN Ele responde porque outros falam Nem tempo pra frescura,0
Não gosta fazer compras Faz porque mulher força,1
gostaria entrar tomar copo ades maçã,0
negar biologiapor esquerda queira decontruir pensamentos filosóficos esdrúxulos httpstco6VszOgWmKb,0
Não haha Feminismo defende TODAS pautas esquerda esquerda perder faz protesto nunca prote httpstcoWjvqaAfL1S,1
nada engraçado gente mentirosa sendo desmascarada fugindo refutar nenhum argumento httpstcoOZ9kfCML1a,0
Não ia caber httpstco98XtbDc8LB,0
Não importa feia bonita gorda magra toda mina deve respeitada,0
lava cueca q acabou comprar antes usar,0
nao ligo temer acabou ministério cultura q nao ministros negros menos sabe conjugar verbo,1
não manda ajustar calça deixa espaço pra Smith Wesson entrar ação,0
Não Nasceu 13121978 Acredite Meu Apelido infância Maria Desastre RT AlineBorel tá pra nascer pessoa desastrada eu,0
Não Dunga homemdeverdade É apenas ignorante verdade,1
ouço falar nada liechtenstein outro país aceitou refugiados manteve id cultural nacional frio monarquia foda,0
Não pode construção Europa outra Angola httpstcorMoZq3920mhttpstcou74WOgvl0h,0
Não pode séria chamada QUER DIZER QUE ÔNIBUS RESOLVE PEGAR FOGO ASSIM DO NADA httpstcor9pG0N75Kl,0
Não posso repórter Angola aguento broas Ia rir cara pessoas httpstcoJrmnrjLuIz,1
Não pq p mim ñ faz sentido ter filhos p ficarem mundo tão injusto violento esquerda crescendo cada httpstcobk9PjsSAUK,0
Não precisamos dia consciência negra branca parda amarela albina Precisamos 365 dias consciência humana,0
NÃO PRECISO FALA NADA PRA PEGA AS DONZELA NO CARNAVAL SÓ MOSTRO MINHA CARTEIRA ASSINADA 48 ANOS DE TRABALHO HONESTO ELAS FICAM ENCHARCADAS,1
Não quer morrer cedo não consuma drogas leve drogas Filipinas Não engano favela dominada tráfico,0
Não quer refugiados Então pare criálos httpstco1WsMwmteIO,1
Não reclame d assédiose vc sai c pervetido sexual q conheceu 2 min exije q respeite vc estando alcoolizada drogada,0
Não sabem fazer conta direito dar cu sabem bem httpstcoexmihM6cmY,1
sabe cor bege,0
Não sabia DonG Pro NG tavam Lisboa O Masta ficou Angola,0
sete manhã ainda tá mãe tentando descobrir desisti sapatao,0
Não esqueçam hashtag RacharLenhaPreta httpstcopQvcgCkrwe,1
esqueçam começar redação ousadia primeiramente s2 temer,1
esqueça vc votou dilma votou temer tb agora n reclama,1
sei cara virou fixo elenco TheNoiteOficial httpstcoLxk7uwfr5C,0
Não iludam dia chegará Portugal Só votando PNR vai evitar invasão RefugiadosPt httpstcoHyjExlPhM3,1
Não sei resto direita quero dia precisar preocupar politica,0
Nao sei porque pessoas assustam descobrem recebo refugiados Casa Acharam ativista Internet,1
Nao sei parte neste momento nao quero ir angola nao entendem,0
Não passa nada Suécia realDonaldTrump httpstcoDB682WoBJKSweden RenovarPortugal PNR,0
Não preocupem livrar limites estatais trará competitividade estará fase 2 3 plano sa httpstcoIG5kPwZqvV,0
Não sinta mulher verdade ofende outras mulheres chamandoas feia estranha magrela gorda etc,1
Não somente hoje todos dias reconhecida amada Feliz dia internacional dá Mulher httpstcoHjhL3kdQtu,0
Não discriminadores contrário queremos igualdade orgulhohetero,0
Não fufas nada ver fofas httpstcovZEWgzbDgU,0
não ateu AGNÓSTICO GRANDE MERDA FIO NÃO ACREDITA EM JESUS DE NAZARÉ PRA MIM NEM GENTE É PAZ,1
Não fã Lady Gaga admitir provavelmente fazer melhor show intervalo história SuperBowl,0
NÃO SOU PRECONCEITUOSO empregada negra,1
não vegetariano VEGANO GRANDE BOSTA FIO NÃO COME CARNE PRA MIM NEM GENTE É PAZ,1
Não têm fazer Que falta seriedade notícias Já agora ridículos puritanos 2 pesos medidas httpstcok2jt4mv048,0
Não Tanto Quanto Você Militante FafaGramacho1 Defensora De Ditaduras Em Angola Cuba Venezuela Defensora Da httpstcooaPM8Qw14h,0
tás ver cena tou minado campos angola ultramar httpstcolQY3rlDLyX,0
nao tava entrando twitter pq perdendo tempo vivendo V1D4L0K4,0
não barriga calo sexual,0
nao anavitoria morena nao sapatao GENTE,1
Não capacidade conter CRIMINOSOS vamos então legalizar drogas pesadas Um absurdo total coisa VAG httpstcoLxYgnJU1SG,1
Não imprensa direita Brasil Só imbecis esquerdistas acreditam imprensa Brasil direita httpstcoxrFf7kWiVv,0
pinto orgulho,1
Não problema nenhum cara usar saia favor fale q coisa d homem hétero brasileironão indígena Quem usa saia viado,1
Não vergonha falar escrever corretamente língua portuguesa Ela pátria Portugal Moçambique Angola Guiné aqui,0
Nao mta paciência httptcowcshisiBQj,0
Não nada contra refugiados acho bem serem acolhidos,0
Não reparado menina gata,0
usa camiseta manga menos vá malhar praticar algum esporte,0
Não usa roupa corderosa roxo,0
NÃO USO ISSO GOSTO DO TÉTE A TÉTE CHEGA ENCOCHANDO E CHAMANDO DE DELÍCIA UM AMANTE A MODA ANTIGA JoaquinResponde httpstcolPfxQzYsMD,1
Não vê merda Crepúsculo Pra cinebiografia Chuck Norris,1
Não vejo hora gorda feia Roberta rala,1
Não vejo nada errado acho existe idade própria pra introduzirem certos conceitos cada família deci httpstcoTc2Ho6xbe8,0
nao vem culpar agora nao nada ver votei aécio,0
Não vi nenhuma feminista esquerda dando parabéns Dia Internacional Mulher FELIZ DIA DAS MULHERES httpstcokuKQudUaw5,0
Não vou arrumar treta Twitter Eu juro,0
Não vou orar ateu httpstcoMerDvnfR9v,0
Não vou pro céu fato,0
NASA TanyaDyagileva DNPSP Tenho pai mãe tão bom dão amor Sérgio Angola veia culpa Toni vamos Zulmira querido,0
Nas opiniões segue tudo normal Fazendo piada estupro coletivo daquela garota lá 33 q mídia parou falar geral esqueceu pior,1
Nas Principais Nações UE Maioria Apoia Veto EstiloTrump Pesquisa 10000 pessoas 10 países httpstcol0hYRE2tsK,0
Nas redes sociais ativistas criaram vaquinha ajudar pagamento dívidas Até publicação httpstcox7laK54K62,1
Na Suécia tudo bem é Sweden PNR Refugees fakenews realDonaldTrump httpstcoY3Sap1TUTW,0
Nathsantos20 coisa feia leitoa tá gorda igual porca,1
nathirsouza pode mandar isso favor,0
nathisouzzaa UÉ digo eu projetinho sapatao,1
natvelasequeres Chiiaritta ideia ter razão Nat podes entrar conversa tiveres ideias aprendemos todos dias,0
natvelasequeres Chiiaritta uns liberais outros conservadores trocamos ideias ditamos cada deve educar,0
Ñ conheço Putin ñ negócios Rússia haters insanos Obama pode negociar Iran 1 t httpstcom41QXLBhNz,0
Negociação salário mínimo Portugal httpstco1LRcGS1AjtRenovarPortugal PNR,0
negociações design Quando envolver F35 FighterJet programa Air Force One preço V httpstcoMOpoCGWiyh,0
negras queimem sutiãs apropriando cultura branca norteamericana,1
negros bem,0
83 negros mortos dia brasil brancos morrem também,1
Nem As própriAs candidatAs votam nelAs mesmAs httpstcoA0MTriB5R1httpstcoqMDbmCLrJH,1
Nem tô reconhecendo Eita mulher burra,1
Nem mais Não gostam comam Façam boa viagem ForçaTrump httpstcoKVuoX5XC9e,0
Nem toda denúncia estupro verdadeiraInfelizmente descobrimos issoapós vida suposto agressor ter sido destruída,0
Nem menos STF httpstcoIzSZVKiqrA via cartacapital,0
Nem outro Refute falei fatos lógica verdades httpstcouF5MFuUazQ,0
ne nao comunista cês tão,0
nenhuma ditadura boa menos militares 64 livraram brasil possível cubanização,0
NENHUM MAS QUE FIQUE CLARO SOBREPESO FAZ MAL A SAÚDE EU TENHO ÁCIDO ÚRICO GOTA DEVIDO A ISSO JoaquinResponde httpstcoMhY3Q3mTpz,0
neoliberalismo Temer vai fazer Brasil crescer assim governos Collor Sarney,0
Nessa quinta vou visitar primeira vez boladeneve Tatuapé Ansioso,0
Nesse dia mulheres bom pararem retratar mulher loucaciumentaburrafrágil,0
Nesse Dia Internacional Mulher experimente dar panos prato alguma feminista vai amar,1
Nesse período ASSASSINADOS 2720 cidadãos brasileiros comuns Vocês vão falar alguma coisa também httpstco1Q9WT5Avvx,0
NetMane diria Trump Califórnia quase México,0
NetMane olhe não Eles sofrem metamorfoses regressam sempre dia seguinte escondidos ovo,0
New post União Europeia ameaça sanções países recebem refugiados httpstco7cmcsXrGCk,0
NEYMAR FEZ O FAMOSO GOL OLHO AZUL EM GORDA BONITO MAS NÃO SERVE PRA NADA,1
Neymar jogou bem Kkkkk,0
Ngm quer ir cmg noite branco,1
ningem não questões d adaptação mete inglês branco neve angola vê qnt tempo apanha escaldão,1
Ninguém chega casa falando “mãe hétero” Então chegar dizer “mãe gay”” BY MariaGadu epronto,1
Ninguém pode matar razão coragem O medo passa aqui jpintocoelho60 httpstcogweifgY6vOPortugal PNR,0
1 No Brasil assassinato porque muita arma porque bandido Desarmamento,1
capitalismo posso pegar pokemon aí httpstcoZ7G92JzToX,0
No centro trânsito lento Rua Pedro Ivo desde Rua João Negrão proximidades Terminal Guadalupe Rua Barão Rio Branco,0
No 10 Junho habitual MarchaDaNacionalidade arranca campanha autárquica PNR Venha connosco httpstcoSCO6edomHX,0
No dia mulher nao vi 1 palavra movimento feminista pra defender mulheres ISLÃ Ja pra defender co httpstcoMabOl65VNC,1
No dia 10 Junho 2016 Todos caminhos vão dar Largo Camões httpstcoPWoSAsbq6k,0
No Dia Internacional Mulher juntese mim honrando papel crítico mulheres aqui América redor m httpstcoEW1r8af8be,0
NodoaNegra basta mostrar externo,0
NodoaNegra Por Portugal seguro,0
No fim texto capa colorida Em branco dava pintar httpstcoVzdlsd5gay,0
No futebol HQEH atacante Acha meiodecampo coisa veado,0
4 noiados vaiam vira notícia httpstcoQqPaTzAz73,1
No Iraque Call of Duty conhecido The Sims,0
nojo desses omi ainda bem sapatão,1
No livro bestseller New York Times “Máfeminista ensaios provocativos ativista desastrosa” httpstcoZJiFNueXf5,0
No mês março regularmente celebrase Dia Internacional Mulher Federação Sul Americana Krav httpstco3oKXs1wSkj,0
Nomes faltam vigaristas corruptos aldrabões assassinos vendidos traidores pedófilos aberrações httpstcor3eeCZ5d8S,1
Nonie Darwish escritora exmuçulmana egípcia Ela esconde verdade sobre islão Ela lançou um httpstcoo2gfTV6jtD,0
nonvieri é trocaram,0
Noruega refugiados aceitam apartamentos populares não exigem casas httpstco5DFEpAP5NG,0
No Sábado dia 24 Setembro 20h00 PNR realiza “Jantar Reentrada Política” Lisboa httpstco0Bop6FBW2p,0
Nos EUApuxou arma pra policia igual TER O DIREITO DE SER BALEADO impressionante video httpstcoDRPHoPwX4V,0
Nós heteros AINDA maioria devemos unir contra ditadura minoria Abaixo heterofobia,1
Nós elegemos MP sermos legislados Absurdo processoO prefeito vereadores de httpstcotWyAGDukec,0
“Nós podemos viver mundo tão conflituoso tão problemático sob ponto vista situação social ao httpstcoeH8nw5UD9x,0
Nos primeiros 30min Red Carpet vemos malta ninguém lembra é Ou diz Portugal vencedores Ídolos Oscars,0
Nossa companheira cynaramenezes prefere Europa Que bom Uma vez lá tomado terroristas Se quiser httpstcoCiBkxHXRpR,0
NossaEsse povo whats come dorme viciadosJesus amado,0
Nossa G1 preconceito Ta dizendo mulheres incapazes fazer curso complexo Pq existe ne httpstcolTGmoNr7zS,0
Nossa feminismo necessário hoje dia httpstcoUVPYCewlCp,0
Nossa gosto cameras rs ryanreminho live on httptwitcamcom11hdu,0
Nossa Segundo Jênio ateísta esquerdista cristãos grandes perseguidores religiosos httpstcoyDy5LBxYHM,0
Nosso livro tá 20 desconto saraiva Não percam httpstcoqHHp7SMH7t via saraiva,0
Nosso livro tá mega desconto amazon Sai R 1794 httpstco4XWtzrIYYx via amazon,0
Nosso maravilhoso novo plano saúde pública revisão negociação O ObamaCare total completo desas httpstcoba3DBrlKqJ,0
Nos ultimos 5 anos fugiram 52 reclusos prisões portuguesas Curiosamente nenhum banqueiro exgovernante,0
10 notícias provam quanto feminismo necessário httpstco3mIKQvLOHL,1
Novela CGD – II httpstcoM5TP8y8kM6CGD PNR Bancos Portugal,0
Novo livro Nick Adams Guerreiro Green Card leitura obrigatória A meritocracia caminho Canadá Au httpstcoW9O0pHwjKP,0
16 novos djs área galere FinalBBB13,0
Novo trailer OVERDOSE DE TOURETTE ON THE ROAD Hoje explicamos Rui Cruz OverdoseDeTourette httpstcoT1qL8JkXv6,0
N racista pq racismo É CRIME crime coisa pretokkkkkk,1
numa conversa normal sobre amiga minha Mae mas dás fufas bis porquê,1
NUNCA PENSEI EM DIZER ISSOMASVAMOS COPIAR OS EUA AGORA PODEMOS Trump Quer Ação Maior httpstcof1lzzFAUkU,0
Nunca vi imprensa nacional tão descarada parcial Virou torcida arquibancada Patético Aliás democrática httpstcotOlvYTnnZR,1
nunca vou conseguir emagrecer vou sempre gorda feia fracassada,1
Nutella pode provocar cancro Espero notícia ajude diminuir taxa obesidade Basta gorditos continuarem mamar Nutella,1
N vou aguentar tanto sapatão sala fica encarando,1
nyahler Eu considero bonito George Cloney,0
nyahler Uma pessoa anorexia considera GORDO MAGRO voce pode considerar quisermas biologicamente so XX XY,1
oferreira Volta terra,1
oanjo14 ValeriyYuri Oh fds ucraniano merda vem aqui volta terra fdp,1
O amigo passa ano inteiro dizendo aquela puta gorda não pego pq feia feminazi E AGORA VEM COM ESSA HIPOCRISIA,1
OAngelo82 odedonafrida Ia puxar emoji cão triste Não preciso,0
O argumento abriram bueiro Mas refuta linha falei A verdade tortura né httpstcoTmpjpEzzld,0
argumento retardada mostrar sabe ler Quero ver refutar falei fatos lógica verdades httpstcoTzZ6WBlhPB,1
O arranque Tour Overdose Tourette OTR assim A caravana segue dia 10 Vila Real dia 11 httpstcovkP9WZ5Sa8,0
O arranque doOVERDOSE DE TOURETTEON THE ROAD prestes acontecer 4 FevFigueira Foz INFO reservasca httpstcoxzAoqIMPdt,0
atentado orlando nao nada ver discursos preconceituosos trump bolsonaro culpa estado islâmico,1
oautor Espero ganhem Tenho muitos amigos Sporting fica difícil falar distância 13 pontos,0
O balanço divulgado Polícia Militar revelou menos mulher agredida cada quatro minutos no httpstcoSuVbgUQPId,0
O Barça viu PSG branco pensou Real aí deu deu né kkkkkk,0
O Barcelona empatou campo Bétis deste golo ter sido validado É óbvio ACulpaÉDoBenfica httpstco0QxbHjBEFn,0
O Barcelona venceu PSG graças feminismo,0
O Batáguas vai ter fazer Joana httpstcoMAmYuhv6Rt,0
