texto,label_odio
USER mano cual es el maldito problema,0
USER USER diga isto para a aids herpes lúpus seu lixo desgraçado gay gayzao bixona,1
"USER Viado oq se percebe querendo ou não nos jogos é que o Gil realmente tem dificuldade nessa saída, agora esse detalhe que ele deu aí só mostrou mais ainda que tem que ser arrumado e que o lado esquerdo é fraco",1
Pior q cara já baleou dois policias hj e fugiu ainda kkkk,0
Melhor familha é meu pUSER,0
USER USER USER mais que tá pouco,0
Limite quando esse povo tiver morrendo vc vai ver o limite,0
que voz de traveco aaaaa,1
RT USER: parece o f(x) em nu abo (pejorativo),0
"Enquanto vejo tantas mulheres se matando e se cuidando, muitas vezes apenas pelos padrões, ou para agradar alguém, muitas vezes pra se sentir amada por um homem, e magra porém infelizes. Aí vem você que se entitulado a gorda, e vejo você feliz, você sendo amada pelo seu marido, e por outros ao seu redor, então penso existe o cimorpo certo?",0
"Pobres imbecis !!....e o USER se sentindo, excretando pelo segundo anus que tem por boca!!....",1
"USER mulher nessa idade, falando besteira, que exemplo vc pode dar para seus filhos ou netos!",1
rt USER música antiga do meus vídeos e camiseta do over the garden wall asdaushdhusadh caralho URL,0
"USER O Luciano vive de vender porcaria xing-ling a preço de ouro. O Shopee é uma pedra no sapato desse ""pobre"" empresário.",1
Não acredito que perdi meu neguinho 😭😭😭😭😭😭,1
rt USER mas antes eu só queria dizer: o entrosamento da tandara com a roberta é foda demais!!! bernadinho foi burro.,1
Existem apenas duas coisas infinitas - o Universo e a estupidez humana. E não tenho tanta certeza quanto ao Universo. USER USER,0
USER se ele quiser te levar p equador n deixa eu odeio aquele país 😭,1
"eu agradeço, um lugar sem crente homofóbico é um lugar de paz🥰",1
Esse cara e uma lenda kkk,0
"""se não é virgem de sexo é virgem de pensamento"" eu gosto dos livros, mas adorei o video.",0
"pois é,decaiu depois de sofrer uma lavagem cerebral das feministas",1
gay baitola nao falou nada,1
A USER ESTAVA USER OU USER USER USER CORRER USER USER CARA NA RUA USER USER USER. USER NAO USER CORRER USER DE HOMEM NA RUA USER USER USER. HISTORIA MAL CONTADA USER !!!,0
pqp eu vou usar muito,1
Quem acha que bolsonario foi um ótimo presidente tem lavagem cerebral O cara virou as costas pra população no auge na pandemia Aglomerou como qualquer outra bolsominion sem noção -Quer que eu faça o que? Não sou coveiro,0
"Veio comentando é foda, falam que é ignorancia isso mas tipo, n ta mandando as crianças serem gays ta literalmente falando que pessoas lgbt tambem mercem respeito",1
"USER USER O homem que se deitar com outro homem como se fosse uma mulher, ambos cometeram uma abominação, deverão morrer, e seu sangue cairá sobre eles.",1
"Ela é gostosa pra caralho, difícil de recusar",1
USER USER defender o nazismo ja e uma vergonha ter um partido nazista serio isso n e liberdade de expressao USER viu q deu ruim e USER ta tentando falar q foi fora de contexto eu vi a live USER,0
USER tem pessoas fazem e falam coisas pior que vc...,0
"USER Regular mídias só acontece em pais onde o povo é ignorante e desinformado . Produzido por governos anteriores, onde a escola foi distruída.",0
"Esse país é uma vergonha. Essa Legislação é uma HUMILHAÇÃO àqueles que não terão o mesmo alívio, como uma “saidinha” do sofrimento que esses USER perpetuaram na vida dos entes, que permanecem aqui, sofrendo até o último dia de vida deles. O Direito é frustrante, na teoria, e desesperador, na prática. A Legislação nesse país é uma cartilha para criminoso. É uma aberração.",0
"USER me mando un link todo raro, no me termine de meter, se mando solo y ya hay como 8 personas preguntándome que qué es eso, que pena marica, cómo se te ocurre",1
Caramba que história louca,1
caralho eu to bêbado com 01 copo de vinho e acho q foi o bastante pra passar vergonha no twitter,0
Que vergonha esse pais só tem gay,1
"Qué cojones 2022, volvieron feminazi a Gloria! 😂 URL",1
queria tá beijando na boca,0
parabéns viado tudo de bom pra meu cria q deus te abençoe sempre sucesso pra vc . ❤❤ USER URL,1
Que preguiça enorme desse cara falando. Essa história parece ensaiada.,0
"tá me irritando muito ver tweets falando do scooby como se o cara fosse um debilóide por ser taxado de maconheiro o cara tá ali na paz mas não significa que não seja inteligente e atento quando tem que ser, eu ein",0
"O mendigo comeu a mulher do cara, ainda veio dar entrevista dizendo q ela é a mulher mais gostosa q ele já viu, e que o marido não merece ela. O corno deve tá puto kkkkk🤣",1
O jeito como ele virou Vap America é totalmente acreditável pq é absolutamente ridículo como todo gringo,1
Mentira q esse é o primeiro show da Juliette! A bicha ta arrasando! HASHTAG,0
Esse cara é USER! Hahhahahaahha,0
q sdd da minha neguinha 😣😣,0
"USER de Oliveira USER não gosta de gay, não se case com um gay. simples. deixe as pessoas fazerem o que quiserem com suas vidas.",1
"Realmente, é uma história nada a ve com o que já foi escrito sobre vampiros, porém TODAS as outras histórias de vampiros, tem romance! FATO! todas! Mais enfim.. cada um com seu gosto. Acho USER hilário, realmente foda! Seus videos são incriveis! Porém, não precisa ofender quem gosta de Crepúsculo né !! HAHAHAHAHA Tudo de bom!",0
Se não tivesse traído Bolsonaro ganharia estourado.se tivesse permanecido como ministro do governo ia ser eleito. Mas sua cede de passar por cima de Bolsonaro e trair Bolsonaro se queimou feio.,0
"TEVE USER USER, FALOU USER USER. USER.",0
USER Safada lazarenta,1
USER USER Calma biba relaxa seu petistas irustido kkkkkkkkkkkkkkkkkkkkkkkkkkk,1
"USER imagina o que esse cara não falou e fez na hora H , ela deve ter ficado encantada com ele... USER ela não pagou um motel pra ficar com ele assim teria evitado essa violência. Não acredito que essa mulher tenha problemas psicológicos. A carência leva as pessoas procurarem carinho ,atenção e sexo tbm",0
USER deveria ter ficado calado.,0
"o mundo mudou, ou você muda com o mundo, ou fica mudo, faz favor.",0
Não esse tipo de viadoh tosco 🤢🤮 URL,1
USER USER Parece marica ...deje de amenazar y si va a hacer ...haga las huevonadas...estos hijueputas uribistas creen que uno les va a comer de calle,1
Às vezes eu fico pensando o que leva uma empresa como bur USER fazer um tipo de propaganda como essa Às crianças quando elas forem de maior deixa por elas mesma descobrir a opção sexual delas não é usa uma propaganda para poder incentivar a criança a sua opção sexual Isso é uma degradação da família brasileira,0
n gosto dessa jojo nao o mulherzinha nojenta por min ela USER tava fora,1
n aceitar é a mesma coisa de ser homofobicokkkkkk,1
"USER USER Tem cara de retardada msm, dificilmente pensa",1
vai ter casal gay sim e se reclamar vai ter dois,0
"Ta falando asneira, quanto marginal pobre mata trabalhador e sai dps de 10 anos só?",1
"Esse país nosso é uma piada. Tanta imoralidade acontece e que passa despercebido e uma opinião que ninguém gosta, mais foi o pensamento dos entrevistados, é brutalmente censurado. Vamos tirar a palavra hipocrisia do dicionário.",1
RT USER: O único da temporada a tem coragem de tirar pessoas do VIP e mandar pro monstro. Sem personalidade? Acho que não. URL,0
"USER USER sim, a mulher quem sai como a doida da história, sempre...",1
desculpa a cara de pau😔😔 da próxima eu respondo p ela ver LKKKKK,0
"A mulher coitada esta carente, mais USER culpada , o vara estava na dele.",1
"kkkkkkkkkkkkkkkkkkkkk,USERooooooossaa vc e mito criativo poha eu ri muito mas acho que devia respeitar mas a escritora do livro, cara eu gosto muito de Crepusculo acho que ela fez um otimo livro, éeh coUSERcordo com vc USER e muito gay mas o flime e muito legal é someUSERte uma ficção USERada de muita coisa mas eUSERfim vc e muito CRIATIVO...mas olha vc USER precisa quase morrer para faser uma POHA de um comeUSERtaria USEReh Caralhooo.",1
"o livro t doeu?pq tu eUSERfio USERo cú!bella é mto iUSERteligeUSERte USERexy.(c tu USER axa iUSERUSERo tu é gay!)amo crepuUSERculo mUSER USER é vicio.tem3perUSERUSERoUSERageUSERUSER:bella, USERexy...USER:é o vampiro de 109 aUSERoUSER,é virgem (iUSERUSERo deixaUSER meUSERiUSERaUSER USER é o lobo q aUSER vezeUSER uUSERa camiUSERa.(deliciaaqlUSERmuUSERculoUSER*.USER USERe apaixoUSERa USER ela USER USERer eUSERcaUSERtadora maiga USER USER coUSERxeguir ler oUSER peUSERUSERameUSERtoUSER dela!vampiroUSER USER USEReUSERtem como humaUSERoUSER,vampiroUSER USERã criaturaUSER mortaUSER,USER vampiroUSER amam USER.USER USER USER S,USER USER USER USER SOU USER A USER EUSERGOLIR!",1
Eu só não gosto como o siqueira Fala Raça desgraçada USER bem devem fala por ae né na rua,1
Depois quando alguém fala alguma coisa ainda diz que é racismo essa mulher é podre,1
"Religioso homofóbico é um bicho estranho né. Fica disseminando homofobia, aí do nada aparecem as notícias na mídia:""Pastor é flagrado dando o cú e chupando pica"" kkkkkkk é sempre o mesmo desfecho com quem é homofóbico assumido. Freud explica",1
"USER eu não concordo com assassinos, psicopatas, políticos ladrões, ou seja, eu não concordo com coisas que interferem na vida das pessoas. É com isso q temos que nos preocupar e ai sim não concordar.",0
USER USER USER ... USER USER é bom que eu deixo de gastar dinheiro em Fast USER USER!,0
"O USER é gay e enrustido, e deve sentir tesão pelo USER que também é enrustido, que faz charme pra ele. Eu acho que a bela ao final do filme fica sozinha, e e o USER e o USER casam. Ai sim felipe, ela vai ser uma virgem frustrada que nem as que garotinhas mongoloides que assistem crepúsculo quando chegarem aos 40.",1
USER mano é inacreditável 🤣🤣🤣🤣,0
"E!! engraçado! Se o pai e a mãe de vcs que defendem isso, fossem do lado colorido da força!? Vcs não estariam aqui defendendo esta causa!? Vcs nem teriam sonhado em nascer!? Então, fica a dica! Cada um com seu cada qual! USER me respeita e eu lhe respeito! Parem de culpar o pai de vcs que tentou lhe ensinar a ser homem e a mãe à filha a ser mulher! Parem de culpar os outros e ver preconceitos onde não existe! Preconceito e quando alguém aponta o dedo em sua cara e fala absurdos! Isso é preconceito!",0
USER USER você sabe julgar. Eu sei de crianças que são abusadas por homossexuais - você se preocupa com elas?,1
Falou tanto dos caras do Xbox USER USER que faziam piadas de humor negro e USER me faz uma dessas também. O peido falando do arroto.,1
USER 😪,0
A bicha é linda até careca 😍 URL,1
"USER altura: 1,69 sexualidade: gayzao estado civil: solteiro idade: 17 gosto de você: simm pegaria: ***",1
"Sem o Monark falando besteiras, o programa vai fazer muito sucesso ainda... USER USER...",0
6 anos de idade já tem discernimento pra falar sobre sexualidade com certeza já tem condições de responder criminalmente!!!!!!,0
"você também está nessa quadrilha, Lula de volta aceita que dói menos",0
Nossa nada me tira que aquele ex da jade o j*** g é uma bixona e ainda se veste igual uma,1
"USER ridícula essa USER slc Isso é abuso . Se fosse um homem gritando com todo mundo , era homofobia . E isso , o que é 🤔",1
USER Gran wikipediada hijos de puta,1
ApeUSERas estou defeUSERdeUSERdo miUSERha opiUSERião e como uma pessoa civilizada USER estou xiUSERgaUSERdo USERiUSERguém USERem faltaUSERdo com o respeito kkkkkkkkkkkkkkkkkkkkkkkkkkk ofeUSERder é falta de argumeUSERtos e beleza USER é tudo mas caráter sim,0
"USER USER ""Ficarão de fora os cães e os feiticeiros, e os que se prostituem, e os homicidas, e os idólatras, e qualquer que ama e comete a mentira."" USER USER - Onde se fala de Homossexuais?",1
"O cara, abusa de uma mulher que estava fora de seu perfeito juízo e tem uma porrada de pessoas escrachando a vítima e achando lindo o que este cara fez. Pior é que maioria destas pessoas condenarem o homem que se aproveita da embriaguez de uma mulher para ter relação com ela e bate palmas para este abusador que também se aproveitou de uma .mulher em confusão mental. Parabéns a hipocrisia!",0
n quero tretar,0
deixei a alexa embaixo do travesseiro quase q a bicha explode,0
"Esse cara é USER viu,tiro o chapéu pra ele.",0
"USER USER, 3 milhões de visualizações.",0
"Primeiramente mandaria se foder pq amigo nenhum diz que outras garotas são melhores. Depois é perguntar se ele realmente tem interesse, e se não tiver parar de agir como se tivesse",1
"Ele sempre fala besteira, mas acho que nao tinha necessidade dele sair, ele vai fazer muita falta. 🥺😢",0
"Que sacanagem é essa, de homem e homem e mulher com mulher, falta de vergonha isso sim !",1
"puuuttzzzzz.... o USER parece com o Eduard...kkkkkkkkkk... USER... to esperando o ""Não faz sentido! Lua USER...kkkkkkkkkk Video USER!!!",0
USER calma piriguete naobfalei p ofender URL,1
USER mano eu fui mordida por um bicho estranho tá coçando mt,0
USER de propaganda..,0
"Se tiverem disposição, assistem a entrevista com o negão da BL com o monark, é apavorante a falta de senso!",1
"USER Qual a treta da Multilaser com Aliexpress e Shopee? Saco a motivação do calhorda para isso, mas não tô sabendo do que ele fez.",0
"O Adriano quebrou o nariz do mlc, bate MUITO! Monstro demais. É cria de bj, filho 🤬👊🏼",0
"USER USER USER USER USER USER USER + simplesmente porque a magreza te agrada como padrão estético, mas uma gorda não. E antes que venha com “ah mas ninguém é obrigado a achar bonito e pipipi...”. Realmente. Ninguém é obrigado. Então se seu propósito foi unicamente vir aqui e falar absurdos sobre o corpo de uma +",0
Quarteto da felicidade dos homens Traveco 5 conto Drogas Camisetas de time Carro,1
O que vocês tem a falar do antissemitismo Marxista? As ditaduras socialistas também perceguiram judeus e ciganos.,0
USER deu o mesmo pra mim joao saia daqui seu rola velha,1
"RT USER: Isso aí Anitta,continua assim Nós te agradecemos Os jovens não são burros,eles sabem diferenciar um cara honesto de um ladrã…",0
Seus USER,0
na minha cidade tem um cara com uma tatoo com a suástica nazista... o pior ainda que ele é negro... não sei se choro de rir ou chamo ele de encefálico.,1
a miley chorando mds minha bixinha,1
"Acho que é um pouco de falta de conhecimento dele sobre os assuntos. USER é um cara até ingênuo... mas é bom. Eu tenho vergonha é desse massacre contra ele, que não permite que ninguém evolua, ou aprenda : mata no primeiro erro.",0
"Né ela fala fala do biel mas ela é a mais debochada pra mim,faz indiretas com a música do cara pq sabe que ele é cancelado aq fora e tenta cria treta",0
"A USER brasileira USER funciona pra pobreza , essa elite podre faz e desfaz e nada acontece",0
As partes da tretas acabaram que pena.. a USER é tudo aquilo que agente queria falar e não pode kkkk,0
"soyboys e feministos são uma bosta.é óbvio que o passado de uma filha da puta é da minha conta. em qualquer relação social e profissional.isso impacta diretamente na minha vida sim, sendo que a depósito de porra pode me arruinar, arruinar minha reputação e principalmente minhas finanças de alguma forma ou de outra.já é difícil confiar em alguém com um passado ""limpo"", então imagina confiar em alguém com um passado podre.o passado sempre volta, meus caros. lembrem-se destas palavras.",1
RT USER: Eu concordo plenamente!!!! Macho escroto 🤮🤮🤮,1
"odeio ficar com homem que tem moto ou carro, se eu troco ideia com a pessoa e vejo q ela tem algum dos dois eu ja pulo fora. homem tem uma mania de falar q mulher é interesseira por tudo, prefiro me poupar e pegar só os que andam a pé cmg kkkkkkkkkkk",0
"USER Os jovens já não votam e muito menos gostam do genocida ele parando o festival eles vão amar o demônio mais ainda ,é faça isso mesmo tia batata nem tá assando seu CORNO",1
Maldito Año Nuevo y lo que me trajo,0
"USER USER USER ensinar que homens com mãos dadas com homens é normal, né? Mas enquanto ensinar a respeitar negros, cristão e deficientes? Não sei se vc sabe, mas provavelmente tem muito mais crianças nas mãos de canalhas do que gays sofrendo homofobia.",1
"USER acha que internet é isso? Falar o que quiser, sem pudor algum, usando a liberdade de expressão como muleta e não quer que aconteça nada? USER é justamente isso. USER fala o que quiser, as pessoas se ofendem e vc sofre as consequências de um senso comum, que nesse caso, é TODOS contra o nazismo e vc cogitando a possibilidade de um partido Nazista USER",0
eu com o pé fodido consegui cair e foder agr o meu joelho tambem 🥰,0
Brasil sendo ridicularizado internacionalmente. Outros países mais desenvolvidos fazem chacota com essas posições fanáticas.,1
Retardada,1
"Marica me voy a poner a llorar, cómo así URL",1
"O USER infelizmente pagou pelo vício,todo mundo que assiste o flow sabe que ele não é uma má pessoa nitidamente estava alterado e falou besteira",0
Quero ver quem tem peito pra falar comigo kkk amo a jojo,0
USER..USER USER e quem quiser comprar uma Duster 2021 com apenas 29mkm em Curita eu estou vendendo. Tá nova. Chama que envio fotos.,0
"Melhor momento da entrevista é no minuto USER 😂 na cara dos esquerdistas do metrópoles ele diz que votou no Bolsonaro e votará novamente, ou seja alguém que está a margem da sociedade tem mais noção da realidade e do que ocorre no Brasil do que os macacos de auditório da velha imprensa kkk",1
HASHTAG só propaga a mentira.,0
"USER USER Moro de aluguel desde que nasci, pago conta igual um filha da puta pra chegar uma arrombada que faz autoexilio falar uma merda dessas, como sempre fala né.",1
"O comunismo foi a maior catástrofe da humanidade, matou 17 vezes mais. Mas o nazismo tbm deve ser repudiado.",0
"Eu não tô nem aí se você não quer que seu filho veja isso, tampa os olhinhos dele, de qualquer forma, algum dia ele vai saber. Só não venha com seu discurso de conservador dizer que gays são abominações, demoniacos, promiscuosos, degenerados e querer privar o direito deles se casarem ou algo como isso, porque isso não é opinião e não cabe a você!",1
"USER USER de onde USER tirou que ser hétero é o certo? não ser hetero não é nem certo nem errado, vai ler uns artigos científicos e para de passar vergonha na internet",0
USER USER e muito USER virei teu fa depois dessaaa foi a mesma coisa que falei pra minha ex namorada USERkkkkkkkkk USER,0
USER burra é vc vagabunda imunda desativa,1
Quem é que vai peitar alguém que tá certo?? Ainda mais tendo 10 vezes mais peito que USER 🙌😂😂 foi top demais kkk,0
Chamei outro garoto de programa na casa do que brochou comigo e tá dele fudr outro viado lá,1
"A opinião deste tal juiz, que praticamente impede que as forças de segurança do nosso país funcionem, é ridícula e _ URL",0
>>62237>chamo outro anão de samefag>vai lá quotaralém de burro é judeu.,1
"O USER USER MUITO MAIS, EXTERMINOU USER, E PODE TER USER USER. USER USER USER AO USER USER USER ""USER USER"", O CERTO SERIA USER TER USER USER USER. MAS É UM USER QUE USER ESSA QUESTAO TEM UMA MORALIDADE USER... O USER DOS POBRES E TRABALHADORES USER USER NADA ? USER USER! USER JAMAIS!!! USER USER USER E USER. O USER VIRTUAL QUE ESTAO FAZENDO COM O USER É USER. ESSE USER É O USER USER.",0
RT USER: “Posso fazer a consagração Tadeu?” Mais falso impossível esse escroto do Arthur HASHTAG HASHTAG,1
"USER USER Baitola com nome de femboy no twitter é o cúmulo, o que krls tu tá fazendo aqui nessa bolha?",1
"Pior do que adolescentezinhas de merda...são pessoas que levam filmes tão a sério! O livro/filme é dela, ela faz o que quiser! E por mais ruim que seja, ta rendendo milhões (:",1
Oh besteira..falta do que fazer..brasileiro faz qualquer coisa famosa.,1
"Minha namorada que adora crepusculo achou o filme ruim, e riu muito da cena que ele diz que vai fazer sexo só quando casar kkkk",0
USER USER USER è USER :),0
"Sou evangélico a anos e vou continuar sendo , sei que Deus criou , homem e mulher e que é errado homem gostar de homem.... Mas só peço a Deus que abençoe , todos vcs que estão com ódio dos gays e passando o ódio aos outros ( obs: não sou gay )",1
"É incrível como essas crianças tem mais respeito que vc, eu repúdio você que é um ser humano sujo e cheio de preconceito, USER abomina atitudes como a sua",0
"USER não entendo , pq USER USER fica com medo dela ? USER tem homem nessa porra não .......",1
Oq tem de homem casado comendo a queles gayzão de academia bombadão não está escrito amor.,1
USER ADORANDO ESTE USER E USER ADORANDO O USER USER SE USER USER,0
"O comunismo e o nazismo são duas faces da mesma moeda. Mas esse cara, e ninguém tem coragem de dizer que o partido comunista brasileiro prega o ódio. Boa sorte Monark,vc logo vai se reerguer.",0
Ela é linda mais esse vestido mata qualquer um,0
USER Torcendo para os atletas oportunistas trans dominarem todos os esportes femininos! Quero ver o bug na cabeça das feminazis e ver se as atletas se rebelam contra esse absurdo!,1
"USER USER tinha q está preso. Maior ladrão de dinheiro público do Brasil. Só está livre, graças aos seus comparsas do USER . País maldito.",1
USER corNAO,1
USER mesmo.,0
Negrinha essa que é escondida durante o resto do ano inteiro na sua função doméstica de mucama O rolê da briga entre Rainha e Princesa da Tuiuti é só que tô pensando na perversidade da mulher branca de querer sumir com a crioula até mesmo dentro da lógica da própria branquitude,1
Bom mostrar para sociedade que você não pode vir a Público fala qualquer besteira e não sofrer pela sua falta de respeito e Maturidade de conhecimento.,0
"USER Comunista traidor lambe-saco de nazista, a tua hora de acertar às contas com a lei vai chegar, e às suas bravatas não vão ajudar em nada. URL",1
Como e que pode tantas pessoas sabendo como ta o pais com essa doenca ainda se reúne uma mutidao dessa! E revoltante porque agente faz nossa parte pra nao ficar pior do que ja ta! E esse povo tudo junto da raiva é pra ver se acaba com o resto do país!,1
USER USER bebeee!,0
"Tem que desenhar pra você entender? E outra, USER acha que é só beleza que a mulher tem que ter pro cara se interessar (Ele mesmo fala sobre isso quando fala dela)? Você não sabe separar as coisas, ele está falando da personagem da Saga e não da USER USER. A atriz faz uma personagem idiota, agora a propria USER, não a conhecemos... E é claro que se atriz quisesse ficar com o cara, ele ficaria. Como muitas, quando não tem agradam, vc USER o cara de gay por não ter nada a dizer.",1
"USER USER ,PAGUEM USER QUE DEVEM !",0
"Mas tem casal hétero sexual que nem a família respeita, e bota os filhos pra adoção pra um casal homossexual adotar",0
"A USER É USER, NÃO USER JEITO. USER OU USER 😂♥️👌🏻",0
USER kkkkkkkk vc é um viadao isso sim,1
Povo frescurento do krl... mulher acordou normal dps vai dar crise dizendo q teve pesadelo,1
"O cara transou com a mulher do outro e ainda cita Deus. Pra mim isso é hipocrisia igual dizer: eu sou o mais humilde da festa. USER que se solidarizou, por favor tenha pena de como a situação de rua destrói alguém, e não do pecador em sí. Não estou dizendo para jogar pedras, estou pedindo que deixe de ser influenciado e reconheça o vitimismo onde há.",1
👏🏼👏🏼👏🏼👏🏼isso bota ordem nesse bagulho👏🏼👏🏼👏🏼 😹😹😹😹,0
"Cala a boca, vamos dominar o mundo e fazer todas as crianças gays. Esse é o nosso plano. Estamos usando agora a cantora Olivia USER para fazer músicas que faças as crianças virarem gays e, se uma criança escutar a música dela 3 vezes ela vira gay, mas não conte pra ninguém o nosso plano de tornar todo mundo do planeta gay, lésbica ou trans, pois vai dificultar o nosso plano de eleger Pabllo USER vice presidenta do Brasil ano que vem. É melhor não contar pra ninguém viu, se vc não quiser virar",1
Se fosse em pais árabe ou mulçumano iriam explodir a sede dessa phora e catar os bandidinhus por trás desde agência até veio do dono,1
"USER USER, cabe aos pais a instrução das crianças de acordo com a Declaração universal dos direitos humanos. QUE USER!!",0
"Se é contra os gays, jogue seu computador fora, pois ele foi criado por um gay. USER imediatamente de todas as redes sociais, pois a maioria são publicamente a favor dos gays, inclusive o Facebook e o USER, são as que mais participam de protestos e campanhas do gênero. Se o seu pastor não te falou sobre isso, pesquise você mesmo, alienado, use o cérebro! Vocês estão no lugar errado, lugar de falar de deus é na igreja e não na USER ;) USER é lugar de gente evoluída, que sabe o significado de amar. Se pra você amar tem padrões, você já ama errado!",1
"Gustavo no mei do pião: Eu fique com alguém cz ? Eu: Oxi sla carai KAKAKAAKKAKAKAKAKKAKAKAKAAK ""será q tava ruim o garoto ?""",0
"USER, país da impunidade.",0
USER falta 6 meszinho so viado q loucura,1
estupro,0
"Errou sim mas reconhecer q errou e o primeiro passo e vc tá fazendo isso. USER, n se entregue ao cancelamento, usa essa fase p crescer como pessoa, e estudar mais a fundo a respeito. Seu choro entalado na garganta me doeu. Fica bem USER.",0
"Par todas as pessoas que querem boicotar o boticário, aproita e sai da internet pq quem inventou é gay",1
"Bom dia com racismo no ônibus, raça maldita 👹😡🤬",1
USER mil desculpas pela sua recente decepção com crepúsculo mas vc é um sósia do eduard USER,0
Só no USER mesmo com esses políticos fdps pra permitir esse tipo de propaganda usando crianças,1
"É muita veadagem enrustida ficar putinho pq tem casal gay se amando no comercial, nosss que deus tenha dó desses ""crentes""",1
"USER USER USER Ó Machado, se unhas pintadas te fazem assim tanta impressão tens de perguntar-te a ti próprio se estás seguro da tua heterosexualidade. Sou homem, aparentemente mais que tu porque estou seguro de que umas unhas pintadas não me fazem menos homem, e não sinto vergonha nenhuma.",1
UM ABRAÇO BEM GAY PARA USER 😚🏳🌈🌈,1
"USER sim eu stalkeei em todos os tweets até essa semana ele se trata como no masculino, nunca fez nenhum tweet falando sobre ser trans e nada sobre o assunto tbm, e tbm li falando q ja é a terceira vez q ele muda o nome e faz tweet mentiroso p levar rt",1
"Essa menina só fala merda .. enganar gente burra é fácil, basta falar bonitinho mas sem conteúdo nenhum. Boa USER... Você não tem o estudo que ela tem mas enxerga melhor a realidade do que essa hipócrita",1
"Quem dentre vós não tiver pecado, atire a primeira pedra! - USER 8,1-11 Por que é que você vê o cisco que está no olho do seu irmão e não repara na trave de madeira que está no seu próprio olho? Como é que você pode dizer ao seu irmão: “Me deixe tirar esse cisco do seu olho”, quando você está com uma trave no seu próprio olho? USER! Tire primeiro a trave que está no seu olho e então poderá ver bem para tirar o cisco que está no olho do seu irmão. USER 7:3-5 Não convém a gente levantar escândalo de começo, só aos poucos é que o escuro é claro USER USER",0
Adorei o video.Tu e USER veio...,0
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk mano esse cara é muito engrasado kkkkkkkkkkkkkkkkkkkkkkkkkk,0
"Meu deus o cara USER ri como se nada tivesse acontecido, como se tivesse matado um cão, essa hora a filha esta no cemitério e eles ai USERrrindo isUSER é a certeza da impunidade desse pais nojente, tenho USER desse brasil USER.",1
USER USER Essa senhora é um oceano de vergonha alheia,1
"USER Lutarei toda a minha vida contra todo tipo de preconceitos seja qual for, menos por esse brancos nojentos essa raça maldita tem q acabar!",1
"Onde está a sensibilidade das pessoas que se deleitam com a desgraça alheia. Neste maldito país agora já se comete atentado político contra um cidadão que aindaé candidato. Não sou partidário dele, portanto, ele é o único candidato que tem projetos no combate à violência. Mesmo ele sendo adversário ferrenho do meu candidato que está preso, estou triste com o ocorrido.",1
O careca ali só se segurando pra não explodir na gargalhada e o outro todo encolhido com nojinho da história do mendigo comedor de gata. kkkk,1
preparem seus moicanos porque SEXXXXTOOOUU!!!,0
"USER USER É USER. SÉRIO, USER QUE SUA USER USERIXOU VOCÊ USER ESSA USER USER USER. USER.",0
"Eu acho é pouco não é ele quer quer aumentar a violência liberando o porte de arma pois ele em que ir pra rua pra ser violêntado pra ele saber o quanto nós sofremos quando vamos as ruas e somos assaltados muitas vezes baleado esfaqueado,noz é que sofremos isso,e não ele",0
USER COISA DE VIADINHO,1
"USER KAKAKAKKAKAA PORRA, ELA Q MORRA MN, EU EINN PALHAÇADA, TU É PERFEITA MN VSF",1
"mamãe cigana, andarilha dos ventos, menina das águas, e dona da rua... minha morada és tua, e peço a ti, que o que me for bom traga a palma de minha mão direita, e o que for ruim leva pro quintos dos infernos... URL",0
USER A vontade que tenho é esfregar a cara desse viadinho saltitante num tolete de merda... Se o povo de Amapá eleger novamente esse traste maldito. Merece viver na miséria...,1
Nunca vi o Monark tão calado kkkkk USER assim.,0
Na verdade ela não deixou ele sem palavras ela foi chata pra KRL não tinha argumentos contra uma realidade que a educação nesse país realmente está uma BOSTA e acha que saiu vitoriosa é tipo aquele porra de muleque que quando eu era criança falava que a bola de capotao era dele e ninguém mais jogava mina escrota dos infernos....,1
Vim para na Penha pqp 🤦🏾‍♂️,0
USER gayzao credo,1
excitou bem o teu cu de filho da puta? então vem dar o teu cu d3 viado loco pra mim seu traste filho da puta,1
"RT USER: Dessa vez quem deixou os cactos impactados foi a Juliette . A bicha super se apropriou da carreira de cantora . Linda, marav…",1
Mulher grossa afff desbocada,1
USER BANDIDO VAGABUNDO DE MERDA. TU VAI É QUEIMAR NO FOGO DO INFERNO,1
Sem querer defender mas chamar o garoto de babaca nesse momento ?????? Na hora de se aproveitar dos sentimentos do menino pra pedir mil e uma coisas tá td bem né kkkkkkkk,0
USER Eu apoio tu ir em mais dois treinos e bater boca com essas arrombada,1
alguem manda o meu utero calar a boca pelo amor de deus,0
A bixa quer afrontar pingando o jogo inteiro no quarteto! Feia,1
"USER USER mas eu não falei dele, falo dos doentes USERue saem de casa p apoiar presidente, tem USER lembrar USER ñ tem USER babar ovo de presidente, ja USER ele é USERue tem USER ser funcionário da nação",1
