text,discurso_de_odio,ataque_individual
"vegano devia ser obrigado a comer carne, sao todos desnutridos e ainda tenho que ficar ouvindo esse bixo me encher de merda no ouvido. isso é uma ceita desgraçada",1,1
"USER é um otario mesmo. brasileiro é tudo pobre e feliz, aceita migalha e ainda agradece",1,1
"vai tomar no cu arrombado. esses crente do caralho fica batendo em mulher e depois vem falar de deus, devia ser esterilizado coletivo",1,1
"não enche o saco baleia, mulher gorda de calcinha é crime visual, meu psiquiatra cobra mais caro depois disso",1,1
"paraguaio vem aqui vender limão caro e ainda rouba nosso ouo, vc é um bosta msm. devia ter fronteira fechada",1,1
"trans é doente mental que usa dinheiro publico pra mutilar o corpo, deveria pagar do proprio bolso, seu otário do caralho",1,1
"negrada fica falando de cultura mas so sabe fazer funk lixo e usar droga, seu neguin sujo , que cultura de merda",1,1
"esses japa fudido nao sabe falar portugues direito, tu devia voltar pro japao fazer sushi some daqui, seu inútil",1,1
feminista de cabelo roxo é tudo gorda fracassada que nao consegue nem marido. não enche o saco puta enrustida, 1,1
"vai se tratar, escroto. agora indio vagabundo vive de bolsa familia e ainda reclama, devia trabalhar igual gente",1,1
"viado assumido em escola é perigo. Vai tomar no cu irmao, agora vao converter as criancas pra bicha",1,1
"vai se foder retardado. nordestino tem mentalidade de escravo, vota no lula e fica pobre eterno",1,1
"gente pobre nao devia ter direito a celular novo, o fudido usa dinheiro do governo pra ostentar",1,1
"mulher de 41 solteira é sinal de louca, pirua sem noção deve ter 51 gato de estimação",1,1
"vc é doente? negro q fala de racismo reverso é burro, nunca foi escravizado de verdade",1,1
"não enche o saco aberração, emo cortador é tudo adolescente mimado que quer atenção, devia se matar logo",1,1
"vai tomar no cu baleia. gordo nao devia poder comer em publico, me da nojo ver eles se empanturrando",1,1
"que cara idiota, brasileiro é tudo corno manso mesmo, aceita imposto e ainda defende politico ladrao",1,1
"vai se foder sua puta. traveco de programa é doente, transmite aids pra caralho e ainda cobra caro",1,1
"esses judeu rico controla midia e banco, sao todos sionistas fdp, voce não é diferente seu imbecil",1,1
"mulher q faz tatuagem na costela é puta, USER vc é patético, sua vagabunda",1,1
"asiatico fudido nao sabe dirigir, devia andar de burro mesmo, xingling imbecil",1,1
"criança autista é falha genetica, devia ser abortada na primeira ultrassom, agora tem mais um retardado pra sujar o mundo",1,1
"viado q adota criança é pedofilo disfarçado, vai estragar a criança boiola do caralho",1,1
"nordestino come pao com ovo e acha q é jantar, pobre de merda, voce é um fudido",1,1
"gente feia devia pagar imposto extra por feiura, essa aberração me traumatiza no metro",1,1
"negro q se acha intelectual é piada, o macaco copia textos e acha q é phd",1,1
"vegano é tudo magrelo doente, parece q ta em campanha de fome, USER vai se tratar, seu louco",1,1
"esses crente da universal da dinheiro pro pastor comprar jatinho, e o imbecil ainda se gaba, fdp sem noção mrm ",1,1
"gordo transpirando no onibus é tortura, cara sem noção, fdp. cheiro de queijo velho",1,1
"mulher trans nunca vai ter utero, sempre vai ser homem deformado que nem voce viadinho do caralho",1,1
"não enche o saco USER. paraguaio fala espanhol torto e ainda vem dar aula de portugues",1,1
"brasileiro é tudo ladrão de merda. tomar no cu esse verme não some da minha vida, nasci no pais errado com esses fdp",1,1
"emo de 31 anos é fracassado crônico, devia arrumar emprego logo seu merda",1,1
"gente pobre fica postando foto de iphone mas mora em favela, iludido imbecil do caralho",1,1
"esses japa sao todos feios com orelha de abano, nao tem um q preste, ai vem um retardado querer "militar" em cima da vdd, cala a boca arrombado",1,1
"mulher q nao quer ser mae é anti-natural, falhando como ser humano, some daqui, sua inútil",1,1
"negro q fala certinho é ridículo, tentando ser branco de alma. neguin USER, tu é sujo por natureza",1,1
"traveco feio kkkkk. travesti é aberração da natureza, nem deus quis fazer direito",1,1
"petista porco. Impressionante, nordestino tem cabeça de barata, vota no lula ate morrer de fome",1,1
"gordo come igual animal, faz barulho e tudo, porco humano, vc é patético",1,1
"USER vai se tratar, seu louco. viado q usa banheiro feminino é estuprador, devia ser preso na hora",1,1
"USER seu animal, esses indio bebe cachaça e bate na mulher, cultura primitiva do caralho",1,1
