text,is_hate_speech
user user compartilhando c jovens cidade tão afetada imbecilidade url,0
user pica,0
user user user,0
fiquei 1 ano tendo insônia causa desse filha puta ainda sequelas 😩,0
user pedi pra sair calcinha apertada 🤣🤣🤣,0
confusão gerada religião sim hipocritas seguidores user user user,0
user normal tirou povo hospitais escolas empregos enchega palmo frente nariz sabe senhor fez enorme buraco situação econômica social cultural povo brasileirocorja aproveitadores ignorância,0
juiz ladrao fdp,0
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk peido capeta kkkkkkkkkkkkkk morri cara user mto bom kk,0
rt user ódio disso pq cara jogou branco escroto trilho affs url,0
vcs jornal user devem ter vergonha cara distorcer notícias mentir povo porque vcs contra brasil diz aí cara,0
ai vão tomar cu sinceramente,1
user sistema merda,0
maneira falou totalmente idiota nazismo sempre abominável nunca devemos esquecer desse fato agora hipocrisia enorme critica nazismo defende comunismo sendo ambos terríveis própria comunismo continuar matando pessoas hoje apesar todos partidos tendem ficar apenas socialismo qualquer forma vivemos mundo hoje tudo relativizado,0
vergonha desse presidente user,0
tanta gente falando merda mesmos criticaram perguntando iam explicar crianças casal homossexual andando mãos dadas rua criticando comercial explicar casal homossexual hipócritas sendo hipócritas,1
user convite lula participar torneio cachaceiros políticos corruptos lula encaixa torneio,0
user lei merda desse pais,0
tá arrependida porra nenhuma perdeu patrocinadores dinheiro ai vem falar tá arrependida 😒🖕,0
user user user dice el imbecil descaradamente cuando la guerra empezo hace 1 mes verguenza ajena,0
user user irsaelitas mataram canaaneus adoradores baal ordem criador user user contra dizer biblia,0
lixo,0
user user stephenusere user user user user user phoda vuseruserado outro tuserrado furão user lerda vuserrgem oq user user user,0
user tomara tome processo viu senhora normal socorrese elaagora logo aproveitando senhora ainda acha direito zombar marido user vai catar atoa mora ruas vai saber pq todo cheio dar lição moral muitas pessoas daria razão abusado mulher nada delaeu conformo coitado esposo fé user tudo vai ficar bem esposoela doente user vai curar caso inacreditável,0
user bicho fico puto demais,0
cara nunca morador rua olha dentes userdo perfeito acho aí alguma maracutaia mundo maior faculdade humano possa fazer aí fica intelecuseral agora coisa insano votar bolsonaro tá loco moço moço agora coisa user vem pra campinas porque aqui ruim pra viver viu kkkkkk,0
user covarde nojenta user👊👊👊👊👊👊👊👊💪,0
user aparecido completo idiota,0
sei chato homofóbicos crentelhos radicais decretando falência empresa loucas plantão comemorando fim guerra mundial,1
ai filha vai tomar cu,0
user take colin tipo fodase acrescenta nadaaaa,0
user lixo vermes têm todo direito nesse user lixo,0
user acéfalo assassino,0
rt user user si ese viejo asqueroso quiere soltar el poder después 20 años anda loquito y sus borregos usted…,0
lixo moro,0
user sfd gosto desse ladrão fdp url,0
user user lixo tv lixo mostram dois monstros encontrando dois artistas apaixonados,0
rt user user user user user user user fez cara mau apolo passou pau,0
user vampiro vampiro user boca porra user,0
raciocínioentão quer dizer partido user permitido fato persegui minorias wtf pois outra ideologia tão repugnante quantoaté maior verdadepreza destruição maioria,0
toma folgados,1
5 min dj fodeu 5 anos proerd,0
dedo quente naquela bunda gelada kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk vc user user,0
karaiiiiiiiiiiiiiiiiiiiiiiiiii kara retardado rachei rir,0
user tudo sobre 1 milhão amigo fizer merda faria grande vai toma cu domingo espero vc fique porra paredão desgraça,0
cara lenda kkk,0
adolecencia ta merda hsuahsuahsuahsa tamo tudo fudido pois filhos vao igual shaushau,0
nazismo merda parece judeus copiando nazismo vezes fazendo fizeram povo palestina infelizmente user tá mt deturpado sei realmente seguem torá acho tornou israel user perto deus gostaria tornasse virou proxy estadunidense base militar oriente médio segue sendo cu calça estados user país cria guerras juntamente otan user falou merda pq burro leigo acho punição dada,0
user user deus abestalhado juízo cai novo neste golpe queremos brasil ladrões invasões neste sentido representam,0
user usou filha mostrar iria fazer fez nada bosta água tão insignificante pra aparecer pra falar merda apareceu globosta faz matéria,0
user user user “aiinnn ódio bem contra pessoas vc” esquerdaloide es patético narrativa… cara n engana és típico esquerdaloide acefalo q anda cercado gente c baixíssimo nível testosterona altíssimo nível mau caratismo,0
user tá achando dona casa manda casa nojenta gostava agora odeio,0
user ta rico ta aí cara pode viver vida toda agora trabalhar espero realmente crie próprio podcast user user user cara criava debates tempero parada user criar podcast novo apoio pra caralho financeiramente,0
cnb perdeu esssa partida man cblol pqp,0
user ninguém aqui vai admirar papa lixo adoramos deus abominamos comunistas senhor papa,1
mãe padrasto pequeno henry daqui pouco tempo infelizmente 😔,0
ponte cara pau chegar tora url,0
esquerdistas sao doença,1
q expor menos pq muita gente suja nesse pais,0
mudem nome filmes saga crepusculo saga virgindade encham saco fãs crepusculo vontade,0
rt user vai fuder jakelyne mulher bonita caraio,0
deus ansiosa pouco pra formatura puta merda,0
nenhum povo deve massacrado exterminado queimado asfixiado perseguido nenhum outro povo user deve retratações hebreus todo mundo estado user governo habitantes estado user alemães extirparam horror nazista hitleriano cultura trabalham duro quase século contra idéias ideais propagados user user user todos,0
tá aí resultado mistura política religião psicopata,0
homem q pau cú vou contar hummm 😤😤😤,1
user vagaba cara boquita,0
user z exatamente conhece chamando homofobico chamando homofobico ter ideias distintas infantil triste saber nova geração uns floquinho neve fica magoado tudo vc mudar vai crescer vida vida facil parceiro,0
user user exterminou user pode ter user user user user user user user user user user certo user ter user user user user user questao moralidade user user pobres trabalhadores user user nada user user user jamais user user user user user virtual estao fazendo user user user user user,0
velhos tempos user merda completo,0
fake news toda gente sabe brancos praticam escravatura islão religião paz propaga url,0
so pensar todos melhores presidentes user keened user etc todos user mortos bom pais sendo assim user vitima esfaqueamento logo poderia morrer user user sim user,0
boa colocação professor apenas fica dúvida claro dito monark infelizmente premissa “a destruição próximo “ claro linhas gerais feito forma física mataram sonhos cara profissão etc buscamos sociedade solidária grande oportunidade perdoar monark feita… penso errar humano falou merda cara bem pra mim justa decisão deveria instruir assim vamos crescer sociedade,0
respeitar todo mundo mimimi aí lacradores 🕳️,0
user user bem comum ignorantes direita zombarem discorda procurou quê socialdemocracia,0
tava bêbado falando merda user és fraco user,0
jp devia ter vergonha cara tirar fefrito edgard morning show caiu pra zero audiência causa caio tirar caio fica audiência negativa parece piada dois tão ruins podem negativar,0
péssimo lanche vcs procurem contribuir outra forma modo criança deve ter mundo posso garantir pra vcs última coisa criança quer ficar preocupando gays lésbicas etc,1
rt user cómo les encanta cagarse en las minas q dan todo ellos sirven pa bosta,0
cuuuuuuuuuuuuuuuuukkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0
user user user user falava cara debochava rebater brincadeirinhas aguenta calado vida tudo bem ache hipocrisia deseje chamar mundinho,0
rt user porra neurose eternsmente grato tudo fez mim url,0
rt user juiz ladrao desgraçado,0
ta assistindo 2017 foda,0
entendi user jeito burro quis expressar liberdade todo custo odiosa ideologia acontece eua lamento ocorrido concordo user lamento,0
mexeu narigudo fu user,0
user mal educada soberba tá achando gosto pessoas prepotentes classe nenhuma sai vai sair logo logo,0
user user user user contrário suposição visão vai além twitter tb noção bem precisa quão estúpido comentário quão importante pra qualquer humano dar direito viver experiências sirvam simplesmente pra viver,0
user user pra gosta porcarias bolsonaro bomprato,0
user tão drogado consegue escrever frase incluir “baseado”,0
user user triste flow monark triste assim manoa galera cai matando user user user user camargorafinha user user assim gosto user user comece fuserar menos conselho amigo pois user user fusero user user anuncia novo canal flow pronto,0
kkkkkkkkkkkkkk felipeneto ver vídeo mata,0
bando marginais lixos,1
comia fodace url,0
rt user estos psicópatas sólo están interesados en la agenda 2030 y en las mierdas rebuzna la ministra igualdad han decidi…,0
menina babaca faço questão manter contato,0
sempre achei programa bosta bosta além falado sobre nazistas desculpa covarde deu covarde chora garotinho,0
palavras sobre juíza fascista,0
fodase monark,0
user vai fuder sempre sincero,0
nascido itabira cidade onde user nasceu ainda opera barragens volta toda cidade praticamente pois cidade crescendo redor empresa posso dizer user antes privatização podia dar lucro digamos ínfimo perto user privatizada via descaso falta contato contribuição comunidade vemos hoje dia user mãe empresa hoje preocupa lucro fodase povo população sai barato matar outros mandar freiar produção porque tecnologia aprimorar contenções existe velocidade exploração aí acidente crime assim ocorrido mariana vai acabar emindenizacoes medíocres panos quentes porque dinheiro brasil lei lado pobre brasil fode,1
merda heim melhor exemplo pense antes falar,0
sabemos apoia sabe falou pior forma infelizmente maioria quer surfar desgraça cérebro embriagado excesso álcool cérebro leva efeitos psíquicos redução concentração atenção memória recente capacidade julgamento,0
cara inteligente sim malandro tá enganando geral extremamente manipulador analisar fala sentido coloca palavra difíceis apenas pra dar ar tanto tá aproveitando situação,0
user tava falando pro mlk conheço ef bem interessante todos alunos banhados essência bct mamaco congo postos quadra gorila estuprado mamaco ganhava nota 🤡,0
pra mim pior presidente user existiu totalmente noção vergonha,0
user acho brasileiro grandes empresa tudo user elogia compartilha vc fala algo legal bacana tudo gira torno dinheiro garanto grandes empresa grandes políticos mão banhando dinheiro tudo apoiado ideia ea ate vestir hitle afirmando nazista legal apenas dando ponto visão,0
user rficou indgnada ouvir realidadepor ta todo mundo fudido brasil,1
pode ter puta pariu viu rua hj aham 😴,0
100 milhões mortos somente xhina 20 milhões ruccia dezenas milhares pessoas mundo continua matando hoje c0munismo user user,0
56946tomei comprimido meio tadalafila ainda brochei merda menos segui dicas fio mencionou fiquei chupando masturbando apesar contorcer fiquei pau duro consegui ficar dormir peguei celular consumi pornografia leve contos eróticos odeio espero ter outra chance começando pensar assexuado pois condições sequencia broxadas tendo,0
odeio crepusculo amei vidio kkkkkkkkkkkkkkkkkkkkkkkkkkkkk hahahahaha,0
user bem disse louco users user user louco vc branco ignorante nasceu berço ouro nunca passou problemas reais user bem disse flow minoria desculpas argumento mimimi extremismo user disse coisas horríveis pq user quis dizer ngm distorcendo nada pq precisa distorcido tudo bem nítido,0
arrogante juíza afinal aonde anda criatura arrogante,0
user aí revoltado desmoralizado decidirá sobre justiça imparcial justa bem diferente vc ignorante calhorda ladrão vc cancelado presidência sabe disso deixando tempo passar maldito,0
user vc calhorda safado sempre,0
user burrão botou 2 c msm idade podia ter acertado antes,0
user user rock acabou anos 90’ hoje so merda,0
cacete pqp inferno todo dia flamenguista vai preocupar campeonato mineira vai fuder porra url,1
quero leia comentário aqui vá tomar olho cú pessoas ficam falando legal tá certo crepúsculo caralho gostam disso assim hipocrisia seguir tá moda momento ouvir funk dançar rebolation ver crepúsculo monte merda vai ver cara fala verdade revoltar contra crepúsculo ainda gosto lua nova apesar tudo disse verdade pois sei q gosto,1
user y petro unió ratas usted y roy barrera oportunistas capaces vender hasta la madre poder,0
user sim deixo outra pergunta acho betinha babaca,0
user grito user lixo vale merda rede user,0
user pobre ignorante defendiendo sus hediondos coiderarios,0
user user kkkkkkkkkkkkkkkkk cornao ein,0
user matou tanto nazismotodo mundo sabe porra porrada partido comunista,0
user cu tô feliz 😍,0
user primero pase esa traga tan hpta la china esa la le dedica tweets sea homosexual pero marica,0
vc concordando comunismo muda fato ter falado merda então melhor aceitar pq errado,0
miley chorando mds bixinha,0
user user user user user nojo,0
chocada pois conheci mulher médico marinha vivia viajando transava qualquer encanador jardineiro tipo deu sopa ninfomaníacas,1
user user user culpa povo ja user saco cheio tanta sacanagem povo chegaaaaaaaaa user 🇧🇷💛💚🇧🇷💛💚,0
rt user campeonato estupidez humana continua url,0
cosias aleatórias q passo noite vendo door tree basicamente árvore formato porta 200 anos filho puta cortou ato vandalismo 2019 suporto humano,0
user es porque sea cultura pedazo mierda es porque es una palabra sumamente racista así maricón es una palabra sumamente homofóbica whats not clicking,0
concordo100 hahahaha user mulher fica inventando vampiro apaixonado brilha sol viadagem demais agora adolescentes virgens bobinhas ficam achando gostam vampiros vampiro historia quase irrelevante dispensável,1
todos ai presentes q queimar inferno,0
user user brasileiro escroto demais,1
olhando roupas q escolhi 2 meses atrás p vender pensando puta q pariu so mt procrastinadora,0
prova resistência pena bando mongolóide hashtag,1
odeio qnd tiram mentiroso pcr karalho,0
user falta vontade ver dados gabriela user tão zoada levou destruição espero saia disso alguma forma melhor hoje pois ainda vejo arrogância ignorância acha defender liberdade forma irrestrita errado entendeu poder ideia espero entenda todo mundo merece direito debater,0
user conseguiu incrível feito demitido própria empresa kkkk maldade oq user falou pq disse moleque idiota assim toda ação reação reação veio pra user flow 👊🏽,0
governo dando deslike vida preocupado forma outros amam pau cu desses crentes parem dar 4 pro pastor bora dar deslike dilma user enquanto inflação,1
user droga putaria,0
user user user gabriel erra fudido,0
user fez homem mulhere user user pra cada user useridar,0
user cu demais,0
user user user user user user olha fotinha retardado kkkkkkk url,0
odeio filme crepúsculouser filme toscouser brilha igual gay purpurinaos lobsomens filme parecem ursinhos pelúciauser parece gay porque despreza user bela retardadagosto filmes terror verdade porranosferatoa missa meia noite etcuser user fica lindo cabelo pretoassistam assistam vídeo cantando rehab amy user força pro canal youtube galera,0
user amiga q absurdo pqp,0
user ódio ódiooooooooo pensando q vi pinto feio lembrei vc amiga kkkkkkkkkkkkkkkk,0
nessa semana deputada estadual user ameaçada morte redes sociais vai ver espera vamos matar fim igual marielle pra ficar exemplo dizia mensagens👇,0
adorei videos sao fodas,0
user apoio porra toda nn curto ficar falando shipp grupo caceteeeee,0
user sendo atuado taylor ¬ user fica graça falando user user nao useru fan crepusculo user user vejo causa taylor 0 pra mim bellanem sei escreve assim eroina muuuuuito ruim ¬¬ cheiro gosto delasim maluca ¬¬ nao tivese nenhum atrativo ninguem escola ficaria afim user,0
anitta céu ganhou muitos presentes aniversário ano puta pariu benção caia sobre mim amém,0
tanta revolta motivo comentários vídeo crianças demonstrando respeito aceitação pais ventura fazem parte comunidade lgbt motivo revolta respeito fala sério incomodar homofobia nada demais menos transformando qualquer criança gay coisa tipo menos concorde respeito transforma pessoas gay kkk,0
ei pessoal user pode ter todos defeitos falado todas cagadas delesmas aí escondeu veio publico falar errou cometeu puta erro forma real transparente falou quanto sente mal falou disse user nunca errou atire ai porra primeira pedra então falo defesa monark sim atitude colocar cara tapa ciente errosvcs precisam entender saber todo mundo chashtag pra user lá fundo tudo sinto arrependimento nivel extra hard porém user tá parabéns ter culião apresentar falar errou tudo perdido cara vc amadureça suficiente alguém melhor,0
bizarro acharem graça nisso microfone fucking rede tv cortar debilóide falando coisas url,0
sofre demais basta mãe daí vem irmãs psicopatas 🤢🤢🤢,0
user user momento triste moral user user,0
claro povo armado hora deu facada virado peneira,0
user merda user user user merda user user user crianças user user user user user user user user user user,0
rt user tesão passivo tá pau bem duro assim 🔥🔥🔥 url,0
chovendo pra porra lanche tá vindo agora vou pegar mano,0
excelente flow oportunidade lidar tal realidade contemporânea perigosa qualquer pessoa despreparada pode emitir publicamente opinião ter fundamentos profundidade reflexiva grande número pessoas “não tem” veem representados barbáries monark aumentando massa idiantes idiotas arrogantes parabéns responderem reflexão esclarecimento,0
pqp miley fode maravilhosaaaaaaaa ❤️❤️❤️,0
tô conseguindo assistir nenhuma série pqp,0
rt user user velho senil lá disse monte blá blá blá mandou deixando todos patetas pendurad…,0
aaah veia lazarenta vai cuidar vida inventar coisas existe sebosa url,0
coisas lindas vejo brasil país contra nazismo algum partido relacionado inaceitável pena user falou besteira infelizmente pune tanta vemencia partido comunista nazismo matou milhões ruim toda situação,0
mão boba jojo tudo normal né hipocrisia foda,0
puta trouxa,0
user user mlk vai militar casa caralho puta merda vtc,0
leva nojojo pra casa irias ver paz indo pro saco,0
negrinha escondida durante resto ano inteiro função doméstica mucama rolê briga rainha princesa tuiuti tô pensando perversidade mulher branca querer sumir crioula dentro lógica própria branquitude,0
rt user imbecilidade humana limites diploma universitário bióloga natasha borges finge autista p…,0
cara mandou mal nessa fala mandou idiota consegue entender cara apoia mal intencionado bando hipócritas vidas fizeram beeem pior inclusive palavras ficam somente esperando alguém dar pequeno vacilo pra tacar pedra conforta saber apesar dessas acusações hipócritas cara vai sair grana boa etc afinal cofundador programa tomara abra novo projeto sucesso tomando pouco cuidado hora falar rsrs,1
oque monark fez absurdo user imaginava pessoa mundo drogas cara simplesmente fez podcast chapado louco,0
rt user concordo plenamente macho escroto 🤮🤮🤮,0
user user user ¬¬,0
user user user vida babar ovo bia bia feia gorda,0
vou dar like pq falou gordinha sim gorda,0
user carapra vc criticar coisafalar sobre assuntovc deve conhecer falando caso crepúsculose vc sabe vai criticaracaba falando merdacomo acabou acontecer comentário,0
ay estúpida borré el tweet las selcas voy suicidar,0
pessoas vem seuu user falaar maal pra veim so vinheram pra criticar user naum gostassem realmente canais oque estariam vendo aqui bando otário ¬¬,1
fez idiota coloca 3 meses aí conta,0
cara pod nen pegado seila user tipo crepusculo horrivel user user user gay justin,0
user ridícula fez cabeça jojo caiu patinho user saindo treta colocando jojo kkkkkkkk,0
casal haitianos brigando gritando mo alto aqui uem mina deu dedo cara queria saber falar crioulo pra saber bafão,0
agora coisa vai pegar força caminhoneiros vamos derrubar genocida segue fio hashtag bando canalhas bolsobostas ladrões covardes chifrudos merda hashtag hashtag cadeia hashtag url,0
manooo toda linda perfeita fodido vida viu mim,0
user sóo sabee criticaar carambaa user enveez disso porquee vc user falaa gosta user user agente n desista sonhos user atée concordoo algumaas coisaas nesse user user,0
user user tas bien estupiridijillo extrema izquierda🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 quieres seguir mamando del erario,0
caralho enjoo fudido nadaa,0
user cara gustavo surreal buceta laís deve boa pqp cara ficou enfeitiçado,0
user nojento pede pra colocarem lugar consegue colocar lugar marido fala pro marido expor mulher expôs tudo,0
user user user user tá cego,0
vídeo vergonha nacional,0
engrassado cara toda vez to triste vou ver vídeos favor pare postar pessoas critica doidas cara,0
user user mentiroso andrés manuel lópez obrador eres un mentiroso cínico y peor corrupto,0
volta fazer conteúdo aqui mano user,0
user rodouser pruser deixuserr cuseruseruseruseruserusero tusermbem nuser entrevistuser lá ficouser cuserluserdo user tuserbusertuser sendo incineruserduser dois idiotusers user quserietusero tomuserr luserdo sensuserto todo muserndo deixuserndo kusertuserguseriri suserir ensuserbouserdo quserieto disso certuser estuservuser muserrciuser tibuserrci qusere quseruserndo eruser entrevistuserduser nuserm progrusermuser chegouser kusertuserguseriri eluser userbuserndonouser estuserdio deixouser todos fuserluserndo souserinhos fuserscistuser conversuser,0
ah então ferra vc vendo tweets vai mudar bosta nenhuma vida tbm,0
cara lindo assim aff vai foder dean winchester url,0
user user crescerem preconceito kkkkk criança sabe user tá dizendo amigo feição nota inocência totalmente manipuladas ali pra dizer coisas sabem user user user user user user user kakakakakaka favor né confunda criança sendo ensinada criança sendo manipulada diferentes amiguinho user user user user user user kakakakakakakaka,0
rt user mano mulher tá master chef sinto mt burra hashtag,0
fofinha odioooo url,0
ai user nao admita ninguém user user interfira ações abuso poder contra lei eou contra constituição pretensões poder absoluto reeleito evidenciados comicios podem tolhidas,0
olha gosto peita rsrs ta ridiculo faz tempo,0
rt user tô ai tá perto longe amigo considero perto poucos resto puta pariu,0
única coisa q odeio q mulher interesseira homem imbecil q cai papo dessas pilantra vsf vc cerebro pra pensar pica cara ta cara imbecil caralho n sei pq importo ainda cara empatia faca dois gumes,0
palhaçada burger user ver hambúrguer lgbte vergonha principalmente crianças fiz vergonha devia metido ruae vergonha,1
coisa jungkooka mt fodido né,0
user sério alguém contra bolsonaro esquerdinha virse versa,0
user invadida vagabundos,0
rt user sobre tal goza boca url,0
rt user user demente pode levar irresponsavelmente aniquilação total bom refletir sobre,0
user user user tóxica la hembra jajajajajaja,0
to minuto 0135 entendo porra nenhuma user ta falando,0
vsf q cara fdp,0
gente mal gente ruim total absurdo user maior protegerá,0
jogo caralho,0
user x userusero 🤷🏻‍♂️ vai entender…,0
user user user sabe vai presa desespero todos user filhos criminosos cercados desgoverno acabou rápido imaginava user,0
user user vem mamando fake,0
ladrão 9 dedos quer voltar sena crime dois bandidos tentando confundir enganar povo brasileiro ladrões url,0
quiserem apoiar homossexualidade crentes vao ter abandonar toda tecnologia oque desenvolvedor software homossexual duvido algum sistema 1 envolvido crentes vão ter plantar batata pra alimentar pois toda empresa grande alimentos vai duvida ter muitos homossexuais trabalhando nela vao poder comer restaurante porque vai garçom gay devem ter funcionários gays sabesp eletropaulo crentes vão mudar todos pra perto algum rio abandonar energia eletrica agua encanada viver plantação batata fornecedor adubo gay fornecedor semente gay ai crentes aprendem fazer fotossíntese vão todos pro céu dexam pecadores aqui terra paz,1
gabi tão retardada amo kkkkkkkkk,0
user user user weón mentiroso,0
achando inteligentemas falou bolsonarista ví engodo😲apesar inteligente maluco😟,0
bonita rosto todos falam linda jeito alto estima linda ninguém quer ficar né engorda uns quilinhos fica desesperadas emagrecer gorda gorda 80 kg tentando emagrecer pois complicações saúde user,0
nego borel,0
português estuprado morto cera nada queimadura dirce,0
user abuso infantil pois criança user sabe diferenciar user user então user gula user tipos posicionamento user user user nunca user loja burger user user,0
sai globo lixo manda povo,0
sim porque user atrás d sexo né poupe moça quis dar pro mendigo ponto desculpas escrotas,0
user user preconceituosa faltou colocar cadelinha zoófilo árvore pansexual criancinha pedófilo,0
parabéns ceder pressão daqueles porcos escondem através bíblia usam nome santo jesus perseguir tanto ódio próximos parabéns,0
user ridícula user slc abuso homem gritando todo mundo homofobia 🤔,0
pessoa sei sabem novo filme saga crepúscuserlo lançado user euser euser mal posso esperar pra lançar próximo assim agente user user merda user,0
infelizmente muitos vão desmascaradosaté user jogou contra pt viajando maionese user acordou kim babaca,0
rt user único temporada coragem tirar pessoas vip mandar pro monstro personalidade acho url,0
user pior tudo povo ignorante noção vão voltar cara pura palhaçada vai ganhar,1
monark user chapado ai user user cara explica porque defesa liberdade expressão irrestrita bosta cara pensa nele precisa perceber coisas simplesmente pode normalizar user mandando bem,0
parte digo coisa vou abandonar flow erro gravíssimo gesto individual grande maioria profissionais exemplares precisam continuar maravilhoso projeto quanto monark desejo sorte nessa nova jornada cara mal fez merda 💩 certeza arrependido ver consequências erroa vida assim noite pro dia tudo pode mudar tanto pra melhor pra pior,0
falou tudo tratase merda,0
liberdade ignorante user,0
user prego destacou monark existem muitos fracassados inveja sucesso verdade acompanha sabe vc nazista continua criando conteúdo pra pessoas esquece twitter user maluco lá,0
vcs pensam enganam teatrinho feito user fez perdermos copa canalhas,1
user user tava demorando pra aparecer machos escrotos racistas aí tá querendo biscoito coitado tá dó biel leva pra casa,1
rt user tío es siento inútil,0
rt user filho gay duplamente presente pra precisar expor pra chamar atenção,0
sido perfeito porque concentração afasta pensamento deixa nervosa dá pra dobrar seguir vinco pensando morte bezerra minúcia trabalho demanda puta tremendo porque senão vai sair tudo errado risos,0
user user vc escreve demais pra falar msm bobagem tempo todo responde perguntas fiz vou ficar discutindo cm acéfalo tchau brigado,0
cala boca programa,0
user tava vontade meter porrada desde treta arroz 😂😂😂,0
user vamo destruir vagaba,0
user começou confusão chato,0
user vulgo puta véia q n viajar,0
mim desculpa psiquiatras sei estudados tipo pode ressocializado psicopatas tipo pior sabe tá fazendo diferente demente coisa vc cometer pequeno erro nessa caso vale pena colocar saciedade dar chance agora crimes bárbaros,0
respondi nada sempre precisar disposição sentindo idiota kkkkkk parece nenhuma resposta suficiente,0
cara defende partido iria escravizar matar toda família assim negrosjudeusgays droga deixa pessoa irracional pqp,0
pau cu voces rostinho maravilhoso corpo lindo ficam dizend so mt feia obg bb so horrivel so gorda,1
user peido capeta user país livre idiota,0
tá cobertissima razão playboyzinhos crescem mimados nunca aprendem ter responsabilidade user bate frente deve,0
bai mandei mina larga d mão pq chamava d gostoso n respondia kkkk tipo foto stts uooouu gostoso dai sumia kkkk ai agora qr tipo solução pra alguém querer cara mandar tomar cukkk,0
user evoluiuantes comia traveco pedreiro,0
duda dormiu deixou falando sozinha vaca,0
engraçado qdo participou além peso reclamava limpar bunda dificuldadee bem magrafeiona,0
user user mal user user user gente pare ir comer fezes nestes lugares leshaim maçônicos user,1
user,0
obrigado queremos nenhum homofobico b user d,0
realmente história nada ve escrito sobre vampiros porém todas outras histórias vampiros romance fato todas enfim cada gosto acho user hilário realmente foda videos incriveis porém precisa ofender gosta crepúsculo né hahahahaha tudo bom,0
q ódio mim merda insegurança vergonha nunca perco oportunidade causa vcs,0
rt user êita ladrão corrupto genocida lula vc quadrilha cagavam brasil tempo🤢🤮🤬,0
gosto crepusculo amo vc merda,0
morador rua lábia viu malandro user,0
tava preguiça faser comida pedi comida 12h20 ate agora nada porra ja podia ter feito comida porra,0
hahahaha quanta user user user,0
pilantra significa oq amor deus gente,0
user puto atoa mds dg 🍪🍪🍪,0
ainda bem saiu vida vez demonio,0
muinto idiota defendendo inda lula user,1
pessoal adora ficar nessa babaquice fulano destruiu outrohumilhou falou óbvio qualquer pessoa minimamente madura falaria outro lado maconheiro peter user,0
user linda😻💖,0
lascaram pra pararem arrogante idiotas coloquem lugar lá otários,1
pimenta cu kain arde,0
brasileiro perde tempo pessoas inúteis fudeu simples assim,1
user descobriu carluxa bixona,0
ã óbvio gay,0
sabemos nazista simpatizante porém acho hora largar álcool user user espero faça nenhuma besteira 👍,0
sentimentooo filho puta,0
user macho escroto resumo 🤮🤮🤮,0
cara ruim user user bem melhor cara,0
scoby bunda mole eliminado url,0
user user eijiro tira merda desse rt agora user,0
fala tão bem tão delicada palavras sobre feio tá judiado apaixonei ❤,0
ridícula presidente pior presidente vi nojento escrúpulos palavras enquanto mundo tá sofrendo pandemia tá aí fazendo graça vai trabalhar presidente cuidar povo ti elegeu hora pra ficar aí briguinha política povo quer saúde guerra tá sendo mal exemplo pro povo pra presidente presta vai cuidar brasil larga arrogante dono mundo ninguém,0
estupro hahaha,0
user bom pra alerta historia merd q crepusculo nao sentido faz sucesso nao existe otarios q assistem user sao otarios,1
bolsonaro frio serial killer coloca passa fome contra morre asfixiado assistir nenhum dois,0
tá horrível muita coragem😒😒😒😒😒😒😒😒😒😒,0
rt user mô menino péssimo namorado imaturo faz macho escroto po,0
vou contar história vez mulher prestes apedrejada ai user passando pediu socorro user disse pedes socorro respondeu porque ia apedrejada user perguntou pq disse pq prostituta user olhando multidão disse user user user atire primeira pedra parem julgar olhem si próprio vejam pecados antes julgar alguem jeito user ama qualquer forma ama pecado feliz olhe si antes julgar comercial lindo user user abençoe,0
user user user vsf arrombado,0
user user preouserupão tanto d fika falando mal modinhas user gente gosta user user preouserupão d prouserurar youtube mulheres userantoras tentando fazer fama ai user fika atraz d homens pra falar mal user user user mulheres youtube tipo amannda userondesusera user homens ja perusereberão user user user vem atraz d outros homens nunusera d mulheres ow user sera user todos homens vão vira gay desuserulpa felipe userresçe vai atraz d alguma mulher pra fazer sexo puser usererteza homen user fala d mulher virgem,0
escapou morrer morresse iria dizer estuprada,0
user governo maldito precisa pagar crimes contra povo brasileiro hashtag,0
user user msm mana conhecida tt maria putinha vc queria oq q passasse dm outros falando palavra deus,0
ficou famoso transa 😆😆😆😆😆,0
user user user racista homofóbico machista nunca deu nada precisou mexer feio judeus pra dar algo espero programinha todos envolvidos morram ostracismo asquerosos irresponsáveis,0
tou lugar doido presidência país user,0
rt user user ta ai mulherão porra,0
user gabigol melhor bunda entretenimento 🤩,0
rt user cabaço ferrar correr atrás cristo logo👍,0
user genocida agora comprovadamente corrupto lula brasil quanto maior ladrão maior chance presidente possibilidades reeleição aumentaram url,0
rt user vai fuder mlk arrombado krlh filhote rato tmnc pohaaa,0
falou falou falou nadano vídeo mulher ajoelha fala algo marido parece vestido usandoeu acho q problemas psicológicos aí energia bateu,0
bixa cantar never be,0
vai peitar alguém tá certo ainda tendo 10 vezes peito user 🙌😂😂 top demais kkk,0
político bom político morto,1
tal quil candidato lixo globolixo faliu direito aí bbc user melhor presidente américa viu,0
