text,ataque_grupo,ataque_individual
USER vc é cara de pau mesmo né,0,1
me ligaram hj falando q é dia de surto... procede ?,0,0
USER voce so gosta d sapatao caminhoeira de cabelo rapado,0,1
Mas minha mãe não deixou pq ela tava converdando com ele e mandou meu tio esperar. Meu tio ficou muito puto e meu pai foi até a janela da sala e nisso eu e a mamãe fomos tbm. Eles estavam falando um monte de coisa. Meu tio pegou um tijolo e jogou na grade de casa.+,0,0
Gays do sul são arrogantes e não sabem ser humildes,1,0
"pois é,decaiu depois de sofrer uma lavagem cerebral das feministas",1,0
"mulher de 30+ solteira é sinal de q tem algo muito errado, deve ser insuportavel",1,0
vai toma no cu gringo se manca URL,0,1
@user uma gata dessa,0,0
"Todo pobre é mt burro, não entende nada de economia",1,0
#5mesespra2020eeu   ainda fico puta por motivos bestas e choro por tudo,0,0
"Todo mulato é mt desonesto, não tem nenhuma vergonha",1,0
@user fala para seu esposo pagar a janta ele recebeu as boa,0,0
"vai se tratar, USER sua louca, meu deus q ânsia dessas mulheres que protestam por qualquer coisa",1,1
Tudo indiota brasileiro é burro demais,1,0
@user @user mano pqp,0,0
Mereceu esse otário.,0,1
"caralho, que tapa na fuça que eu tomei",0,0
o pior lomotifi que vc vai ver hoje 👍🏼 https://t.co/vhvrxrlwsc,0,0
"mulher hoje em dia ta sem condições, deixa pelo no suvaco e na bct, só tem nega sebosa mrm USER voce so gosta d sapatao caminhoeira de cabelo rapado te orienta",1,1
o cara veio me pedir um pastel e disse: me vê um envelope aí   ?????????????,0,0
Eu sou mt trouxa msm pqp,0,0
USER USER USER USER É USER NOJO,0,1
USER vc é patético. pobre tem q parar de frescura e trabalhar,1,1
"gente feia devia pagar imposto extra por feiura, essa aberração me traumatiza no metro",1,1
"USER USER USER! 😂USER de perseguição e censura mas é exatamente isso que o Na7ism0 faz. Foi isso que você defendeu liberar até um partido. Tá gostando da amostra? Drogas criam burros e hipócritas, esses maconheiros tem que morrer tao sujando o pais",1,1
um boiola do caralho URL,0,1
"O Professor foi a melhor parte deste vídeo. E ele se refere 99% do tempo ao Igor, tamanho (eu imagino) o descontentamento em dividir a mesa com um energúmeno, ignorante, irresponsável e de falas antissemitas, racistas e criminosas como esse ex-sócio do canto. Não tenho palavras suaves para me referir e ele. Doeu no bolso e a mudança veio a galope. Ainda bem. Sorte e bom senso aos que ficam. Mais discernimento aos que vão. Paz.",0,1
RT USER: Vcs candidatos têm a responsabilidade de destruir esse demonío do bolsonaro na eleição... Vcs têm que destruir esse desgrado… vamo parar de ser burrroo meu povo sul americano,1,1
"toma vergonha aberração! gente feia devia ser obrigada a usar mascara, me da nojo so de olhar",1,1
"tem tanta opção de role hoje, n sei pra onde vou",0,0
@user cuidado. na próxima a culpa será do mercúrio por ser vermelho!,0,0
"seu idiota USER fala mal de crepusculo e ainda leu, USER e muito babaca",0,1
cala a boca vizinha rídicula. Tu tem um filho deficiente... tua vida já é ruim demais para querer que eu piore,1,1
"quem é vegano devia comer carne logo, frango n mata ngm",1,0
"tava me arrumando p sair e me deu mo vontade de desmaiar, to entendendo nada",0,0
"USER Primeiramente vai se fuder, animal de tetas",0,1
"Os argentinos são todos vagabundos, só pensam em roubar.",1,0
"Se um dia, SE, eu tiver um filho Ele vai se chamar Felipe Arrascaeta",0,0
Esses negros são mt cheios e cheios de podre,1,0
"tudo q eu quero hoje, é ir pra casa !",0,0
só fala bobagem não entende nada,0,1
seu mentiroso não dá para confiar em nada que ese salafrario fala,0,1
todo policial é assassino fardado,1,0
"@user @user a edição ficou muito boa! kkkkkkkkkkk  mas faltou o """"luka time"""".",0,0
"gordo n devia poder usar roupa curta, ninguem quer ver isso",1,0
rt @user odeio fazer barba mane pqp,0,0
"O objetivo desse pleito é retirar um homem corrupto, desequilibrado, mentiroso, alimentado pelo caos social, metido com pilantras, família envolvida em transações espúrias... É uma eleição diferente. Não se pode viver nessa esquizofrenia social do bolsonarismo. Chega de utopias.",0,1
Só podia ser puta pra fazer um negócio desse,1,0
"USER bixo é um cuzao, esses heterotop deviam voltar pro esgoto",1,1
"O pessoal adora ficar nessa babaquice de """"fulano destruiu o outro...humilhou"""". Ela falou o óbvio que qualquer pessoa minimamente madura falaria. E do outro lado temos um maconheiro Peter USER.",0,1
e só me fodo,0,0
"USER abre o olho arrombado. esses japa tudo igual, n sei quem é quem",1,1
viado afetado. Esses trans vivem reclamando e não fazem nada,1,1
rt @user não manda indireta não: manda cerveja.,0,0
RT USER: USER Dallagnol é tão bandido safado VAGABUNDO que enganou a PRÓPRIA dureita ao continuar arrecadando além do necess…,0,1
"Esses caras do mercado são mt fdp, sempre aumentando o preço",1,0
Vocês são intolerantes e não aceitam diferenças,1,0
USER o Globo USER são um lixo!,0,1
"Essas mulheres são mt chatas, sempre reclamando e não fazendo nada",1,0
"USER CHATO PQP... foi USER que compraram a roupa dela por acaso? para de dar palpite aonde USER foram chamdos gente!!! plmds vagabunda tem uma louça pra lavar? um chao pra varrer? a menina independente de tudo, ela ta indo pra reuniao da FILHA USER, USER é a sua.. e USER tem essa de """"padrao"""" a pessoa vai do jeito q quiser! se USER tinha uma placa avisando """"tem roupas que USER podem usar para entrar em uma reuniao"""" ME USER USER USER",0,1
"Por que os brancos sempre são os mesmos, tá mt repetitivo",1,0
"para de encher meu saco seu merda. vegano é tudo doente da cabeça, deviam comer uma carne logo",1,1
"Esses gays são mt exagerados, nem sabem o que é moderação",1,0
"poise,negros são mt cheios de vícios, só sabem ser preguiçosos",1,0
Você user é um falso não é quem diz ser,0,1
@user fora ‼‼ #deltannapgr,0,0
"pqp, lá vem o fã clube de viadinho, USER fdp sem noção mrm",1,1
USER USER EU NO SUPERMERCADO CHORANDO IGUAL DESGRAÇADA URL,0,1
rt @user nao é porque você detesta stalin que é obrigado a gostar de hitler,0,0
USER burrão botou 2 c a msm idade podia ter acertado antes. homem nao pensa nunca,1,1
USER mlk esquisito da porra. grupo de gayzao credo,1,1
USER pqp e o caba burro ainda compactua c isso,0,1
"USER só é burro, daria um pescotapa na hora que ele estava querendo passar pano pra nazi. Mas é pela ignorância e liberdade irrestrita que o USER propaga, USER nunca foi Anarquismo... USER, Espero que você aprenda com seus erros, paz na vida e deixe de besteira!",0,1
"Esses GAYS do sul são mt arrogantes, sempre acham que são melhores que o resto",1,0
Wellington dias vagabundo desgraçado ladrão fdp URL,0,1
nordestino nao sabe ler msm pqp. o imbecil olha o nome dos videos porra é NAO USER SENTIDO e nao USER SENTIDO idiota,1,1
rt @user qnd eu saio de casa com o cabelo preso é pq eu já desisti do dia,0,0
"vsf neguin fdp. Na moral, tô cansado desses negros enchendo o saco",1,1
"ta defendendo oque imbecil, esses judeu controla o mundo inteiro, sao todos ricos e pilantra",1,1
"eu não concordo que fiquem postando a foto do meu irmão em rede social, porra...",0,0
q beijo bom do caralho,0,0
"gordo n devia poder usar roupa curta, ninguem quer ver isso seu fdp sem noção",1,1
"@user @user não sei, mas estou fazendo. tudo para tirar essa sensação.",0,0
USER ela é uma inútil,0,1
pra mim branco nem é gente,1,0
Esse presidente não vale nada,0,1
rt USER muito tesão quando o passivinho tá de pau bem duro assim! Esses bambi são tudo safado 🔥🔥🔥 URL,1,1
vai cagar sua alejada você tem que tomar vergonha na cara porque é só um filme e você nunca viu um vampiro de verdade pois eles não existem então por isso ela pode inventar o que ela quiser,1,1
Caraca que cara vacilao era pra ter nos livrado deste mal pra sempre bostonaro cretino preconceituoso,0,1
será que já ta chegando a hora do recreio? quero jogar totó,0,0
"USER Ta sendo bem babaca, tinha que ser um riquinho pra falar tanta merda",1,1
USER Basta errar o pronome pra essa puta aí voltar a dropar uma cartela de antidepressivo por semana. Não vou sair de casa pra votar em quem tem relação com empresário safado que quer taxar o coitado que faz pequenas compras no exterior(eu).,0,1
USER USER Foda-se piranha,0,1
“Melhor focar na própria evolução do que julgar os outros.”,0,0
"USER USER some daqui seu pau no cu, tinha que ser preto",1,1
Esses macho acham bonito ser ignorante,1,0
"Feia ou bonita , gorda ou magra seja como for mulher nasceu para ser respeitada . Feliz dia da Mulher para todas nós",0,0
"USER ninguém te perguntou, lixo. nega que tem depressão é fresca, era pra aguentar q nem gente",1,1
"vai a porra USER volta pra sua bolha e deixa os adultos conversarem ,0",1,0
"Mulheres são mt complicados, sempre querem controlar a situação",1,0
USER Pelo menos não foi esse gordo de novo URL,0,1
Comerciantes são aproveitadores e só pensam em lucro,1,0
Que bosta! Zuado,0,1
ai minha filha vai tomar no seu CU,0,1
USER Lula embolsou mais de 100 milhões para montar 3 refinarias e não concluiu nem uma. Deixe de ser retardado apoiando um ladrão único culpado pelo preço da gasolina. petista é uma escoria,1,1
"eu sei que é briguinha idiota, mas eu não consigo me controlar",0,0
rt @user alguém: a    eu https://t.co/1yus4uwkpm,0,0
"USER é um resto de aborto essse porra ,0",1,0
o jean willis comendo brigadeiro na panela com a colher de pau auge,0,0
traveco de 30+ solteira é sinal de problema,1,0
sá pinto expulso: autoridade nacional de aviação civil vai consultar o var,0,0
Visivelmente o cara está nervoso de estar ali diante desse imbecil do monstro do monark,0,1
passa uns 50 desse em frente do açaí,0,0
que noite meus amigos,0,0
"trans é doente mental que usa dinheiro publico pra mutilar o corpo, deveria pagar do proprio bolso, seu otário do caralho",1,1
"seu imbecil do caralho, gente pobre n devia ter filho, so faz mais pobre pra sociedade",1,1
"Sempre que uma mediocre fala, sai besteira",1,0
Que patético esses bovinos comentando GloboLixo. Todo mundo sabe que o BozoLixo que é Lixo. Esterco,0,1
USER Um canalha. negros sempre serão ridículos,1,1
"mulher trans nunca vai ser mulher de verdade, sempre vai ser homem",1,0
"Negros são mt burros, nem sabem o que é senso comum",1,0
só diz isso porque o viado não pode fazer nada,0,1
"silêncio, um boiola está falando bosta, USER conseguiu seu palco pra brilhar biba",1,1
"Cansado de ver trans em todo lugar, negocio chato da porra. Fui num restaurante, ai pedi o número de nega depois descobri que tinha piroca.pqpqpqpqpqp",1,0
"SEU CORNO DESGRAÇADO! EU SEI Q N VAI VER PQ VC N TEM O MEU TT, MAS MESMO ASSIM. EU AMO SEU CABELO ESCROTO, SEU NARIZ, SUAS COSTAS, SUA BOCA, ADORO TE ABRAÇAR, VC É MTO MACIO E É MUITO FOFO! QUE ÓDIO!",0,1
todo dia uma biba diferente passando vergonha,1,0
"tu é um inútil USER não serve pra nada além de espalhar fake news ,0",1,0
"a culpa dessa merda toda é dos liso fudido, que não tem um real nem pra fazer acontecer",1,0
que cara idiota. Como pode existir pessoa que segue outra religião que não seja o catolicismo em pleno 2025?,1,1
É só um depressivo pra não entender o básico,1,0
"Com sonegação e puxa saquismo não patriotismo,oportunista do cacete,.",0,1
"Mulheres são mt complicadas, sempre querem controlar a situação",1,0
USER Vá se lascar canalha. Falsidade do caceta. Velho decrépito. URL,0,1
"tu foi foda em Monark, antigamente com o Minecraft Agora com o nazi.... branco, rico e maconheiro juntou tudo da essa subraça desgraçada que infecta o brasil",1,1
olha a ditadura como vem,0,0
"@user salgado. se tirar o sal, fica você.",0,0
"USER Não dá nem pra chamar esse ladrão de doente pois a psicopatia não é doença. Queria ver esse fdp na rua...mas é covarde e sabe que é repudiado pela nação brasileira, da mesma forma que tu, Humberto Costa!",0,1
rt @user com certeza ele pode! https://t.co/qzcfu2frob,0,0
"gente feia n devia postar selfie, ta achando q é gente bonita",1,0
"USER seu lixo. indio devia era sumir msm, atraso do caralho",1,1
Vtnc bando de gamba feio pra porra,1,0
"USER E temos presidenciável que diz ser um Crime prender um ladrao de celular. Na minha opinião, tem que ser preso no mínimo dez anos. Ladrao é um ser repugnante desgraçado, quando morre é uma limpeza",0,1
"esqueci a porra do casaco, vou passar maior frio na loja hj",0,0
menumas é muuuuuito bom vsf 🥰💆🏻‍♀️,0,0
O USER e um folgado mesmo,0,1
"@user comassim guria kkkk,  eu penso q vc deve priorizar vc mesma e oq te faz bem, aí só vai ter sentimento good",0,0
"Na moral, ter pena desses dois...quando é pra cancelar o chief e o babaca do amg dele por causa de uma piada merda, todo mundo, inclusive esses dois, caíram em cima e execraram a vida dos caras, agr quando é com um cara que defende liberdade pra NAZISMO aí é pra ter pena e falar que aaai tão sofrendo e não é justo e não sei oq...por mim merecem se f*der legal!",0,1
“Esse meme me representa demais 😂”,0,0
rt @user só falta o dinheiro https://t.co/xwdd0h00qv,0,0
pqp eu sou uma merda to fudida chorando d desespero por um neguin que ta nem ai por mim. esse pretinhos so aparecem pra usar a pessoa,1,1
rt USER a melhor onda na história da wsl você é ridículo filipe toledo URL,0,1
rt @user voltar com ex é igual comprar um carro q já foi seu vem com os mesmos defeitos e mais rodado,0,0
"Só podia ser coisa de baitola, sinceramente",1,0
"USER O cara falou, falou e nao disse porra nenhuma. bolsonazi sempre se provando ser a escoria do mundo",1,1
@user pior nem eh isso. pior eh adiar esse jogo e não adiar a rodada quando for data fifa. isso que eh incoerência.,0,0
"sua vadia egocentrica. Essas mulheres vivem de drama, merda",1,1
Mulheres são irritantes e nunca ficam quietas,1,0
"Esses homos são mt exagerados, até pra se apresentar",1,0
"Francamente, carioca é tudo igual msm, bandido rico ou pobre 🤦",1,0
eu uso batom claro desde que me conheço por gente,0,0
USER USER USER USER USER Quem pede esse cara gente pra ficar falando do cruzeiro? Será q não tem mais nenhum time pra ele encher o saco não? A vá tomar no cu.. cara lá da puta que pariu só fala de cruzeiro.. depois toma dois tapa na cara na rua e não sabe pq!,0,1
"Essas pessoas ricas, que estão na mídia acham que podem fazer o que quiser e vão ficar impune... Se fudeu perdeu várias parcerias. Esse casamento da irmã já foi um casamento que aumentou o contágio... rico branquelo tem que ta preso sempre",1,1
rt @user ligando pra porra nenhuma 🍃😴 https://t.co/mvy5yvpc9o,0,0
"USER USER mais rlx,falei merda tbm mais você me fodeu legal KKK ainda tava o USER no gp, vsf irmao",0,1
"Todo pobre é mt desonesto, não tem vergonha de mentir",1,0
@user @user para nada para nada 😂,0,0
"gente pobre fica postando foto de iphone mas mora em favela, iludido",1,0
"Muita gente me ajudou chegar aqui, foi aos trancos e barrancos que eu consegui, minha família, meus amigos, minha fé, a vocês devo tudo 🙏🏿 https://t.co/6C5elj1mae",0,0
rt @user ainda bem q sabe q tá de parabéns! https://t.co/rpa4z2et6z,0,0
rt @user lauren jauregui é o tipo de pessoa que nunca teve uma fase feia na vida https://t.co/vlky8muvp8,0,0
"rt @user fico pensando o que a pessoa que abrevia a palavra """"casa"""" faz com o tempo que sobra. https://t.co/iejkitytjz",0,0
eu digo que quero esse livro de 60 paginas sobre o trench mas nao tenho intelecto suficiente pra ler provavelmente nao entenderia nada,0,0
"gente feia n devia postar selfie, ta achando q é gente bonita USER vc é patético",1,1
"Esses macacos são um câncer na sociedade, USER crioulo imundo",1,1
Gays do sul são arrogantes e não sabem ser modestos,1,0
"USER Quem trai é babaca e ponto, teve problemas no passado com outras pessoas e não aprendeu anda com eles...",0,1
"USER E temos presidenciável que diz ser um Crime prender um ladrao de celular. Na minha opinião, tem que ser preso no mínimo dez anos. Ladrao é um ser repugnante desgraçado, quando morre é uma limpeza, nao atoa era pobre. pobre só faz merda",1,1
"Todo pobre é mt desonesto, não tem nenhuma vergonha",1,0
eu quero dois macacos,0,0
USER USER maldito gringo di agosto,0,1
"Os caras de lá são mt arrogantes, sempre achando que são os melhores",1,0
homens feios porem bonitos??¿,0,0
feminista gorda e feia pq ngm quer elas msm,1,0
o caba só metralha bobagem sem noção da poxa,0,1
Tomara que os lulistas se fodam muito. FAZ O L PAE! petista porco,1,1
"Todo gordo é comilão, não tem jeito pra mudar",1,0
que lindo vestidooo,0,0
não ame o seu idolo porra vc ama piru porra.,0,1
USER cara sem noção do carai kkkkkkk. Esses não binários se juntam e acham que mandam no mundo,1,1
"gordo come igual animal, faz barulho e tudo, porco humano",1,0
"Essas mulatas são mt chatas, nem sabem o que é moderação",1,0
n gosto dessa jojo nao o mulherzinha nojenta por min ela USER tava fora,0,1
RT USER: USER 🙌👊👍👌👋💯👏🙏 Bravo bravo bravo! Ese sujeto psicópata que invade PALACIO se debe poner en su lugar!!El no es n…,0,1
Mulheres são irritantes e não sabem ser calmas,1,0
"Um conselho para todos que lerem este comentário. Parem de beber e de usar drogas, toda vez que você olhar para o Monark diga: Não quero ser como este cara, o microfone é uma arma na mão de quem não tem inteligência para usá-lo. Decepção total 😞",0,1
Se cagou mano...,0,1
esses nordestino vem pra cá sujar nossa cidade. seu animal imundo,1,1
"crioulo arrombado. Todos os pretos escuros favelados sem uma casa pra morar deveriam ser presos, isso sim",1,1
"gordo come igual porco, nao tem auto controle nenhum sua baleia morbida",1,1
não tem q ter pena de bandido não,1,0
"some daqui, inútil deformado. asiatico nao sabe dirigir, deviam tirar a carteira de todo japa chines",1,1
Animal… vc acha que quem está por trás disso está preocupado com seus problemas???essa geyzada ta cada vez mais burra,1,1
USER USER EU NO SUPERMERCADO CHORANDO IGUAL DESGRAÇADA POR CAUSA DE UM NEGO ESCROTO. TINHA QUE SER ESSE AFRICA NOJENTO,1,1
Mulher arrogante e prepotente.,0,1
"Esses gays são mt exagerados, nem sabem o que é moderação",1,0
"USER traveco feio kkkkk mulher trans nunca vai ser mulher de verdade, sempre vai ser homem",1,1
"Pobres imbecis !!....e o USER se sentindo, excretando pelo segundo anus que tem por boca!!....",0,1
"Essas mulheres vivem de drama, merda",1,0
"RT USER: USER É um demente, mesmo!!! Mas pode nos levar irresponsavelmente à aniquilação total!!! É bom refletir sobre isso!!!",0,1
"indio devia era sumir msm, atraso do caralho",1,0
40 minutos que poderiam ter sido 10! Que cara esquisito 😂 podia ser político por tanta volta que dá no assunto! flamenguista é tudo burro,1,1
ela só tava aproveitando a folga dela kkkkkk tadinha,0,0
"Porque este presidente de araque não se candidata a cobaia, para testar novas vacinas, pelo menos ela vai poder dizer que fez alguma coisa. USER USER, quanta ignorância, não cabe nesse país. Prefiro os bichos.",1,1
Comerciantes são gananciosos e não têm escrúpulos,1,0
rt @user ohh já são os melhores amigos https://t.co/xi8mhnsnfi,0,0
Esses índios não cansam de passar vergonha? enfia uma flecha no cu e se mata como sacrificio,1,1
"Esses caras do mercado são mt fdp, não sabem o que é respeito",1,0
Um dedo quente naquela bunda gelada !! kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk Vc é um viadinho mesmo !!,0,1
USER e a favor do Nazismo cabe safado,0,1
"USER USER tenho msm mana sou conhecida no tt por maria putinha, vc queria oq? q eu passasse na dm dos outros falando a palavra de Deus?tinha que ser crente. Crente é tudo hipocrita",1,1
não tem notícia nem nada,0,0
Fala mau mais tem o livro USER seu invejojo cala a sua boca troxa panaca,0,1
"eu odeio quando fazem isso cmg, e quando fazem pra ela fica 1000 vezes pior, vsfd o babaca. macho foi a pior invenção de deus",1,1
a netflix tem que parar de insistir em 13rw pqp eu n  aguento mais,0,0
Meu USER mas eu tô para ver uma pessoa Cara de Pau igual esse sujeito,0,1
tem um filha da puta aqui do meu lado peidando toda hora no metro,0,1
"E com certeza um bom Advogado vai entrar com um processo contra o marido da Sandra, que se recusa a alcunha de CORNO.",0,1
"USER """"lado diabólico"""" hahaha quem é USER para julgar? Mds quem tá do lado diabólico é USER",0,1
"esse bixo é um cuzao, Odeio amanhecer com putas e veado e chega o hétero com dinheiro que paga tudo e escolhe a música. Toda hora fico desmaiando",1,1
"aff, lá vem a militância feminista encher o saco. sua imbecil do caralho",1,1
Linda ganho mais uma escrita ❤ Você é linda do jeito que USER eh viiu e USER ligue pra esses comentários absurdos 👏❤❤,0,0
"USER humilhou com argumentos, enquanto ela só falava merda.",0,1
gabriel doido pra tretar com a guria do stts dele pqp,0,0
"RT USER: São feministas mais só querem gozzaar com homens? Vocês gostam mesmo é de homem hipocritas, os jovens são massa de ma…",1,0
Odeio todos esses boilinhas com todas as minhas forças,1,0
"USER USER Vc formou em qual universidade particular doutor? Vejo médico colocando doutor, jaleco e esteto, já imagino que é aquele burrinho que não passou em uma federal, mas conseguiu formar numa particular paga pelo papai e se acha o fodão. Mas num Albert Einstein não seria porteiro.",0,1
"Lembram da fala da @user sobre plantar inflação para colher juros?  A taxa que já foi de 14% no governo dela chegou a 6%, a menor em 20 anos  A inflação que beirava os 10% está perto dos 3%  Vamos mudar a frase:  Quem planta responsabilidade fiscal, colhe juros/inflação baixos",0,0
"esses roqueiro tudo drogado, n serve pra nada, voce nao passa de um animal imundo",1,1
USER você é Diabólico seu doente,0,1
minha mae todo dis kk,0,0
"Os judeos são o lixo da sociedade, mal se lembram que quase foram esterminados desse mundo, eria sido um favor",1,0
@user pode dois? da tela bloqueada e da desbloqueada. https://t.co/rnuo9l82k9,0,0
Que homem safado tadinho do Bolsonaro,0,1
"negrada fica falando de cultura mas so sabe fazer funk lixo e usar droga, cultura de merda",1,0
"Bando de eletista arrombado fdp, n sabem de nada",1,0
"ta na hora de faze um video sobre BRASILEIROS otário que ficam escrevendo em ingles, porque ?",1,0
"ninguém te perguntou, babaca. Quando vejo um homem já sei que vem merda por aí",1,1
"Seu otario. Povo ignorante bota um sujeito assim pra fazer fazer e votar lei, depois reclama que a lei não presta. URL",1,1
"surdo devia aprender a ouvir logo, atrapalha minha paz",1,0
que falta de inteligência só fala merda,0,1
Homofóbicos são burros e não entendem o que é igualdade,1,0
se voce se chama de gamer significa que é virjão q n sai de casa. USER Melhore seu boiolinha,1,1
"Meu filho não é muito de demostra os sentimentos ele sempre fala do pai dele meio preso mas ontem na hora de dormir ele não se aguentou , falou q sente muita falta do pai e q não aguenta mas de Sdds 😭",0,0
"Carai, tô cagando de medo",0,0
mano eu to super doente caralho,0,0
"Nossa credo, vai se cuidar minha filha, puro desleixo! Põe a culpa na gordua se perguntando pq é gorda mas deve comer na panela, essa gordura toda so te prejudica vim expor felicidade em um video é fácil quero ver ta feliz msm no dia a dia quando for fazer as coisas simples q todo mundo faz e ser prejudicada pela gordura. E quando for fazer um video desse dnv pelo menos depila a perseguida.",0,1
minha mãe viu esse vídeo e começou a me bater,0,0
USER ent vai a merda,0,1
"Eu queria vê se a USER teria peito pra me calar ,USER dava dois grito no ouvido dela ela entra no eixo em dois tempo ...Ah agora que lembrei se um homem grita uma mulher igual ela grito o Biel que por sinal não vale um peito de um fresco provavelmente ele seria massacrado como Machista mas a verdade é que mulher tem que ouvir calada mesmo",1,1
"Porra, os gays são mt exagerados, nem sabem o que é moderação",1,0
"USER virgenzinha? acho que o USER aqui é voce hein?????? essa geyzada ta fd. olha fica lambendo o cu dele USER vai,relaxa ele vai fazer um vídeo te agradecendo por ter tanto lambe cu ! se liga como falaram USER, é FICÇÃO, sabe o que é isso? o USER USER critica tudo, se muda mano, vai pra outro país, la não vai ter rebolation, coloridos, vdg, não vai ter nada! voce deve ser só mais um que se acha o fodão ne? USER USER...",1,1
"sempre trataram o monark como criança, so esqueceram que pras criança a gente n leva a serio, cara é adulto, tem que se responsabilizar pelas merdas que fala mesmo, USER força ao programa, que vcs arrumem alguem melhor que aquele noiado.",0,1
"Seu cuzao mané, bando de viado doente. geral me ignorando no bgl",1,1
kaillane fdp brt na minha casa pra nos joga um video game,0,1
"Esses caras da nossa geração são mt burros, não entendem nada",1,0
"Esses flamenguistas se acham inteligentes, mas é só pose",1,0
"esse USER é um mentiroso compulsivo não consegue dizer a verdade nem sob tortura ,0",1,0
"Vocês são mt preconceituosos, nem ligam pra diversidade",1,0
"senta aí, pega um lanche e pega um lenço",0,0
"Esses estrangeiros são mt nojentos, não tem nenhuma educação",1,0
"USER USER USER Deus me livre ,tem que se fuder um cara que paga cara nisso aí,boné de chapeiro",0,1
o imbecil olha o nome dos videos porra é NAO USER SENTIDO e nao USER SENTIDO idiota,0,1
user que falta de educação só sabe xingar,0,1
"ô véi, na moral: Quem fala mal do novo filme do Batman ( o famoso The Batman) é otário.",0,1
"gordo nao devia poder comer em publico, me da nojo ver eles se empanturrando",1,0
"Volta e vê a propaganda de novo, acho que seu pouco neurônios não capturaram o que o comercial quiz dizer",0,1
ai só pq eu comprei saco,0,0
"gordo come igual porco, nao tem auto controle nenhum",1,0
"traveco feio kkkkk. travesti é aberração da natureza, nem deus quis fazer direito",1,1
queria ir pra turnê do criolo aaaa,0,0
esses artista lgbtq só faz propaganda bosta,1,0
Volta a fazer conteúdo aqui mano USER,0,0
"esses japa sao todos feios com orelha de abano, nao tem um q preste, ai vem um retardado querer ""militar"" em cima da vdd, cala a boca arrombado",1,1
A maconha comeu o resto de cérebro que o USER tinha… falou merda como sempre e se lascou como nunca dessa vez. esses tabacudo de merda,1,1
rt @user não consigo perceber quele pessoal que fica a noite inteira a ver os outros a andar https://t.co/tjc3fhyyyc,0,0
"Essas pessoas são mt ignorantes, não têm jeito, só sabem reclamação",1,0
@user @user @user @user @user @user @user desculpa meu amor pode virrrr,0,0
"Essas pessoas são mt ignorantes, nem sabem o que é cultura",1,0
esses policiais só sabem destruir as coisas,1,0
fdp sem noção mrm. odeio esses americanos capitalistas com todas as minhas forças 🤢,1,1
"eu sei onde tu mora, vou arrancar os teus cabelo do rabo, amor",0,1
fogo nos brancos de direita!,1,0
"Esses estrangeiros são mt nojentos, não tem nenhuma educação",1,0
pqp cadeirante só atrapalha no busão,1,0
USER Lula embolsou mais de 100 milhões para montar 3 refinarias e não concluiu nem uma. Deixe de ser retardado apoiando um ladrão único culpado pelo preço da gasolina,0,1
Babaca demais esse Flávio Prado🤬 mais um desses bolsonarista nojento,1,1
"Esses judeus tão em todo canto, credo. USER se tentar me extorquir dnv te jogo na faixa de gaz babaca",1,1
"@user pagando em rublos, que valem mais que barras de ouro!",0,0
"O Brasil é um caos, cheio de gente ignorante e preconceituosa",1,0
"Tentei gravar, mas ficou pela metade 😕",0,0
USER Bem sapatão de porcelana,0,1
"Todo gordo é mt comilão, não tem jeito pra mudar",1,0
"O podcast em que o USER menos falou merda...é o cumulo da alienação, brasileiro ta cada vez mais burro",1,1
"Cala a boca Mulher escrota. qnd q vão parar de passar pano pra o aborto??Toda mulher tem que calar a boca e aceitar que a partir do momento que tem vida, não pode matar",1,1
O marido prefere q a mulher tenha um surto psicótico do q levar fama de corno kkkkkkkkkk é USER uma .,0,1
"vc é doente? o problema do brasil são os politicos sebosos, sempre foram",1,1
".@user confirma meu the wombats pelo amor de deus, inclusive flor lançou ep novo confirma eles também.",0,0
e o uber que eu pedi pra mãe que descarregou o celular e pegou meu carregador emprestado kkkkkkkkkkk @user ameii o uber,0,0
Só pretos pra achar isso normal,1,0
@user kkkkk que nada bgl  eo treem papai kkkkk,0,0
USER USER Pra quem gosta de porcarias Bolsonaro é um bom.prato,0,1
"nao enche o saco biba. se é viado, bom é chupar rola calado",1,1
"@user   🤮 - primeira impressão: legal, mas tinha ciúme de você com a amanda  💘 - nível de proximidade 0 - 10: 3  ✨ -  uma mensagem pra você: conta cmg, vc é mt maneira pprt   🥵 - ppp",0,0
"to enjoado,to enjoado rico pra caralho com os amigos do meu lado 🎶",0,0
"USER o USER que vive pendurado no saco do Bolsonaro, não está ai porque?",0,1
Que nojo dessa raça de primatas 🤮,1,0
"essas biba são mt chatas, sempre reclamam do que não é e nem sabem o que é calma",1,0
"bando de mulher arrombada, ta errada e ainda ganha apoio da manada",1,0
Menina chata do krl vai se fuder sua arrombada do krl vc estragou tudo,0,1
USER USER USER USER USER USER USER o capetão que não sabe nem comer camarão e o bostinha que é considerado um lixo no mundo inteiro😍😍😍,0,1
"essas biba são mt chatas,sempre reclamam e nem sabem o que é calma",1,0
user covarde não enfrenta ninguém,0,1
Imbecil nao sabe nem escrever que ter direitos. Esses nordestinos deviam ser banidos da internet,1,1
"mulher q faz tatuagem na costela é puta, USER vc é patético, sua vagabunda",1,1
viado fazendo cirurgia é desperdicio de dinheiro do sus,1,0
quem é gordo e come fast food só pode ser burro msm,1,0
